tipo_documento;;documento;;nombre_completo;;caracterizacion
NUIP;;2081883590;;Raquel Ruiz;;EMBARGAR
NUIP;;2022649101;;Gloria Gomez;;INHABILITAR
NUIP;;2087056503;;Gabriela Bautista;;EMBARGAR
NUIP;;2066687737;;Raquel Ortiz;;INHABILITAR
CC;;2093699984;;Gabriel Herrera;;INHABILITAR
RC;;2035763164;;Pedro Bonilla;;EMBARGAR
NUIP;;2021161546;;Diana Cano;;EMBARGAR
CC;;2002395475;;Santiago Lara;;EMBARGAR
RC;;2068342426;;Carlos Jaramillo;;INHABILITAR
TI;;2029739428;;Valentina Jaramillo;;EMBARGAR
CE;;2039818214;;Miguel Garcia;;INHABILITAR
RC;;2017472208;;Gustavo Salazar;;EMBARGAR
TI;;2044567116;;Liliana Jimenez;;EMBARGAR
TI;;2044935080;;Roberto Moreno;;EMBARGAR
RC;;2021909116;;Carlos Torres;;EMBARGAR
TI;;2090828064;;Lucrecia Aguilar;;INHABILITAR
CE;;2096744586;;Diego Vega;;EMBARGAR
CC;;2006485433;;Lorena Franco;;INHABILITAR
CE;;2074166731;;Ricardo Ortiz;;EMBARGAR
CE;;2050949913;;Rosa Beltran;;INHABILITAR
NUIP;;2086515387;;Catalina Sanchez;;EMBARGAR
CC;;2067099495;;Cristian Rojas;;EMBARGAR
NUIP;;2094210835;;Ricardo Vega;;INHABILITAR
CE;;2035747005;;Diego Lara;;EMBARGAR
CC;;2072278276;;Hernan Torres;;INHABILITAR
RC;;2094969993;;Teresa Moreno;;INHABILITAR
RC;;2078276256;;Lucrecia Montoya;;EMBARGAR
TI;;2032606217;;Andres Gomez;;INHABILITAR
NUIP;;2098383556;;Catalina Torres;;INHABILITAR
CC;;2068593275;;Carlos Beltran;;EMBARGAR
CC;;2012350762;;Sandra Hernandez;;EMBARGAR
NUIP;;2085819413;;Nathalia Fernandez;;INHABILITAR
TI;;2018666551;;Rosa Cardenas;;INHABILITAR
CC;;2032381432;;Veronica Gallego;;EMBARGAR
RC;;2015035879;;Roberto Salazar;;INHABILITAR
CC;;2009526540;;Veronica Torres;;INHABILITAR
RC;;2027109949;;Javier Torres;;EMBARGAR
RC;;2034976734;;Hector Herrera;;EMBARGAR
RC;;2011636485;;Cesar Moreno;;EMBARGAR
RC;;2007572197;;Julia Arias;;EMBARGAR
NUIP;;2068397918;;Claudia Giraldo;;INHABILITAR
CC;;2058319907;;Liliana Montoya;;INHABILITAR
CE;;2056459163;;Oscar Hernandez;;EMBARGAR
NUIP;;2060024259;;Rosa Munoz;;EMBARGAR
NUIP;;2038466134;;Adriana Salazar;;EMBARGAR
NUIP;;2013005216;;Samuel Beltran;;EMBARGAR
NUIP;;2092107163;;Felipe Moreno;;INHABILITAR
NUIP;;2096568833;;Liliana Bautista;;EMBARGAR
RC;;2096622677;;Rafael Arias;;INHABILITAR
CE;;2034211468;;Oscar Aguilar;;EMBARGAR
CC;;2018847667;;Marcela Zapata;;INHABILITAR
TI;;2003705427;;Luisa Rodriguez;;INHABILITAR
CE;;2043419653;;Gabriela Fernandez;;INHABILITAR
CE;;2036751279;;Marta Sanchez;;EMBARGAR
CC;;2020815285;;Ricardo Giraldo;;EMBARGAR
NUIP;;2023630168;;Nathalia Salazar;;INHABILITAR
NUIP;;2055770631;;Beatriz Quiroz;;EMBARGAR
CE;;2072514198;;Gustavo Gallego;;EMBARGAR
CE;;2047816780;;Javier Torres;;EMBARGAR
CE;;2049360999;;Manuel Jaramillo;;INHABILITAR
