tipo_documento;;documento;;nombre_completo;;caracterizacion
CC;;2066259788;;Fernando Ramirez;;EMBARGAR
NUIP;;2065025689;;Patricia Quiroz;;EMBARGAR
CE;;2062179638;;Gloria Sanchez;;INHABILITAR
RC;;2081280054;;Sandra Bonilla;;EMBARGAR
CE;;2009196131;;Sandra Cardenas;;INHABILITAR
NUIP;;2062648451;;Gabriel Giraldo;;EMBARGAR
CE;;2007878328;;Ricardo Robledo;;INHABILITAR
CE;;2044543920;;Oscar Castro;;INHABILITAR
NUIP;;2082850393;;Hernan Vega;;EMBARGAR
CC;;2011616289;;Rafael Salazar;;EMBARGAR
RC;;2057079709;;Julia Jimenez;;INHABILITAR
TI;;2058718772;;Alonso Zapata;;INHABILITAR
TI;;2033100243;;Roberto Lopez;;INHABILITAR
CC;;2058974661;;Liliana Rojas;;INHABILITAR
RC;;2077345793;;Gabriela Ramirez;;EMBARGAR
CC;;2079625097;;Paula Paredes;;INHABILITAR
CE;;2088312565;;Javier Lopez;;INHABILITAR
CE;;2077670474;;Lorena Moreno;;EMBARGAR
CE;;2031255355;;Gustavo Diaz;;EMBARGAR
CC;;2088939792;;Angela Castaño;;INHABILITAR
CC;;2067575390;;Lucrecia Bautista;;INHABILITAR
CE;;2005411470;;Sebastian Diaz;;EMBARGAR
CC;;2035712048;;Carmen Herrera;;INHABILITAR
CC;;2019961805;;Jose Herrera;;INHABILITAR
RC;;2020456180;;Lorena Cano;;INHABILITAR
RC;;2066675822;;Alfredo Ortiz;;EMBARGAR
RC;;2039295296;;Hector Giraldo;;INHABILITAR
RC;;2043077667;;Miguel Cano;;INHABILITAR
TI;;2001673516;;Jorge Lopez;;EMBARGAR
CC;;2080926460;;Sandra Lopez;;INHABILITAR
CC;;2063216167;;Miguel Moreno;;EMBARGAR
NUIP;;2077286220;;Diego Molina;;EMBARGAR
CC;;2094774851;;Ricardo Montoya;;EMBARGAR
NUIP;;2012728389;;Jorge Jimenez;;INHABILITAR
NUIP;;2074077799;;Fernando Duarte;;EMBARGAR
CE;;2008526358;;Cesar Rivera;;EMBARGAR
TI;;2031667126;;Mauricio Munoz;;INHABILITAR
CC;;2086875238;;Alfredo Mejia;;EMBARGAR
TI;;2075687564;;Tatiana Bautista;;INHABILITAR
RC;;2094453506;;Felipe Gutierrez;;INHABILITAR
RC;;2051788237;;Carlos Murillo;;INHABILITAR
RC;;2010172114;;Ana Vega;;INHABILITAR
NUIP;;2029476808;;Victor Herrera;;INHABILITAR
RC;;2058665987;;Liliana Beltran;;INHABILITAR
CE;;2097631108;;Alicia Lopez;;EMBARGAR
NUIP;;2080575587;;Marcela Beltran;;EMBARGAR
RC;;2090472193;;Sebastian Cano;;INHABILITAR
CC;;2026207455;;Cristian Rodriguez;;EMBARGAR
RC;;2084262814;;Luis Valencia;;INHABILITAR
TI;;2089381673;;Catalina Cano;;EMBARGAR
NUIP;;2072301876;;Rosa Montoya;;INHABILITAR
TI;;2008461477;;Paula Jimenez;;EMBARGAR
NUIP;;2055631686;;Valentina Duarte;;EMBARGAR
CE;;2036368695;;Gustavo Cano;;INHABILITAR
CC;;2083388810;;Mauricio Acosta;;INHABILITAR
NUIP;;2070914420;;Ana Jimenez;;INHABILITAR
RC;;2010223254;;Jose Fernandez;;INHABILITAR
RC;;2027311616;;Monica Lara;;EMBARGAR
NUIP;;2048607373;;Ana Moreno;;EMBARGAR
TI;;2067677287;;Fernando Ruiz;;EMBARGAR
CE;;2067021300;;Alonso Lopez;;INHABILITAR
RC;;2021959195;;Raquel Herrera;;EMBARGAR
NUIP;;2090490770;;Liliana Fernandez;;EMBARGAR
RC;;2039533780;;Teresa Vega;;INHABILITAR
RC;;2030514957;;Camila Cabrera;;INHABILITAR
CC;;2016685216;;Luisa Vega;;INHABILITAR
CE;;2019165079;;Gloria Ortiz;;INHABILITAR
NUIP;;2099364191;;Laura Fernandez;;INHABILITAR
CE;;2052133284;;Jorge Duarte;;EMBARGAR
CE;;2013742759;;Santiago Aguilar;;INHABILITAR
NUIP;;2005644597;;Paula Ortiz;;INHABILITAR
RC;;2024603453;;Alicia Herrera;;EMBARGAR
NUIP;;2017298368;;Patricia Arango;;INHABILITAR
NUIP;;2044692963;;Pedro Acosta;;INHABILITAR
TI;;2022444674;;Beatriz Fernandez;;EMBARGAR
CC;;2044684023;;Hernan Munoz;;EMBARGAR
NUIP;;2039330547;;Manuel Rivera;;EMBARGAR
NUIP;;2007091375;;Cesar Gutierrez;;EMBARGAR
RC;;2040226388;;Hernan Aguilar;;INHABILITAR
NUIP;;2070141255;;Roberto Prieto;;INHABILITAR
CC;;2070809867;;Luisa Torres;;EMBARGAR
RC;;2093252542;;Juan Lopez;;INHABILITAR
CE;;2013726857;;Paola Mendez;;INHABILITAR
CE;;2021061310;;Esteban Moreno;;EMBARGAR
CE;;2082431782;;Felipe Montoya;;INHABILITAR
TI;;2050511150;;Hector Gomez;;INHABILITAR
CC;;2092366860;;Patricia Cano;;INHABILITAR
RC;;2095200782;;Valentina Giraldo;;EMBARGAR
CE;;2088597460;;Luis Vega;;EMBARGAR
RC;;2089258354;;Julia Robledo;;EMBARGAR
NUIP;;2051305839;;Luis Mejia;;EMBARGAR
CE;;2032597314;;Beatriz Mendez;;EMBARGAR
CC;;2012633842;;Liliana Robledo;;INHABILITAR
TI;;2096215216;;Luisa Herrera;;INHABILITAR
TI;;2007508832;;Marcela Ortiz;;INHABILITAR
TI;;2060143210;;Jose Prieto;;EMBARGAR
CE;;2037188163;;Silvia Diaz;;EMBARGAR
CC;;2014500673;;Gabriela Mendez;;EMBARGAR
TI;;2098176868;;Rosa Fernandez;;INHABILITAR
TI;;2006210935;;Oscar Duarte;;INHABILITAR
