tipo_documento;;documento;;nombre_completo;;caracterizacion
RC;;2093336208;;Ricardo Gutierrez;;EMBARGAR
TI;;2066571708;;Ricardo Gomez;;EMBARGAR
TI;;2016403053;;Paola Jaramillo;;EMBARGAR
CE;;2049645412;;Rafael Castaño;;INHABILITAR
TI;;2002240005;;Gabriel Moreno;;EMBARGAR
CC;;2091839872;;Luisa Arias;;EMBARGAR
NUIP;;2088939200;;Adriana Bautista;;EMBARGAR
CC;;2005075378;;Cesar Vega;;INHABILITAR
CC;;2086650355;;Violeta Diaz;;INHABILITAR
CE;;2014092206;;Liliana Cabrera;;EMBARGAR
TI;;2007024514;;Violeta Lopez;;EMBARGAR
CE;;2066178690;;Roberto Gutierrez;;EMBARGAR
NUIP;;2007633740;;Esteban Aguilar;;EMBARGAR
CC;;2041867953;;Gustavo Torres;;EMBARGAR
NUIP;;2067493997;;Roberto Ortiz;;EMBARGAR
NUIP;;2032554526;;Cesar Hernandez;;INHABILITAR
CE;;2035771540;;Luis Jaramillo;;EMBARGAR
TI;;2088745226;;Claudia Castaño;;INHABILITAR
CC;;2021578016;;Carlos Aguilar;;INHABILITAR
CE;;2031918049;;Julia Fernandez;;EMBARGAR
TI;;2001981890;;Juan Moreno;;EMBARGAR
CE;;2071031792;;Santiago Franco;;INHABILITAR
RC;;2068285101;;Hernan Quiroz;;EMBARGAR
CC;;2062668494;;Silvia Cano;;INHABILITAR
RC;;2060180811;;Silvia Castaño;;EMBARGAR
TI;;2069068275;;Beatriz Valencia;;INHABILITAR
CC;;2082538275;;Gustavo Hernandez;;EMBARGAR
NUIP;;2051833885;;Pedro Castaño;;INHABILITAR
CE;;2014076656;;Marcela Herrera;;INHABILITAR
NUIP;;2087128565;;Felipe Acosta;;INHABILITAR
CC;;2083002593;;Ivan Castro;;INHABILITAR
CC;;2016003522;;Hector Ramirez;;INHABILITAR
CC;;2025915538;;Juan Moreno;;INHABILITAR
CC;;2098782196;;Liliana Giraldo;;EMBARGAR
CE;;2070129223;;Tatiana Velasquez;;EMBARGAR
TI;;2040599438;;Paola Torres;;EMBARGAR
TI;;2062505849;;Gloria Ruiz;;EMBARGAR
CE;;2002464925;;Gloria Gomez;;EMBARGAR
CC;;2086140627;;Lorena Gutierrez;;EMBARGAR
NUIP;;2017126179;;Samuel Hernandez;;INHABILITAR
NUIP;;2075999191;;Alonso Rodriguez;;INHABILITAR
CC;;2072695120;;Cristian Ramirez;;INHABILITAR
CE;;2055132840;;Andres Moreno;;INHABILITAR
TI;;2016477348;;Teresa Giraldo;;INHABILITAR
RC;;2078463822;;Nathalia Cabrera;;EMBARGAR
NUIP;;2018886947;;Teresa Salazar;;INHABILITAR
TI;;2062175847;;Carlos Salazar;;EMBARGAR
TI;;2093988840;;Diego Franco;;EMBARGAR
CC;;2041314753;;Gustavo Mendez;;INHABILITAR
