tipo_documento;;documento;;nombre_completo;;caracterizacion
TI;;2031986874;;Ricardo Prieto;;EMBARGAR
TI;;2083457518;;Marcela Gomez;;EMBARGAR
CE;;2064137038;;Veronica Duarte;;EMBARGAR
CE;;2020348181;;Diana Duarte;;EMBARGAR
NUIP;;2072561385;;Rosa Mendez;;EMBARGAR
NUIP;;2011365701;;Hernan Cardenas;;INHABILITAR
CE;;2034917655;;Patricia Murillo;;EMBARGAR
RC;;2066761082;;Beatriz Jimenez;;EMBARGAR
CC;;2068064582;;Jorge Giraldo;;INHABILITAR
CC;;2061347392;;Cesar Castro;;INHABILITAR
NUIP;;2049303877;;Alicia Ruiz;;EMBARGAR
CC;;2006276156;;Laura Ortiz;;EMBARGAR
RC;;2013636180;;Camila Gallego;;INHABILITAR
NUIP;;2074034135;;Eduardo Murillo;;EMBARGAR
CC;;2075930233;;Lorena Bonilla;;INHABILITAR
RC;;2046358331;;Gabriel Mendez;;EMBARGAR
TI;;2022116302;;Angela Quiroz;;EMBARGAR
CC;;2076497724;;Ana Vega;;INHABILITAR
NUIP;;2004000359;;Marta Rodriguez;;INHABILITAR
CE;;2023292677;;Felipe Salazar;;INHABILITAR
CE;;2057713899;;Diego Hernandez;;EMBARGAR
RC;;2053765857;;Manuel Torres;;INHABILITAR
RC;;2088216180;;Eduardo Ruiz;;INHABILITAR
RC;;2016588888;;Monica Munoz;;INHABILITAR
CC;;2082103796;;Sebastian Ruiz;;INHABILITAR
CE;;2016050451;;Diego Cabrera;;INHABILITAR
CC;;2000152563;;Alicia Cardenas;;EMBARGAR
TI;;2084304370;;Gabriel Rivera;;INHABILITAR
NUIP;;2003002261;;Lorena Ospina;;EMBARGAR
CC;;2055837326;;Manuel Sanchez;;INHABILITAR
RC;;2088025612;;Violeta Quiroz;;EMBARGAR
CE;;2075430942;;Fernando Ospina;;INHABILITAR
NUIP;;2064101717;;Liliana Salazar;;INHABILITAR
NUIP;;2098210165;;Roberto Arango;;EMBARGAR
TI;;2055556110;;Monica Rodriguez;;INHABILITAR
CC;;2026650871;;Luis Bautista;;INHABILITAR
NUIP;;2036541337;;Gabriela Montoya;;EMBARGAR
CE;;2012604824;;Pedro Moreno;;EMBARGAR
NUIP;;2032318228;;Sandra Fernandez;;EMBARGAR
CC;;2051661442;;Luis Quiroz;;INHABILITAR
TI;;2076978078;;Luis Lopez;;INHABILITAR
TI;;2027266361;;Patricia Mejia;;INHABILITAR
RC;;2030861378;;Fernando Prieto;;INHABILITAR
CE;;2045439785;;Cesar Valencia;;EMBARGAR
NUIP;;2062615691;;Rafael Ramirez;;EMBARGAR
RC;;2094240605;;Adriana Diaz;;INHABILITAR
NUIP;;2069220045;;Marta Mejia;;INHABILITAR
NUIP;;2027281209;;Marcela Fernandez;;INHABILITAR
CC;;2038394343;;Carmen Murillo;;EMBARGAR
CE;;2093378092;;Felipe Torres;;EMBARGAR
TI;;2066342801;;Alicia Zapata;;EMBARGAR
TI;;2054442998;;Pedro Rivera;;EMBARGAR
NUIP;;2092913426;;Paula Aguilar;;INHABILITAR
CE;;2039080321;;Laura Velasquez;;INHABILITAR
CC;;2006170147;;Roberto Cardenas;;INHABILITAR
RC;;2077476776;;Nathalia Valencia;;INHABILITAR
CE;;2073658322;;Patricia Gallego;;INHABILITAR
TI;;2091505087;;Camila Torres;;EMBARGAR
CE;;2035729707;;Carmen Jimenez;;INHABILITAR
TI;;2010860318;;Gabriel Ramirez;;EMBARGAR
RC;;2047782119;;Violeta Gomez;;INHABILITAR
TI;;2078359869;;Patricia Gutierrez;;EMBARGAR
RC;;2004919084;;Sebastian Valencia;;INHABILITAR
CC;;2096359646;;Liliana Sanchez;;INHABILITAR
TI;;2020310128;;Esteban Velasquez;;EMBARGAR
RC;;2060643772;;Ivan Cardenas;;INHABILITAR
RC;;2098846167;;Mauricio Fernandez;;EMBARGAR
CE;;2032073636;;Beatriz Valencia;;EMBARGAR
RC;;2005622479;;Carlos Ramirez;;EMBARGAR
CC;;2006993653;;Teresa Ruiz;;INHABILITAR
TI;;2073393513;;Juan Franco;;EMBARGAR
NUIP;;2055619780;;Santiago Robledo;;INHABILITAR
CE;;2001726274;;Paula Vega;;INHABILITAR
TI;;2020745957;;Ricardo Lopez;;INHABILITAR
CE;;2028773200;;Felipe Castillo;;INHABILITAR
CE;;2010486813;;Catalina Bautista;;INHABILITAR
CC;;2074310913;;Luis Moreno;;EMBARGAR
CE;;2045805526;;Luisa Cardenas;;INHABILITAR
RC;;2007706334;;Tatiana Ramirez;;EMBARGAR
NUIP;;2050758291;;Jose Ruiz;;EMBARGAR
CC;;2053220963;;Silvia Hernandez;;INHABILITAR
RC;;2072587054;;Luis Rios;;INHABILITAR
RC;;2093113331;;Gabriela Torres;;EMBARGAR
RC;;2058486813;;Gabriela Lopez;;INHABILITAR
RC;;2047828632;;Liliana Aguilar;;EMBARGAR
CC;;2052217304;;Diego Martinez;;EMBARGAR
CE;;2079295032;;Miguel Bautista;;INHABILITAR
CC;;2064280090;;Veronica Ortiz;;EMBARGAR
RC;;2017769682;;Catalina Ruiz;;EMBARGAR
TI;;2075199355;;Manuel Garcia;;EMBARGAR
CE;;2045261992;;Diana Paredes;;INHABILITAR
TI;;2012499708;;Diana Rodriguez;;INHABILITAR
CC;;2027987968;;Gabriela Cardenas;;EMBARGAR
CE;;2073070137;;Roberto Cano;;EMBARGAR
TI;;2086757087;;Hector Vega;;INHABILITAR
NUIP;;2011885113;;Silvia Ruiz;;EMBARGAR
RC;;2046090209;;Gabriel Vega;;EMBARGAR
TI;;2009346337;;Luis Castaño;;EMBARGAR
NUIP;;2031867175;;Camila Gallego;;EMBARGAR
CC;;2046325507;;Rafael Gutierrez;;EMBARGAR
