tipo_documento;;documento;;nombre_completo;;caracterizacion
RC;;2051792259;;Ivan Rodriguez;;INHABILITAR
TI;;2063422368;;Catalina Franco;;EMBARGAR
NUIP;;2090689129;;Nathalia Vargas;;INHABILITAR
CE;;2029617956;;Adriana Franco;;INHABILITAR
CC;;2045048098;;Jorge Lopez;;EMBARGAR
RC;;2072970477;;Monica Gallego;;INHABILITAR
NUIP;;2069113478;;Mauricio Hernandez;;EMBARGAR
RC;;2054850767;;Hector Duarte;;EMBARGAR
TI;;2003732843;;Eduardo Duarte;;EMBARGAR
RC;;2089291976;;Eduardo Cabrera;;INHABILITAR
NUIP;;2023293950;;Teresa Bautista;;INHABILITAR
CC;;2035747447;;Carlos Ortiz;;EMBARGAR
RC;;2015437257;;Manuel Murillo;;EMBARGAR
CE;;2056380685;;Santiago Fernandez;;INHABILITAR
CC;;2077563374;;Patricia Aguilar;;EMBARGAR
CC;;2081861741;;Marta Castaño;;INHABILITAR
NUIP;;2021869308;;Silvia Diaz;;EMBARGAR
NUIP;;2082188470;;Patricia Garcia;;INHABILITAR
RC;;2038030313;;Hernan Aguilar;;EMBARGAR
RC;;2010308970;;Oscar Bonilla;;EMBARGAR
TI;;2029221409;;Diego Lopez;;EMBARGAR
CE;;2093360885;;Camila Zapata;;EMBARGAR
TI;;2008081215;;Beatriz Molina;;EMBARGAR
NUIP;;2039179562;;Carlos Salazar;;EMBARGAR
TI;;2014249472;;Victor Ortiz;;INHABILITAR
RC;;2052335841;;Rodrigo Mejia;;INHABILITAR
RC;;2006101904;;Rafael Lara;;EMBARGAR
CE;;2060755424;;Victor Salazar;;EMBARGAR
TI;;2011645252;;Tatiana Ortiz;;INHABILITAR
RC;;2040652136;;Ivan Munoz;;EMBARGAR
CC;;2058575712;;Alicia Zapata;;EMBARGAR
TI;;2070657138;;Sebastian Vega;;INHABILITAR
TI;;2078477650;;Monica Jaramillo;;INHABILITAR
NUIP;;2007257992;;Jorge Sanchez;;EMBARGAR
RC;;2000051472;;Ana Torres;;EMBARGAR
TI;;2058070040;;Teresa Lara;;EMBARGAR
RC;;2063448935;;Luis Herrera;;EMBARGAR
TI;;2032390145;;Victor Cabrera;;EMBARGAR
TI;;2089451770;;Camila Castro;;EMBARGAR
CC;;2099634616;;Paula Vega;;INHABILITAR
NUIP;;2039268671;;Camila Diaz;;EMBARGAR
RC;;2082744008;;Marta Giraldo;;EMBARGAR
TI;;2046339553;;Violeta Bautista;;EMBARGAR
CC;;2033013493;;Eduardo Gutierrez;;INHABILITAR
TI;;2021306231;;Tatiana Ruiz;;INHABILITAR
RC;;2065771497;;Hector Bonilla;;EMBARGAR
TI;;2059585679;;Felipe Gomez;;INHABILITAR
CE;;2018423287;;Liliana Quiroz;;INHABILITAR
RC;;2027012891;;Adriana Salazar;;INHABILITAR
CC;;2095786637;;Pedro Castro;;EMBARGAR
CC;;2025277340;;Miguel Gomez;;INHABILITAR
NUIP;;2011237571;;Cristian Murillo;;INHABILITAR
NUIP;;2001331958;;Oscar Moreno;;INHABILITAR
CC;;2018484976;;Carlos Ramirez;;EMBARGAR
CC;;2009215118;;Violeta Ramirez;;EMBARGAR
RC;;2048375137;;Liliana Velasquez;;INHABILITAR
CC;;2086492049;;Cesar Ramirez;;INHABILITAR
CC;;2034084395;;Beatriz Fernandez;;INHABILITAR
CE;;2013792350;;Samuel Ortiz;;INHABILITAR
CC;;2065325723;;Nathalia Moreno;;INHABILITAR
TI;;2033273057;;Paula Vargas;;EMBARGAR
RC;;2024178843;;Marta Arias;;EMBARGAR
RC;;2031213154;;Catalina Beltran;;INHABILITAR
TI;;2031326779;;Catalina Cabrera;;INHABILITAR
NUIP;;2096782495;;Alfredo Murillo;;EMBARGAR
NUIP;;2042262623;;Angela Valencia;;INHABILITAR
CE;;2015553299;;Laura Rios;;EMBARGAR
NUIP;;2093539366;;Oscar Giraldo;;INHABILITAR
TI;;2007600881;;Sebastian Jaramillo;;INHABILITAR
RC;;2094850787;;Beatriz Lara;;INHABILITAR
CE;;2074792779;;Veronica Aguilar;;EMBARGAR
CC;;2087894630;;Andres Cano;;EMBARGAR
NUIP;;2032451973;;Fernando Murillo;;INHABILITAR
NUIP;;2078493574;;Gloria Moreno;;INHABILITAR
CC;;2031849565;;Victor Hernandez;;INHABILITAR
CC;;2037290744;;Jorge Gallego;;INHABILITAR
CC;;2041726286;;Gabriel Arias;;EMBARGAR
CE;;2062901961;;Rafael Garcia;;INHABILITAR
NUIP;;2093501107;;Ricardo Arias;;INHABILITAR
NUIP;;2024579726;;Roberto Gutierrez;;EMBARGAR
RC;;2083401225;;Luis Arango;;INHABILITAR
CC;;2019573781;;Veronica Salazar;;EMBARGAR
CE;;2019174534;;Patricia Herrera;;EMBARGAR
CC;;2046666204;;Camila Ortiz;;EMBARGAR
CC;;2020657185;;Alicia Arango;;INHABILITAR
CC;;2006331428;;Tatiana Castaño;;INHABILITAR
CE;;2004724168;;Luis Velasquez;;EMBARGAR
TI;;2045336103;;Tatiana Montoya;;INHABILITAR
NUIP;;2014889413;;Felipe Rivera;;INHABILITAR
TI;;2081373771;;Lucrecia Munoz;;INHABILITAR
NUIP;;2080416161;;Teresa Diaz;;INHABILITAR
CC;;2085090912;;Beatriz Duarte;;EMBARGAR
CE;;2054521266;;Catalina Castaño;;EMBARGAR
NUIP;;2005964588;;Nathalia Fernandez;;INHABILITAR
RC;;2016795178;;Felipe Franco;;EMBARGAR
TI;;2006456227;;Claudia Hernandez;;INHABILITAR
