tipo_documento;;documento;;nombre_completo;;caracterizacion
TI;;2014272033;;Laura Franco;;EMBARGAR
CE;;2066077854;;Fernando Moreno;;INHABILITAR
CE;;2056073097;;Cesar Salazar;;INHABILITAR
CC;;2095792333;;Javier Vega;;EMBARGAR
CE;;2063040828;;Sebastian Cabrera;;EMBARGAR
RC;;2066599647;;Pedro Vega;;EMBARGAR
RC;;2009702727;;Juan Munoz;;EMBARGAR
CC;;2007424324;;Rodrigo Diaz;;INHABILITAR
NUIP;;2016039570;;Raquel Ospina;;EMBARGAR
RC;;2017205407;;Jorge Ruiz;;INHABILITAR
TI;;2060496832;;Manuel Giraldo;;EMBARGAR
CC;;2092151431;;Felipe Castro;;INHABILITAR
NUIP;;2054296953;;Ricardo Velasquez;;INHABILITAR
TI;;2030034139;;Julia Garcia;;EMBARGAR
RC;;2043172226;;Liliana Castaño;;EMBARGAR
CE;;2037792383;;Gabriela Cardenas;;EMBARGAR
RC;;2094179293;;Felipe Cabrera;;EMBARGAR
RC;;2034074881;;Jorge Ruiz;;INHABILITAR
CC;;2082042932;;Felipe Rios;;EMBARGAR
CC;;2073335496;;Ricardo Cabrera;;INHABILITAR
TI;;2082141810;;Felipe Moreno;;EMBARGAR
CE;;2059718343;;Roberto Ramirez;;INHABILITAR
CE;;2023674754;;Beatriz Herrera;;INHABILITAR
CC;;2065635138;;Cristian Zapata;;INHABILITAR
NUIP;;2043421844;;Sandra Diaz;;EMBARGAR
RC;;2005658552;;Angela Aguilar;;INHABILITAR
NUIP;;2010815430;;Carmen Valencia;;INHABILITAR
CC;;2048208950;;Gabriela Martinez;;EMBARGAR
RC;;2050694901;;Rafael Castaño;;EMBARGAR
CE;;2061158031;;Luis Ruiz;;INHABILITAR
CE;;2055690560;;Pedro Hernandez;;EMBARGAR
TI;;2001150737;;Ricardo Bonilla;;EMBARGAR
CE;;2070084587;;Lucrecia Arango;;EMBARGAR
TI;;2030611080;;Hernan Giraldo;;INHABILITAR
RC;;2065141771;;Nathalia Montoya;;EMBARGAR
RC;;2035449711;;Carmen Lopez;;INHABILITAR
CC;;2055112585;;Santiago Martinez;;EMBARGAR
RC;;2006598243;;Teresa Ortiz;;INHABILITAR
RC;;2073516709;;Jose Zapata;;EMBARGAR
NUIP;;2033434132;;Diego Ramirez;;EMBARGAR
CE;;2036917736;;Hernan Molina;;EMBARGAR
CE;;2097538814;;Jorge Castaño;;INHABILITAR
CE;;2082135949;;Carmen Gutierrez;;INHABILITAR
CE;;2003186242;;Alfredo Lara;;INHABILITAR
NUIP;;2078571219;;Lucrecia Mendez;;INHABILITAR
RC;;2098400014;;Miguel Quiroz;;INHABILITAR
NUIP;;2090596893;;Rodrigo Vega;;EMBARGAR
CE;;2034909168;;Valentina Paredes;;INHABILITAR
RC;;2002371954;;Luis Arango;;EMBARGAR
RC;;2036194360;;Hector Salazar;;INHABILITAR
RC;;2039823796;;Samuel Castaño;;EMBARGAR
RC;;2064969810;;Diana Herrera;;INHABILITAR
