tipo_documento;;documento;;nombre_completo;;caracterizacion
CE;;2086610427;;Beatriz Lopez;;EMBARGAR
TI;;2061172800;;Juan Munoz;;EMBARGAR
NUIP;;2045837021;;Rodrigo Rojas;;EMBARGAR
CE;;2022359436;;Gabriel Cabrera;;EMBARGAR
CE;;2082972770;;Rafael Fernandez;;EMBARGAR
TI;;2090080456;;Ivan Moreno;;INHABILITAR
CC;;2024965183;;Valentina Cardenas;;EMBARGAR
RC;;2018641886;;Rosa Martinez;;EMBARGAR
CC;;2078322568;;Luis Aguilar;;EMBARGAR
NUIP;;2014573753;;Hector Gallego;;EMBARGAR
TI;;2094869311;;Alfredo Mejia;;EMBARGAR
RC;;2080989729;;Diana Paredes;;INHABILITAR
CC;;2045847583;;Eduardo Montoya;;EMBARGAR
CE;;2047587721;;Sandra Gutierrez;;EMBARGAR
CE;;2016771588;;Santiago Castillo;;EMBARGAR
RC;;2016386455;;Ricardo Moreno;;EMBARGAR
RC;;2067760990;;Silvia Cabrera;;EMBARGAR
CE;;2028399663;;Lucrecia Salazar;;EMBARGAR
NUIP;;2038349519;;Rodrigo Moreno;;INHABILITAR
CE;;2019383744;;Mauricio Beltran;;EMBARGAR
RC;;2018815872;;Esteban Rivera;;EMBARGAR
CC;;2009139128;;Monica Paredes;;INHABILITAR
CC;;2011040430;;Ivan Murillo;;EMBARGAR
RC;;2066402309;;Liliana Cardenas;;INHABILITAR
CE;;2008157484;;Liliana Arango;;EMBARGAR
CC;;2048420204;;Laura Mejia;;INHABILITAR
CC;;2018175437;;Alicia Gutierrez;;EMBARGAR
NUIP;;2039795867;;Felipe Jaramillo;;EMBARGAR
CE;;2059430630;;Paula Cano;;INHABILITAR
CC;;2074660309;;Ricardo Giraldo;;INHABILITAR
RC;;2077827896;;Marcela Salazar;;EMBARGAR
TI;;2012662495;;Catalina Murillo;;INHABILITAR
NUIP;;2098188102;;Silvia Bonilla;;EMBARGAR
CC;;2010787826;;Catalina Bonilla;;EMBARGAR
CE;;2099808726;;Teresa Torres;;INHABILITAR
TI;;2085928132;;Santiago Cabrera;;EMBARGAR
TI;;2079980074;;Carlos Duarte;;INHABILITAR
CC;;2088149711;;Luisa Diaz;;INHABILITAR
RC;;2059856577;;Raquel Moreno;;EMBARGAR
NUIP;;2057234781;;Rodrigo Castro;;INHABILITAR
NUIP;;2025691429;;Lorena Moreno;;EMBARGAR
CE;;2047130340;;Carmen Velasquez;;EMBARGAR
NUIP;;2011207846;;Diana Montoya;;INHABILITAR
CE;;2016780478;;Alfredo Cano;;EMBARGAR
CE;;2017707897;;Luis Prieto;;EMBARGAR
CE;;2056257570;;Marta Lopez;;INHABILITAR
RC;;2000245766;;Violeta Rios;;EMBARGAR
RC;;2084569011;;Teresa Arango;;EMBARGAR
CE;;2060721457;;Diana Lopez;;INHABILITAR
TI;;2068617289;;Ivan Torres;;EMBARGAR
CC;;2085888672;;Angela Lopez;;EMBARGAR
TI;;2011672360;;Jose Vega;;EMBARGAR
TI;;2067174420;;Violeta Castro;;EMBARGAR
CC;;2089177501;;Rafael Quiroz;;EMBARGAR
NUIP;;2092379402;;Laura Jaramillo;;INHABILITAR
CE;;2064795605;;Teresa Giraldo;;EMBARGAR
RC;;2039966020;;Gustavo Zapata;;INHABILITAR
NUIP;;2000664296;;Mauricio Fernandez;;EMBARGAR
RC;;2077645252;;Alicia Franco;;EMBARGAR
CE;;2052625453;;Gabriela Montoya;;EMBARGAR
RC;;2059407081;;Nathalia Rios;;INHABILITAR
RC;;2098418592;;Victor Castro;;EMBARGAR
CE;;2030407386;;Fernando Cano;;EMBARGAR
CC;;2058473053;;Ricardo Torres;;INHABILITAR
CC;;2035333646;;Gabriel Vega;;EMBARGAR
NUIP;;2066554638;;Roberto Sanchez;;EMBARGAR
TI;;2067860864;;Adriana Montoya;;INHABILITAR
CC;;2082665265;;Roberto Mejia;;EMBARGAR
NUIP;;2081850137;;Lorena Moreno;;INHABILITAR
CC;;2089956565;;Gabriela Montoya;;EMBARGAR
TI;;2073225155;;Paola Mejia;;INHABILITAR
CE;;2074386807;;Luis Bautista;;INHABILITAR
TI;;2007991433;;Roberto Beltran;;EMBARGAR
NUIP;;2082743076;;Roberto Ortiz;;EMBARGAR
NUIP;;2040173633;;Lucrecia Prieto;;EMBARGAR
CC;;2098848629;;Camila Velasquez;;INHABILITAR
TI;;2025747286;;Silvia Herrera;;EMBARGAR
CC;;2016443598;;Liliana Beltran;;EMBARGAR
NUIP;;2077036385;;Felipe Jaramillo;;INHABILITAR
TI;;2048350706;;Jose Prieto;;INHABILITAR
TI;;2041450481;;Alonso Castro;;EMBARGAR
CE;;2062553728;;Sebastian Giraldo;;EMBARGAR
TI;;2097183362;;Alfredo Diaz;;EMBARGAR
NUIP;;2036256539;;Adriana Munoz;;EMBARGAR
CC;;2022759108;;Felipe Herrera;;EMBARGAR
RC;;2042765289;;Cristian Jaramillo;;EMBARGAR
CC;;2014401782;;Camila Cano;;INHABILITAR
TI;;2004407375;;Catalina Jimenez;;INHABILITAR
CE;;2059325049;;Lucrecia Castillo;;EMBARGAR
CC;;2002166844;;Alicia Ruiz;;INHABILITAR
CE;;2071129838;;Cesar Fernandez;;EMBARGAR
NUIP;;2038192737;;Ivan Cano;;EMBARGAR
RC;;2069098993;;Fernando Torres;;EMBARGAR
RC;;2087424831;;Silvia Salazar;;INHABILITAR
