tipo_documento;;documento;;nombre_completo;;caracterizacion
RC;;2006870141;;Ricardo Castro;;INHABILITAR
RC;;2064060973;;Laura Ortiz;;INHABILITAR
CC;;2053441545;;Sandra Velasquez;;INHABILITAR
NUIP;;2049647757;;Ricardo Ortiz;;EMBARGAR
NUIP;;2057797469;;Mauricio Ramirez;;INHABILITAR
RC;;2003729842;;Lorena Salazar;;EMBARGAR
NUIP;;2039725982;;Jose Gallego;;INHABILITAR
TI;;2024211041;;Silvia Jimenez;;EMBARGAR
CE;;2082667232;;Miguel Beltran;;EMBARGAR
CE;;2019230444;;Hector Ortiz;;INHABILITAR
NUIP;;2017180085;;Cristian Murillo;;INHABILITAR
NUIP;;2002834838;;Roberto Moreno;;INHABILITAR
CE;;2099482411;;Jorge Montoya;;EMBARGAR
NUIP;;2056837110;;Andres Duarte;;EMBARGAR
TI;;2091709236;;Alonso Diaz;;INHABILITAR
CE;;2042009828;;Angela Arango;;EMBARGAR
TI;;2056247066;;Fernando Castro;;EMBARGAR
CE;;2027096192;;Lorena Beltran;;INHABILITAR
RC;;2066437379;;Cesar Vega;;INHABILITAR
CE;;2051217705;;Felipe Valencia;;INHABILITAR
CE;;2056363687;;Mariana Gallego;;EMBARGAR
CE;;2016149220;;Monica Diaz;;INHABILITAR
TI;;2094045356;;Hernan Sanchez;;EMBARGAR
RC;;2020665544;;Cristian Herrera;;EMBARGAR
TI;;2083923311;;Manuel Velasquez;;INHABILITAR
NUIP;;2083635549;;Laura Velasquez;;EMBARGAR
RC;;2008205558;;Monica Gallego;;EMBARGAR
CE;;2006301688;;Mauricio Torres;;EMBARGAR
RC;;2038029884;;Oscar Vega;;INHABILITAR
TI;;2089780773;;Liliana Quiroz;;INHABILITAR
CC;;2047747750;;Teresa Paredes;;INHABILITAR
NUIP;;2057016492;;Diego Mejia;;EMBARGAR
TI;;2050653463;;Marta Rivera;;EMBARGAR
CC;;2072604645;;Lucrecia Velasquez;;EMBARGAR
RC;;2071173200;;Alfredo Diaz;;EMBARGAR
CE;;2052271063;;Marcela Giraldo;;EMBARGAR
TI;;2049334461;;Alicia Vargas;;EMBARGAR
CC;;2097563848;;Sandra Montoya;;INHABILITAR
RC;;2070190380;;Fernando Herrera;;INHABILITAR
CC;;2075901432;;Oscar Rivera;;INHABILITAR
CE;;2047416079;;Violeta Bautista;;INHABILITAR
RC;;2039108439;;Silvia Cano;;EMBARGAR
RC;;2055306379;;Roberto Franco;;EMBARGAR
CC;;2067544594;;Diana Ortiz;;INHABILITAR
RC;;2046046872;;Felipe Duarte;;EMBARGAR
RC;;2058823067;;Marta Moreno;;INHABILITAR
NUIP;;2033417481;;Carmen Gallego;;INHABILITAR
NUIP;;2000156951;;Alfredo Sanchez;;INHABILITAR
CC;;2027320053;;Cristian Diaz;;INHABILITAR
CE;;2018002908;;Ricardo Ospina;;INHABILITAR
CE;;2032759199;;Gabriel Montoya;;INHABILITAR
TI;;2010934736;;Alonso Duarte;;EMBARGAR
NUIP;;2058964856;;Claudia Cabrera;;EMBARGAR
CE;;2055061626;;Santiago Castillo;;EMBARGAR
TI;;2038060791;;Gustavo Cardenas;;INHABILITAR
CE;;2062074554;;Teresa Herrera;;EMBARGAR
TI;;2000584805;;Liliana Rios;;INHABILITAR
RC;;2007936656;;Gloria Cabrera;;EMBARGAR
TI;;2094034290;;Raquel Fernandez;;INHABILITAR
CE;;2055521524;;Violeta Robledo;;INHABILITAR
NUIP;;2072749266;;Felipe Arango;;EMBARGAR
RC;;2009427841;;Mariana Rivera;;INHABILITAR
NUIP;;2001866099;;Luis Rojas;;EMBARGAR
CC;;2009078957;;Felipe Cano;;INHABILITAR
CE;;2025600113;;Beatriz Montoya;;EMBARGAR
CE;;2030465528;;Pedro Munoz;;INHABILITAR
NUIP;;2075648905;;Carmen Sanchez;;INHABILITAR
CE;;2089416512;;Alicia Castillo;;INHABILITAR
CC;;2093857198;;Adriana Arango;;INHABILITAR
NUIP;;2051352777;;Monica Torres;;EMBARGAR
NUIP;;2055639706;;Alicia Vega;;EMBARGAR
CE;;2086144147;;Alfredo Murillo;;INHABILITAR
CC;;2042838124;;Jorge Giraldo;;INHABILITAR
CE;;2078300811;;Laura Vega;;INHABILITAR
CE;;2090439224;;Gabriela Bonilla;;INHABILITAR
TI;;2001203975;;Lucrecia Martinez;;EMBARGAR
CE;;2088494111;;Fernando Cabrera;;EMBARGAR
RC;;2020170622;;Rafael Castillo;;INHABILITAR
CC;;2035432454;;Juan Cano;;EMBARGAR
CC;;2030085054;;Manuel Castro;;INHABILITAR
TI;;2029780340;;Roberto Herrera;;EMBARGAR
CE;;2044262488;;Roberto Beltran;;EMBARGAR
CC;;2025740636;;Felipe Fernandez;;INHABILITAR
CC;;2023204799;;Catalina Castaño;;INHABILITAR
NUIP;;2099528534;;Adriana Castro;;EMBARGAR
NUIP;;2068190690;;Gabriel Robledo;;EMBARGAR
NUIP;;2062588772;;Marcela Beltran;;INHABILITAR
NUIP;;2014644403;;Esteban Bonilla;;INHABILITAR
TI;;2012151496;;Hector Torres;;EMBARGAR
CE;;2058094830;;Pedro Jaramillo;;EMBARGAR
RC;;2082366767;;Oscar Molina;;EMBARGAR
NUIP;;2026876210;;Veronica Castaño;;INHABILITAR
RC;;2093061971;;Marcela Bonilla;;INHABILITAR
NUIP;;2011960446;;Violeta Rodriguez;;INHABILITAR
TI;;2075317189;;Santiago Prieto;;EMBARGAR
CC;;2014676223;;Gloria Moreno;;EMBARGAR
CC;;2068735817;;Eduardo Lopez;;INHABILITAR
CE;;2083349159;;Carmen Bautista;;EMBARGAR
RC;;2094486893;;Rodrigo Beltran;;EMBARGAR
CC;;2053897979;;Felipe Herrera;;EMBARGAR
