tipo_documento;;documento;;nombre_completo;;caracterizacion
RC;;2016392576;;Ricardo Herrera;;INHABILITAR
RC;;2027243667;;Luisa Lopez;;EMBARGAR
TI;;2026855051;;Juan Rojas;;INHABILITAR
RC;;2085568959;;Paola Garcia;;INHABILITAR
CC;;2016071400;;Hector Gomez;;EMBARGAR
TI;;2068835077;;Paula Castro;;EMBARGAR
TI;;2061993193;;Beatriz Zapata;;EMBARGAR
TI;;2064099487;;Camila Beltran;;EMBARGAR
NUIP;;2009902698;;Monica Lopez;;INHABILITAR
CE;;2091631195;;Luis Bautista;;INHABILITAR
CC;;2071499151;;Diana Cabrera;;INHABILITAR
RC;;2075656851;;Lucrecia Herrera;;INHABILITAR
NUIP;;2019165073;;Silvia Torres;;EMBARGAR
RC;;2047435216;;Liliana Herrera;;EMBARGAR
RC;;2037496201;;Luis Fernandez;;INHABILITAR
CC;;2013873579;;Rodrigo Herrera;;EMBARGAR
RC;;2002989833;;Marcela Velasquez;;INHABILITAR
CE;;2013312897;;Rosa Hernandez;;INHABILITAR
CC;;2098514615;;Angela Lopez;;INHABILITAR
CE;;2094682655;;Hernan Salazar;;EMBARGAR
TI;;2073376429;;Alicia Vargas;;EMBARGAR
NUIP;;2083631871;;Violeta Cano;;INHABILITAR
CC;;2074744875;;Felipe Castro;;EMBARGAR
TI;;2045239219;;Monica Cano;;EMBARGAR
RC;;2056889731;;Fernando Hernandez;;EMBARGAR
RC;;2013185785;;Diana Mejia;;EMBARGAR
RC;;2016394275;;Gabriel Lara;;EMBARGAR
NUIP;;2010678360;;Eduardo Rios;;EMBARGAR
RC;;2087806127;;Mariana Martinez;;INHABILITAR
CE;;2002147272;;Teresa Ruiz;;INHABILITAR
CC;;2016304329;;Gabriel Paredes;;INHABILITAR
RC;;2070709294;;Miguel Acosta;;INHABILITAR
CC;;2036831720;;Fernando Valencia;;INHABILITAR
CC;;2044329774;;Carmen Lara;;INHABILITAR
CC;;2090732001;;Jose Prieto;;INHABILITAR
RC;;2008362721;;Mariana Ruiz;;INHABILITAR
CE;;2086003905;;Violeta Vega;;INHABILITAR
CC;;2025458818;;Gabriela Ospina;;INHABILITAR
CC;;2021521903;;Violeta Gallego;;EMBARGAR
NUIP;;2015443913;;Liliana Prieto;;EMBARGAR
RC;;2018409523;;Catalina Rojas;;EMBARGAR
NUIP;;2019897557;;Sebastian Martinez;;INHABILITAR
NUIP;;2058107048;;Alonso Franco;;INHABILITAR
RC;;2016767749;;Rosa Vega;;EMBARGAR
CC;;2083343884;;Alfredo Lara;;INHABILITAR
NUIP;;2045570616;;Claudia Rios;;EMBARGAR
CC;;2049757718;;Ivan Bonilla;;EMBARGAR
NUIP;;2036628157;;Violeta Fernandez;;INHABILITAR
CC;;2054415019;;Nathalia Cano;;EMBARGAR
RC;;2044884331;;Luis Gutierrez;;INHABILITAR
NUIP;;2077112407;;Eduardo Torres;;EMBARGAR
RC;;2094711481;;Paula Diaz;;INHABILITAR
CC;;2065122259;;Catalina Mendez;;INHABILITAR
NUIP;;2001551989;;Sandra Ruiz;;INHABILITAR
TI;;2023925125;;Marcela Bautista;;INHABILITAR
TI;;2021439958;;Paula Garcia;;INHABILITAR
CC;;2090175146;;Roberto Acosta;;EMBARGAR
TI;;2071849032;;Teresa Diaz;;EMBARGAR
TI;;2085407553;;Lorena Arango;;INHABILITAR
RC;;2083168421;;Adriana Acosta;;INHABILITAR
TI;;2085106388;;Beatriz Lara;;EMBARGAR
CE;;2027515226;;Santiago Gutierrez;;INHABILITAR
TI;;2098374599;;Diego Castaño;;INHABILITAR
NUIP;;2052307705;;Jorge Vega;;INHABILITAR
CC;;2087433973;;Hernan Mejia;;INHABILITAR
TI;;2094037448;;Andres Giraldo;;EMBARGAR
RC;;2001517758;;Valentina Gallego;;INHABILITAR
RC;;2097365214;;Victor Ramirez;;INHABILITAR
NUIP;;2047217301;;Carmen Cano;;INHABILITAR
TI;;2065459905;;Tatiana Ruiz;;EMBARGAR
NUIP;;2018104539;;Samuel Rios;;INHABILITAR
CC;;2010407081;;Ricardo Quiroz;;EMBARGAR
NUIP;;2039010228;;Marta Rios;;INHABILITAR
RC;;2044732440;;Tatiana Cano;;INHABILITAR
