tipo_documento;;documento;;nombre_completo;;caracterizacion
CE;;2073828484;;Andres Diaz;;INHABILITAR
TI;;2091198279;;Beatriz Beltran;;INHABILITAR
CC;;2010878851;;Camila Torres;;INHABILITAR
TI;;2040422826;;Carmen Giraldo;;INHABILITAR
RC;;2096832370;;Pedro Garcia;;INHABILITAR
CE;;2035439122;;Cesar Fernandez;;EMBARGAR
CE;;2092971472;;Rafael Paredes;;INHABILITAR
CC;;2019471611;;Lorena Herrera;;INHABILITAR
CC;;2076010533;;Camila Mejia;;INHABILITAR
CC;;2038284903;;Esteban Rivera;;INHABILITAR
TI;;2041853326;;Jorge Martinez;;INHABILITAR
NUIP;;2022503626;;Angela Castillo;;EMBARGAR
NUIP;;2044128595;;Roberto Moreno;;EMBARGAR
RC;;2088255714;;Gabriela Diaz;;EMBARGAR
CE;;2077466291;;Liliana Vargas;;EMBARGAR
RC;;2043708757;;Ricardo Ruiz;;EMBARGAR
CE;;2000222453;;Laura Rivera;;EMBARGAR
TI;;2065253209;;Mauricio Ramirez;;EMBARGAR
NUIP;;2099611518;;Manuel Herrera;;INHABILITAR
TI;;2035171246;;Esteban Ruiz;;INHABILITAR
NUIP;;2090505140;;Luisa Ruiz;;INHABILITAR
TI;;2098357630;;Julia Ortiz;;INHABILITAR
CE;;2091709687;;Patricia Fernandez;;EMBARGAR
CC;;2032231520;;Ricardo Castro;;EMBARGAR
CE;;2027330025;;Felipe Salazar;;INHABILITAR
RC;;2060172845;;Luis Ortiz;;INHABILITAR
NUIP;;2072812882;;Camila Velasquez;;EMBARGAR
TI;;2078873883;;Mauricio Herrera;;INHABILITAR
TI;;2007676572;;Liliana Bautista;;EMBARGAR
RC;;2036821630;;Felipe Ruiz;;EMBARGAR
NUIP;;2004190487;;Laura Paredes;;EMBARGAR
NUIP;;2076630480;;Felipe Cabrera;;EMBARGAR
CC;;2050364571;;Valentina Munoz;;INHABILITAR
RC;;2060213096;;Liliana Sanchez;;EMBARGAR
RC;;2017283638;;Diego Diaz;;EMBARGAR
TI;;2017597319;;Valentina Vega;;EMBARGAR
TI;;2037094346;;Paola Montoya;;INHABILITAR
NUIP;;2092868839;;Rodrigo Diaz;;EMBARGAR
CE;;2095501451;;Marcela Acosta;;INHABILITAR
CE;;2071804213;;Fernando Diaz;;EMBARGAR
CC;;2023750796;;Eduardo Castaño;;INHABILITAR
CE;;2039683334;;Ivan Quiroz;;EMBARGAR
NUIP;;2047516600;;Claudia Giraldo;;INHABILITAR
TI;;2044456424;;Rodrigo Giraldo;;INHABILITAR
TI;;2094382787;;Catalina Ortiz;;EMBARGAR
TI;;2018931221;;Paula Arango;;INHABILITAR
NUIP;;2079943908;;Carmen Aguilar;;INHABILITAR
RC;;2086989737;;Camila Robledo;;INHABILITAR
NUIP;;2058008803;;Lorena Mejia;;INHABILITAR
RC;;2089710402;;Gabriela Ruiz;;INHABILITAR
CE;;2053493954;;Alicia Torres;;EMBARGAR
TI;;2068239447;;Luis Giraldo;;INHABILITAR
TI;;2094649584;;Andres Zapata;;EMBARGAR
RC;;2081304830;;Eduardo Franco;;EMBARGAR
RC;;2094498999;;Marcela Duarte;;INHABILITAR
TI;;2033262035;;Liliana Fernandez;;INHABILITAR
CE;;2018331933;;Hector Moreno;;INHABILITAR
RC;;2082197245;;Manuel Murillo;;INHABILITAR
NUIP;;2019252492;;Felipe Acosta;;EMBARGAR
TI;;2086110786;;Javier Acosta;;EMBARGAR
CC;;2068923322;;Mariana Paredes;;INHABILITAR
NUIP;;2042320249;;Silvia Beltran;;EMBARGAR
TI;;2062814805;;Lorena Beltran;;EMBARGAR
CE;;2011843353;;Adriana Diaz;;EMBARGAR
NUIP;;2073666068;;Santiago Zapata;;INHABILITAR
NUIP;;2018777431;;Juan Vargas;;EMBARGAR
RC;;2071850269;;Ana Montoya;;INHABILITAR
CE;;2000843740;;Lucrecia Lopez;;INHABILITAR
NUIP;;2069962686;;Catalina Ramirez;;INHABILITAR
NUIP;;2011294777;;Lucrecia Ospina;;EMBARGAR
CC;;2016609042;;Gabriela Giraldo;;EMBARGAR
RC;;2091210979;;Pedro Garcia;;INHABILITAR
TI;;2085035639;;Ricardo Moreno;;INHABILITAR
CE;;2006255522;;Diana Cano;;INHABILITAR
CE;;2069994176;;Andres Vargas;;INHABILITAR
CE;;2060667764;;Esteban Paredes;;INHABILITAR
NUIP;;2035205232;;Cristian Quiroz;;INHABILITAR
NUIP;;2040862754;;Miguel Gallego;;EMBARGAR
NUIP;;2055369017;;Mauricio Giraldo;;INHABILITAR
CC;;2044855222;;Ricardo Diaz;;EMBARGAR
