tipo_documento;;documento;;nombre_completo;;caracterizacion
CE;;2042312043;;Gloria Moreno;;INHABILITAR
NUIP;;2016482213;;Ana Diaz;;EMBARGAR
NUIP;;2042035537;;Luisa Castillo;;INHABILITAR
CE;;2048798573;;Alfredo Franco;;INHABILITAR
RC;;2063803822;;Patricia Jimenez;;INHABILITAR
CC;;2053904002;;Felipe Torres;;INHABILITAR
NUIP;;2028780779;;Alicia Rodriguez;;INHABILITAR
TI;;2078238153;;Hernan Giraldo;;INHABILITAR
CC;;2051675996;;Teresa Mejia;;EMBARGAR
TI;;2029975426;;Rosa Ramirez;;INHABILITAR
CE;;2009820115;;Gustavo Rodriguez;;INHABILITAR
CC;;2052927564;;Alfredo Jimenez;;EMBARGAR
CE;;2074261564;;Sandra Bautista;;EMBARGAR
CC;;2074746181;;Paula Rivera;;INHABILITAR
CE;;2031267702;;Sebastian Ramirez;;INHABILITAR
CC;;2021457566;;Sebastian Acosta;;INHABILITAR
TI;;2071649974;;Gloria Castro;;INHABILITAR
TI;;2080175459;;Veronica Rojas;;EMBARGAR
CC;;2021175256;;Liliana Ortiz;;INHABILITAR
RC;;2026578629;;Monica Diaz;;EMBARGAR
TI;;2071086025;;Paula Bonilla;;EMBARGAR
RC;;2026147714;;Ana Diaz;;EMBARGAR
TI;;2061223330;;Manuel Ruiz;;INHABILITAR
RC;;2099040803;;Alicia Lopez;;INHABILITAR
NUIP;;2041364067;;Ricardo Lopez;;INHABILITAR
NUIP;;2009902060;;Samuel Bautista;;INHABILITAR
RC;;2088540024;;Claudia Lara;;INHABILITAR
TI;;2010466700;;Oscar Moreno;;INHABILITAR
CC;;2056840296;;Ricardo Giraldo;;INHABILITAR
CE;;2078441438;;Ricardo Jimenez;;EMBARGAR
CE;;2018274312;;Carlos Torres;;EMBARGAR
RC;;2003452891;;Tatiana Montoya;;EMBARGAR
CE;;2064500296;;Alonso Cano;;INHABILITAR
CC;;2003745390;;Laura Vargas;;INHABILITAR
RC;;2011370041;;Eduardo Castro;;INHABILITAR
TI;;2011130094;;Jose Arango;;EMBARGAR
CE;;2090440418;;Violeta Arias;;EMBARGAR
CE;;2065095023;;Camila Cabrera;;INHABILITAR
TI;;2050410412;;Manuel Cano;;INHABILITAR
RC;;2051724270;;Gustavo Vega;;EMBARGAR
RC;;2077825990;;Luis Salazar;;EMBARGAR
CE;;2076807000;;Diego Lopez;;INHABILITAR
NUIP;;2033730772;;Fernando Montoya;;EMBARGAR
CC;;2084165872;;Valentina Herrera;;EMBARGAR
RC;;2034511711;;Miguel Castro;;EMBARGAR
CC;;2010072559;;Luis Ortiz;;EMBARGAR
CC;;2037989076;;Liliana Gallego;;INHABILITAR
TI;;2046708506;;Liliana Torres;;EMBARGAR
NUIP;;2099867464;;Carmen Ruiz;;EMBARGAR
TI;;2095794130;;Carmen Jimenez;;EMBARGAR
CE;;2040341707;;Teresa Acosta;;EMBARGAR
CC;;2096769835;;Samuel Salazar;;EMBARGAR
CC;;2076094267;;Raquel Rojas;;EMBARGAR
