tipo_documento;;documento;;nombre_completo;;caracterizacion
NUIP;;2057152614;;Ivan Prieto;;EMBARGAR
CC;;2018739917;;Rafael Giraldo;;EMBARGAR
TI;;2098778887;;Santiago Vargas;;INHABILITAR
CC;;2043214017;;Jorge Ortiz;;INHABILITAR
CC;;2035461699;;Jose Montoya;;EMBARGAR
NUIP;;2020770178;;Claudia Rios;;INHABILITAR
TI;;2089411811;;Patricia Moreno;;INHABILITAR
CC;;2090075548;;Alicia Velasquez;;INHABILITAR
RC;;2086535546;;Beatriz Salazar;;INHABILITAR
NUIP;;2019892662;;Manuel Sanchez;;EMBARGAR
TI;;2013014132;;Manuel Herrera;;INHABILITAR
RC;;2056399013;;Hector Salazar;;EMBARGAR
CC;;2065868504;;Eduardo Munoz;;INHABILITAR
TI;;2052634196;;Silvia Herrera;;EMBARGAR
CE;;2072432639;;Valentina Beltran;;INHABILITAR
CC;;2039760262;;Felipe Giraldo;;INHABILITAR
NUIP;;2014462653;;Diana Cano;;EMBARGAR
CE;;2057310337;;Camila Robledo;;INHABILITAR
TI;;2072793261;;Veronica Cano;;INHABILITAR
CC;;2064381318;;Tatiana Robledo;;EMBARGAR
CE;;2078891199;;Felipe Torres;;EMBARGAR
RC;;2040830425;;Gabriel Lara;;INHABILITAR
TI;;2094269058;;Raquel Aguilar;;INHABILITAR
TI;;2022526437;;Sandra Castillo;;EMBARGAR
NUIP;;2017372722;;Gabriel Ruiz;;EMBARGAR
NUIP;;2054550001;;Mariana Herrera;;INHABILITAR
NUIP;;2063162217;;Sebastian Sanchez;;INHABILITAR
TI;;2080071887;;Marta Moreno;;INHABILITAR
CC;;2095260903;;Adriana Bonilla;;INHABILITAR
RC;;2038695983;;Patricia Arango;;INHABILITAR
NUIP;;2019674609;;Cristian Mendez;;INHABILITAR
CC;;2012326773;;Luisa Vargas;;EMBARGAR
CE;;2007737059;;Liliana Rivera;;INHABILITAR
RC;;2012414516;;Pedro Molina;;INHABILITAR
TI;;2001199949;;Lucrecia Moreno;;EMBARGAR
TI;;2029460170;;Ana Lopez;;INHABILITAR
TI;;2027202529;;Santiago Castillo;;INHABILITAR
CC;;2042802282;;Oscar Rivera;;EMBARGAR
CE;;2061883552;;Raquel Gomez;;EMBARGAR
RC;;2023305344;;Veronica Bonilla;;INHABILITAR
NUIP;;2012237700;;Ivan Salazar;;INHABILITAR
NUIP;;2083266827;;Patricia Castro;;EMBARGAR
RC;;2079812753;;Beatriz Herrera;;EMBARGAR
NUIP;;2091738109;;Veronica Quiroz;;EMBARGAR
NUIP;;2086916351;;Felipe Jaramillo;;EMBARGAR
NUIP;;2065599620;;Andres Beltran;;EMBARGAR
CE;;2069365961;;Nathalia Velasquez;;EMBARGAR
RC;;2005209242;;Mauricio Mejia;;INHABILITAR
RC;;2015057490;;Rodrigo Vargas;;INHABILITAR
CC;;2021935054;;Fernando Castro;;EMBARGAR
CE;;2066449164;;Catalina Torres;;INHABILITAR
NUIP;;2061965885;;Valentina Robledo;;EMBARGAR
NUIP;;2051779391;;Alicia Castaño;;INHABILITAR
CC;;2057811940;;Adriana Munoz;;EMBARGAR
CC;;2014501046;;Veronica Lopez;;EMBARGAR
NUIP;;2005867801;;Felipe Salazar;;INHABILITAR
NUIP;;2078091477;;Diana Robledo;;INHABILITAR
RC;;2059132229;;Marta Lopez;;INHABILITAR
TI;;2031467330;;Javier Munoz;;INHABILITAR
CE;;2062821149;;Roberto Molina;;EMBARGAR
CC;;2070855651;;Alonso Rojas;;EMBARGAR
NUIP;;2000888000;;Gabriela Castro;;INHABILITAR
NUIP;;2008192182;;Cesar Beltran;;INHABILITAR
RC;;2034283951;;Teresa Herrera;;EMBARGAR
TI;;2036556290;;Alicia Paredes;;EMBARGAR
NUIP;;2013670480;;Violeta Sanchez;;INHABILITAR
TI;;2061563743;;Beatriz Giraldo;;INHABILITAR
CC;;2039312722;;Veronica Paredes;;INHABILITAR
TI;;2050124476;;Fernando Prieto;;EMBARGAR
NUIP;;2035174181;;Raquel Vega;;INHABILITAR
CC;;2076796097;;Monica Torres;;INHABILITAR
TI;;2039028640;;Adriana Rios;;INHABILITAR
NUIP;;2031066162;;Diego Lopez;;INHABILITAR
TI;;2018056915;;Ivan Mejia;;EMBARGAR
TI;;2035974476;;Tatiana Beltran;;EMBARGAR
TI;;2096869111;;Gloria Cano;;EMBARGAR
CC;;2022922122;;Gustavo Rios;;INHABILITAR
CE;;2051145582;;Andres Duarte;;INHABILITAR
