tipo_documento;;documento;;nombre_completo;;caracterizacion
TI;;2027685975;;Hernan Castro;;EMBARGAR
NUIP;;2024665328;;Hernan Ruiz;;INHABILITAR
CE;;2002138414;;Diana Herrera;;EMBARGAR
RC;;2011547271;;Cristian Moreno;;INHABILITAR
TI;;2016472816;;Cristian Jimenez;;INHABILITAR
CC;;2023450741;;Julia Torres;;INHABILITAR
CC;;2031462226;;Violeta Arango;;INHABILITAR
NUIP;;2007294397;;Gabriel Acosta;;INHABILITAR
CE;;2035133938;;Roberto Martinez;;EMBARGAR
TI;;2003896076;;Luisa Paredes;;EMBARGAR
CC;;2010799163;;Felipe Aguilar;;EMBARGAR
NUIP;;2035014302;;Marcela Cano;;INHABILITAR
CC;;2065563888;;Alonso Ortiz;;EMBARGAR
TI;;2010424563;;Diana Vega;;EMBARGAR
NUIP;;2028763768;;Diego Salazar;;INHABILITAR
CC;;2099516624;;Javier Molina;;EMBARGAR
TI;;2068992706;;Angela Sanchez;;INHABILITAR
TI;;2044242846;;Gabriel Duarte;;INHABILITAR
CE;;2026114902;;Victor Mejia;;INHABILITAR
CE;;2082584689;;Paola Bonilla;;INHABILITAR
CE;;2083462048;;Nathalia Vega;;INHABILITAR
NUIP;;2066084801;;Camila Ramirez;;INHABILITAR
TI;;2046870055;;Sandra Ortiz;;INHABILITAR
NUIP;;2004044673;;Hernan Prieto;;INHABILITAR
TI;;2067687673;;Carlos Bonilla;;INHABILITAR
NUIP;;2017170581;;Diego Gutierrez;;EMBARGAR
CC;;2091646547;;Jose Martinez;;INHABILITAR
RC;;2017581402;;Tatiana Zapata;;EMBARGAR
NUIP;;2061202860;;Camila Ruiz;;EMBARGAR
TI;;2093550961;;Silvia Salazar;;EMBARGAR
TI;;2089818016;;Sandra Vargas;;EMBARGAR
NUIP;;2088321998;;Liliana Cabrera;;INHABILITAR
TI;;2043535084;;Roberto Murillo;;INHABILITAR
CC;;2059163740;;Sandra Fernandez;;EMBARGAR
TI;;2007965715;;Fernando Cardenas;;EMBARGAR
TI;;2004003895;;Carlos Jaramillo;;INHABILITAR
CC;;2010273281;;Pedro Giraldo;;EMBARGAR
NUIP;;2050300878;;Paula Ramirez;;INHABILITAR
CC;;2046346221;;Patricia Lara;;INHABILITAR
TI;;2031327843;;Marta Moreno;;INHABILITAR
CC;;2047881975;;Tatiana Jimenez;;INHABILITAR
CC;;2036377768;;Camila Ramirez;;EMBARGAR
NUIP;;2013240711;;Esteban Vargas;;INHABILITAR
NUIP;;2046845671;;Santiago Acosta;;INHABILITAR
NUIP;;2033360811;;Angela Gomez;;INHABILITAR
NUIP;;2091626411;;Fernando Giraldo;;INHABILITAR
CC;;2049028990;;Sebastian Moreno;;EMBARGAR
NUIP;;2063949512;;Carmen Jaramillo;;INHABILITAR
CE;;2061854030;;Violeta Salazar;;EMBARGAR
NUIP;;2077132089;;Valentina Ruiz;;INHABILITAR
CE;;2069323905;;Raquel Velasquez;;EMBARGAR
RC;;2089182909;;Rodrigo Rodriguez;;EMBARGAR
NUIP;;2037113600;;Rafael Velasquez;;EMBARGAR
RC;;2038728883;;Felipe Castillo;;INHABILITAR
CE;;2012291774;;Gustavo Velasquez;;INHABILITAR
NUIP;;2026447315;;Andres Bonilla;;INHABILITAR
NUIP;;2031077853;;Hernan Gallego;;EMBARGAR
RC;;2083316853;;Cristian Rios;;EMBARGAR
CC;;2074280132;;Marcela Castillo;;EMBARGAR
CE;;2020821181;;Luis Vega;;INHABILITAR
TI;;2068277909;;Santiago Rivera;;INHABILITAR
RC;;2036428508;;Catalina Castro;;INHABILITAR
NUIP;;2085261642;;Marta Franco;;INHABILITAR
RC;;2092184255;;Santiago Castro;;EMBARGAR
CC;;2069758048;;Felipe Ramirez;;INHABILITAR
TI;;2050350001;;Jose Duarte;;EMBARGAR
CC;;2047968438;;Marta Giraldo;;INHABILITAR
TI;;2054936624;;Diego Moreno;;INHABILITAR
CE;;2071193716;;Carlos Castaño;;EMBARGAR
TI;;2019539925;;Julia Montoya;;EMBARGAR
RC;;2063638171;;Juan Lara;;EMBARGAR
RC;;2006286203;;Felipe Ramirez;;INHABILITAR
CE;;2065649796;;Adriana Moreno;;EMBARGAR
CE;;2063441270;;Paola Arango;;INHABILITAR
CE;;2063412325;;Angela Molina;;INHABILITAR
CE;;2038668260;;Camila Castillo;;EMBARGAR
TI;;2032999002;;Rafael Quiroz;;EMBARGAR
NUIP;;2025770107;;Adriana Ruiz;;INHABILITAR
CE;;2052525096;;Santiago Quiroz;;INHABILITAR
NUIP;;2020446306;;Pedro Velasquez;;EMBARGAR
RC;;2064538575;;Paula Salazar;;INHABILITAR
NUIP;;2032610240;;Jorge Robledo;;EMBARGAR
RC;;2012106353;;Lorena Velasquez;;EMBARGAR
NUIP;;2018153697;;Gloria Ramirez;;EMBARGAR
CE;;2075256888;;Carmen Salazar;;EMBARGAR
RC;;2047084631;;Cristian Rodriguez;;INHABILITAR
CC;;2084762554;;Rodrigo Moreno;;EMBARGAR
CE;;2011446141;;Paola Montoya;;EMBARGAR
CC;;2031839330;;Paola Vargas;;EMBARGAR
CE;;2097754787;;Santiago Arias;;EMBARGAR
NUIP;;2043765526;;Silvia Quiroz;;INHABILITAR
CE;;2033778583;;Jose Gomez;;EMBARGAR
RC;;2041675233;;Pedro Lopez;;EMBARGAR
NUIP;;2035049129;;Mauricio Ruiz;;INHABILITAR
CC;;2005040767;;Marcela Robledo;;INHABILITAR
TI;;2027905351;;Alonso Montoya;;EMBARGAR
RC;;2085890470;;Cesar Montoya;;INHABILITAR
CC;;2066006517;;Claudia Salazar;;EMBARGAR
CC;;2091300163;;Ricardo Rojas;;EMBARGAR
RC;;2085845573;;Manuel Vega;;INHABILITAR
