tipo_documento;;documento;;nombre_completo;;caracterizacion
NUIP;;2014607519;;Juan Cano;;EMBARGAR
CE;;2038773688;;Javier Castro;;INHABILITAR
RC;;2009942731;;Carlos Lara;;EMBARGAR
NUIP;;2091810374;;Marcela Moreno;;EMBARGAR
CE;;2020943461;;Cristian Giraldo;;INHABILITAR
RC;;2040590937;;Miguel Paredes;;INHABILITAR
CE;;2035397704;;Pedro Rodriguez;;INHABILITAR
CE;;2039035728;;Samuel Munoz;;EMBARGAR
CE;;2081069221;;Ricardo Hernandez;;EMBARGAR
RC;;2029181075;;Pedro Lara;;INHABILITAR
CC;;2086660965;;Teresa Castaño;;INHABILITAR
RC;;2091376654;;Ana Paredes;;EMBARGAR
TI;;2026271851;;Luis Salazar;;EMBARGAR
CE;;2004703307;;Catalina Acosta;;EMBARGAR
NUIP;;2065637279;;Rafael Lopez;;INHABILITAR
CC;;2049848781;;Luisa Cano;;EMBARGAR
CC;;2047968497;;Ana Cano;;INHABILITAR
CE;;2056241498;;Fernando Quiroz;;INHABILITAR
TI;;2063385651;;Cristian Paredes;;EMBARGAR
TI;;2093225507;;Carmen Sanchez;;INHABILITAR
CE;;2054839688;;Javier Castro;;EMBARGAR
RC;;2006768298;;Raquel Castaño;;INHABILITAR
TI;;2093978705;;Paola Diaz;;EMBARGAR
TI;;2070838142;;Nathalia Gutierrez;;INHABILITAR
TI;;2020271034;;Angela Rios;;EMBARGAR
TI;;2039203079;;Liliana Rios;;INHABILITAR
RC;;2023774524;;Ivan Cardenas;;EMBARGAR
TI;;2082251112;;Monica Mejia;;EMBARGAR
CC;;2011592711;;Luisa Munoz;;INHABILITAR
TI;;2043508135;;Ricardo Aguilar;;INHABILITAR
RC;;2045520914;;Felipe Cano;;INHABILITAR
RC;;2072371578;;Carmen Arias;;EMBARGAR
NUIP;;2041962323;;Andres Paredes;;INHABILITAR
CE;;2031131439;;Luisa Torres;;EMBARGAR
TI;;2048043288;;Eduardo Castro;;EMBARGAR
CE;;2001076342;;Paula Cano;;EMBARGAR
NUIP;;2022696225;;Miguel Giraldo;;EMBARGAR
TI;;2023480294;;Nathalia Mejia;;EMBARGAR
TI;;2070736600;;Diego Zapata;;EMBARGAR
CE;;2008115555;;Alicia Hernandez;;INHABILITAR
CC;;2069383678;;Liliana Cardenas;;EMBARGAR
RC;;2033342517;;Rafael Jaramillo;;EMBARGAR
CC;;2044689898;;Claudia Ramirez;;EMBARGAR
CE;;2016639771;;Ivan Giraldo;;INHABILITAR
TI;;2044227677;;Jorge Giraldo;;INHABILITAR
NUIP;;2072743005;;Valentina Gutierrez;;INHABILITAR
CE;;2054523336;;Miguel Castro;;INHABILITAR
NUIP;;2051127266;;Luis Franco;;INHABILITAR
RC;;2094218425;;Fernando Quiroz;;INHABILITAR
NUIP;;2085726545;;Esteban Martinez;;EMBARGAR
NUIP;;2034714424;;Adriana Ramirez;;INHABILITAR
CC;;2083669409;;Claudia Rios;;EMBARGAR
NUIP;;2018234598;;Felipe Giraldo;;INHABILITAR
NUIP;;2054134685;;Lorena Ospina;;INHABILITAR
