tipo_documento;;documento;;nombre_completo;;caracterizacion
CC;;2039949208;;Alicia Lopez;;EMBARGAR
CC;;2049382009;;Andres Ramirez;;INHABILITAR
TI;;2020365418;;Ricardo Cabrera;;INHABILITAR
RC;;2037003679;;Julia Acosta;;INHABILITAR
TI;;2011940713;;Juan Ortiz;;INHABILITAR
CC;;2051091080;;Hernan Arango;;EMBARGAR
NUIP;;2058847814;;Felipe Vega;;INHABILITAR
CE;;2014508301;;Laura Ortiz;;EMBARGAR
NUIP;;2054784017;;Adriana Rodriguez;;EMBARGAR
TI;;2068465547;;Manuel Rojas;;EMBARGAR
NUIP;;2043693377;;Violeta Lara;;INHABILITAR
TI;;2015654305;;Oscar Diaz;;INHABILITAR
RC;;2069168489;;Gabriel Arias;;INHABILITAR
RC;;2089522442;;Manuel Ruiz;;EMBARGAR
NUIP;;2011185099;;Eduardo Fernandez;;INHABILITAR
CC;;2054172525;;Luis Ortiz;;INHABILITAR
NUIP;;2007056639;;Hernan Mendez;;INHABILITAR
CC;;2057151584;;Luis Gallego;;EMBARGAR
TI;;2067666259;;Oscar Rojas;;EMBARGAR
TI;;2053073232;;Valentina Ruiz;;INHABILITAR
CC;;2002515120;;Laura Hernandez;;INHABILITAR
CC;;2061746902;;Alicia Arias;;INHABILITAR
RC;;2064597431;;Monica Giraldo;;EMBARGAR
CC;;2004473780;;Liliana Diaz;;EMBARGAR
CE;;2006527966;;Carlos Montoya;;INHABILITAR
CE;;2092049344;;Paula Jimenez;;INHABILITAR
NUIP;;2089717785;;Carmen Franco;;INHABILITAR
CE;;2034661420;;Cesar Herrera;;INHABILITAR
RC;;2007552702;;Carmen Duarte;;INHABILITAR
CE;;2069191223;;Mauricio Quiroz;;INHABILITAR
CE;;2076446507;;Mauricio Velasquez;;EMBARGAR
CE;;2063049122;;Juan Cano;;EMBARGAR
CC;;2084933971;;Laura Moreno;;INHABILITAR
TI;;2027269034;;Santiago Diaz;;EMBARGAR
RC;;2029132220;;Alfredo Martinez;;INHABILITAR
CC;;2051295062;;Veronica Moreno;;EMBARGAR
CC;;2015105087;;Jorge Ortiz;;INHABILITAR
CC;;2046395667;;Rodrigo Moreno;;INHABILITAR
CC;;2027159133;;Gloria Cabrera;;INHABILITAR
TI;;2058461707;;Laura Cano;;INHABILITAR
RC;;2047313276;;Patricia Diaz;;EMBARGAR
NUIP;;2035165633;;Manuel Castro;;EMBARGAR
TI;;2010559940;;Patricia Cardenas;;EMBARGAR
TI;;2071976675;;Ricardo Quiroz;;INHABILITAR
CC;;2071083739;;Hernan Ortiz;;INHABILITAR
TI;;2001530527;;Diana Rodriguez;;INHABILITAR
CC;;2073311557;;Hector Moreno;;INHABILITAR
TI;;2038578025;;Diego Giraldo;;EMBARGAR
RC;;2057570029;;Alicia Castillo;;INHABILITAR
NUIP;;2039849518;;Felipe Rios;;EMBARGAR
RC;;2025028497;;Esteban Torres;;INHABILITAR
TI;;2069956811;;Nathalia Ospina;;INHABILITAR
CE;;2026945195;;Ricardo Martinez;;EMBARGAR
CE;;2013729894;;Adriana Quiroz;;INHABILITAR
CC;;2023011178;;Esteban Castro;;EMBARGAR
NUIP;;2020939595;;Andres Munoz;;EMBARGAR
CC;;2047964801;;Camila Beltran;;EMBARGAR
CC;;2052997417;;Luis Castillo;;INHABILITAR
CC;;2033822592;;Rodrigo Lopez;;EMBARGAR
RC;;2056399868;;Ivan Lara;;EMBARGAR
CE;;2001501323;;Roberto Franco;;INHABILITAR
NUIP;;2011730567;;Hernan Rojas;;EMBARGAR
NUIP;;2015192174;;Luisa Beltran;;EMBARGAR
CC;;2049886937;;Samuel Hernandez;;INHABILITAR
CE;;2043673105;;Marcela Prieto;;EMBARGAR
NUIP;;2002164034;;Gabriela Castillo;;INHABILITAR
CE;;2080202467;;Luisa Gomez;;INHABILITAR
TI;;2043587932;;Gabriel Herrera;;EMBARGAR
TI;;2051718641;;Angela Acosta;;EMBARGAR
CE;;2097873556;;Laura Rivera;;EMBARGAR
TI;;2090806614;;Raquel Prieto;;EMBARGAR
CC;;2047600084;;Ricardo Castaño;;EMBARGAR
NUIP;;2049789102;;Esteban Aguilar;;EMBARGAR
CE;;2007505890;;Rafael Montoya;;EMBARGAR
RC;;2032127095;;Cristian Ospina;;INHABILITAR
CE;;2098881979;;Angela Montoya;;INHABILITAR
CC;;2021970055;;Monica Gallego;;INHABILITAR
CC;;2096077940;;Gustavo Fernandez;;EMBARGAR
CC;;2042823888;;Luis Rojas;;EMBARGAR
RC;;2091737027;;Violeta Martinez;;INHABILITAR
TI;;2033839826;;Violeta Cano;;EMBARGAR
TI;;2041803643;;Monica Ruiz;;INHABILITAR
TI;;2062845716;;Laura Moreno;;EMBARGAR
NUIP;;2039694516;;Sebastian Molina;;INHABILITAR
TI;;2048225668;;Oscar Zapata;;INHABILITAR
CE;;2082521700;;Angela Rios;;INHABILITAR
TI;;2039367881;;Victor Munoz;;EMBARGAR
CC;;2070494157;;Alfredo Rodriguez;;INHABILITAR
CC;;2031505166;;Gabriel Franco;;INHABILITAR
TI;;2099513745;;Paola Munoz;;EMBARGAR
CC;;2060206480;;Gabriela Castro;;INHABILITAR
TI;;2060951787;;Catalina Torres;;EMBARGAR
CC;;2010557328;;Claudia Murillo;;INHABILITAR
CE;;2067994448;;Silvia Salazar;;EMBARGAR
TI;;2071756735;;Cesar Ospina;;EMBARGAR
NUIP;;2070810765;;Luis Diaz;;EMBARGAR
CE;;2069640755;;Felipe Lara;;EMBARGAR
TI;;2085944233;;Catalina Diaz;;INHABILITAR
CE;;2051148532;;Rafael Bautista;;INHABILITAR
CC;;2093348878;;Miguel Velasquez;;EMBARGAR
