tipo_documento;;documento;;nombre_completo;;caracterizacion
CC;;2006933348;;Alonso Torres;;INHABILITAR
TI;;2053061223;;Valentina Herrera;;INHABILITAR
RC;;2079231125;;Sebastian Franco;;EMBARGAR
NUIP;;2035581240;;Felipe Vargas;;INHABILITAR
RC;;2073774423;;Esteban Ortiz;;EMBARGAR
CC;;2063145094;;Manuel Lopez;;EMBARGAR
CC;;2045994295;;Roberto Jimenez;;INHABILITAR
CC;;2024796026;;Ricardo Garcia;;EMBARGAR
CC;;2058527142;;Liliana Munoz;;INHABILITAR
TI;;2076427899;;Diana Paredes;;EMBARGAR
NUIP;;2077387326;;Tatiana Herrera;;INHABILITAR
CE;;2065729571;;Mauricio Torres;;INHABILITAR
NUIP;;2076223713;;Mariana Castro;;INHABILITAR
CE;;2060468782;;Andres Cano;;INHABILITAR
NUIP;;2057576772;;Rafael Cabrera;;INHABILITAR
RC;;2030520695;;Jorge Beltran;;INHABILITAR
RC;;2001365506;;Andres Ortiz;;EMBARGAR
RC;;2008166525;;Sandra Rojas;;INHABILITAR
RC;;2034855316;;Monica Cardenas;;EMBARGAR
RC;;2049018596;;Samuel Aguilar;;INHABILITAR
TI;;2010249259;;Paola Murillo;;EMBARGAR
CE;;2031064709;;Eduardo Valencia;;INHABILITAR
CE;;2020882054;;Lorena Gomez;;EMBARGAR
RC;;2072302368;;Luisa Robledo;;EMBARGAR
TI;;2066960583;;Claudia Cano;;EMBARGAR
NUIP;;2079051978;;Carlos Hernandez;;INHABILITAR
RC;;2068171778;;Fernando Cano;;INHABILITAR
TI;;2019656295;;Mariana Gutierrez;;EMBARGAR
CE;;2083649907;;Monica Castro;;INHABILITAR
CE;;2075464247;;Pedro Rivera;;INHABILITAR
RC;;2048797163;;Gabriela Castaño;;INHABILITAR
RC;;2036398551;;Samuel Arango;;INHABILITAR
NUIP;;2042347292;;Juan Arias;;INHABILITAR
TI;;2076666921;;Paola Vega;;EMBARGAR
CE;;2059421490;;Mariana Cabrera;;INHABILITAR
CE;;2001675369;;Camila Ramirez;;EMBARGAR
CC;;2098282930;;Ricardo Rojas;;INHABILITAR
CE;;2096298233;;Roberto Gallego;;INHABILITAR
CC;;2088412418;;Pedro Castillo;;EMBARGAR
RC;;2094388013;;Laura Arango;;INHABILITAR
RC;;2096373613;;Hernan Salazar;;INHABILITAR
CE;;2051979453;;Veronica Velasquez;;EMBARGAR
NUIP;;2038934367;;Luis Molina;;INHABILITAR
TI;;2035524992;;Javier Salazar;;INHABILITAR
RC;;2029067917;;Silvia Jaramillo;;INHABILITAR
CE;;2083696287;;Valentina Torres;;INHABILITAR
NUIP;;2016598294;;Liliana Beltran;;EMBARGAR
RC;;2018393339;;Fernando Castillo;;INHABILITAR
NUIP;;2079062937;;Mauricio Mejia;;EMBARGAR
TI;;2062120163;;Julia Torres;;INHABILITAR
NUIP;;2085093598;;Rafael Castaño;;INHABILITAR
TI;;2071611185;;Adriana Salazar;;EMBARGAR
CC;;2084034811;;Sebastian Moreno;;INHABILITAR
NUIP;;2078733380;;Ricardo Murillo;;EMBARGAR
CE;;2029072174;;Silvia Beltran;;EMBARGAR
CC;;2034143271;;Javier Rojas;;INHABILITAR
RC;;2071005713;;Oscar Gutierrez;;EMBARGAR
RC;;2063919473;;Alonso Gomez;;EMBARGAR
NUIP;;2086504525;;Luis Ospina;;EMBARGAR
NUIP;;2038441219;;Gloria Munoz;;INHABILITAR
CC;;2097347829;;Patricia Fernandez;;INHABILITAR
CC;;2095944654;;Marcela Beltran;;INHABILITAR
CC;;2015511350;;Camila Valencia;;INHABILITAR
CC;;2026782316;;Claudia Torres;;INHABILITAR
RC;;2012744835;;Veronica Castaño;;INHABILITAR
CC;;2081496174;;Adriana Cardenas;;EMBARGAR
CE;;2011896720;;Luisa Rivera;;INHABILITAR
CE;;2045092538;;Pedro Bonilla;;EMBARGAR
CE;;2096433455;;Liliana Jaramillo;;EMBARGAR
RC;;2074410279;;Adriana Sanchez;;INHABILITAR
TI;;2084433030;;Violeta Lopez;;EMBARGAR
