tipo_documento;;documento;;nombre_completo;;caracterizacion
CC;;2009789764;;Alonso Ramirez;;INHABILITAR
RC;;2044984980;;Lorena Martinez;;INHABILITAR
NUIP;;2055493088;;Angela Hernandez;;EMBARGAR
CE;;2030678435;;Adriana Gallego;;INHABILITAR
CC;;2058671190;;Javier Rodriguez;;EMBARGAR
NUIP;;2012790993;;Raquel Bonilla;;EMBARGAR
RC;;2053224405;;Carmen Ramirez;;INHABILITAR
CE;;2049072224;;Ana Lara;;INHABILITAR
RC;;2093541937;;Rosa Jaramillo;;EMBARGAR
TI;;2040971217;;Lucrecia Herrera;;INHABILITAR
RC;;2056399562;;Manuel Arias;;INHABILITAR
RC;;2099872069;;Miguel Valencia;;INHABILITAR
CC;;2008705503;;Felipe Castro;;INHABILITAR
RC;;2068927256;;Andres Vega;;INHABILITAR
CE;;2087726408;;Gustavo Vega;;INHABILITAR
NUIP;;2032418588;;Catalina Beltran;;EMBARGAR
CE;;2084393726;;Hernan Cabrera;;EMBARGAR
CC;;2076794692;;Claudia Murillo;;INHABILITAR
TI;;2096518243;;Andres Sanchez;;INHABILITAR
NUIP;;2042260750;;Marta Beltran;;INHABILITAR
TI;;2020441727;;Diana Garcia;;INHABILITAR
CC;;2063319357;;Ana Cardenas;;EMBARGAR
TI;;2086683395;;Carlos Garcia;;EMBARGAR
CC;;2076131657;;Mauricio Beltran;;INHABILITAR
CE;;2008781011;;Lucrecia Lara;;INHABILITAR
CE;;2048510393;;Paula Moreno;;EMBARGAR
CC;;2081706715;;Paola Vargas;;INHABILITAR
CC;;2090810383;;Mariana Ospina;;INHABILITAR
TI;;2056743169;;Mariana Moreno;;INHABILITAR
CE;;2020217030;;Andres Jaramillo;;EMBARGAR
NUIP;;2027217911;;Felipe Lara;;INHABILITAR
CC;;2083654727;;Victor Herrera;;INHABILITAR
CC;;2074230580;;Luisa Velasquez;;EMBARGAR
NUIP;;2026335585;;Luis Rios;;INHABILITAR
CC;;2064468034;;Patricia Beltran;;EMBARGAR
TI;;2018113054;;Tatiana Cano;;EMBARGAR
CE;;2085932649;;Marcela Duarte;;INHABILITAR
TI;;2061955571;;Teresa Ruiz;;INHABILITAR
CC;;2093442288;;Adriana Quiroz;;INHABILITAR
TI;;2052936973;;Cristian Rojas;;INHABILITAR
CC;;2071507951;;Ana Arias;;EMBARGAR
TI;;2027568951;;Felipe Gutierrez;;INHABILITAR
RC;;2028092345;;Julia Torres;;EMBARGAR
NUIP;;2036805909;;Gabriela Rivera;;EMBARGAR
RC;;2072355620;;Oscar Munoz;;EMBARGAR
CC;;2020256012;;Cesar Giraldo;;EMBARGAR
NUIP;;2050231640;;Esteban Herrera;;INHABILITAR
CC;;2095665552;;Andres Jaramillo;;EMBARGAR
CE;;2016077794;;Manuel Ramirez;;EMBARGAR
RC;;2001158468;;Veronica Bonilla;;EMBARGAR
NUIP;;2038716051;;Jose Castaño;;EMBARGAR
NUIP;;2084574529;;Monica Martinez;;INHABILITAR
NUIP;;2055587679;;Ivan Cano;;INHABILITAR
TI;;2075455554;;Catalina Martinez;;INHABILITAR
CC;;2070698681;;Hernan Quiroz;;EMBARGAR
TI;;2093640389;;Lucrecia Molina;;INHABILITAR
RC;;2096485140;;Angela Acosta;;EMBARGAR
NUIP;;2087190270;;Miguel Ruiz;;EMBARGAR
CE;;2071624655;;Lucrecia Rojas;;INHABILITAR
CE;;2097668023;;Catalina Torres;;EMBARGAR
NUIP;;2086439600;;Jorge Ramirez;;INHABILITAR
CE;;2096883196;;Marcela Murillo;;INHABILITAR
CE;;2032792113;;Cesar Moreno;;INHABILITAR
NUIP;;2040997111;;Mauricio Lopez;;EMBARGAR
NUIP;;2067118729;;Camila Ortiz;;EMBARGAR
RC;;2003660467;;Ricardo Herrera;;EMBARGAR
CE;;2030744260;;Teresa Lopez;;EMBARGAR
NUIP;;2024115644;;Carmen Gallego;;EMBARGAR
CE;;2099245076;;Felipe Murillo;;EMBARGAR
NUIP;;2068318789;;Diana Sanchez;;INHABILITAR
NUIP;;2026163004;;Javier Arias;;EMBARGAR
CE;;2079940496;;Gloria Jimenez;;INHABILITAR
TI;;2022554360;;Paola Torres;;EMBARGAR
CC;;2064478814;;Marcela Cano;;INHABILITAR
TI;;2075379650;;Felipe Castaño;;INHABILITAR
CC;;2080907128;;Jose Murillo;;EMBARGAR
NUIP;;2012132586;;Paola Vargas;;EMBARGAR
NUIP;;2010634845;;Gustavo Munoz;;EMBARGAR
CE;;2009650639;;Rodrigo Zapata;;INHABILITAR
NUIP;;2043721242;;Ana Castro;;EMBARGAR
NUIP;;2075844881;;Juan Acosta;;INHABILITAR
RC;;2014876573;;Paola Cardenas;;INHABILITAR
RC;;2064519527;;Hector Mejia;;INHABILITAR
CC;;2092593365;;Juan Rojas;;EMBARGAR
TI;;2089823730;;Laura Moreno;;EMBARGAR
RC;;2050853948;;Alonso Aguilar;;INHABILITAR
CE;;2060698417;;Rafael Hernandez;;EMBARGAR
RC;;2061824017;;Valentina Diaz;;EMBARGAR
CE;;2007512850;;Felipe Acosta;;EMBARGAR
NUIP;;2078607488;;Rosa Duarte;;INHABILITAR
RC;;2086969216;;Carlos Montoya;;EMBARGAR
NUIP;;2028615291;;Laura Herrera;;INHABILITAR
NUIP;;2073348203;;Patricia Jimenez;;INHABILITAR
RC;;2040071084;;Ana Salazar;;EMBARGAR
CC;;2036218229;;Claudia Castro;;EMBARGAR
RC;;2074019152;;Gustavo Ruiz;;EMBARGAR
TI;;2013545907;;Adriana Quiroz;;EMBARGAR
TI;;2095404669;;Samuel Rodriguez;;EMBARGAR
NUIP;;2059006814;;Patricia Vega;;INHABILITAR
RC;;2032610382;;Esteban Bonilla;;EMBARGAR
