tipo_documento;;documento;;nombre_completo;;caracterizacion
RC;;2094802606;;Oscar Castillo;;INHABILITAR
RC;;2086218406;;Juan Rios;;INHABILITAR
CC;;2079017614;;Silvia Velasquez;;INHABILITAR
TI;;2080855488;;Tatiana Lara;;INHABILITAR
TI;;2079750993;;Liliana Martinez;;INHABILITAR
RC;;2005860971;;Raquel Bonilla;;INHABILITAR
RC;;2016532916;;Marcela Moreno;;INHABILITAR
CE;;2046675389;;Rafael Velasquez;;INHABILITAR
NUIP;;2068353582;;Fernando Montoya;;INHABILITAR
RC;;2008067174;;Eduardo Paredes;;EMBARGAR
NUIP;;2027510996;;Teresa Torres;;EMBARGAR
CC;;2033342382;;Rodrigo Ospina;;EMBARGAR
NUIP;;2058398998;;Nathalia Ramirez;;INHABILITAR
CE;;2084364213;;Victor Prieto;;INHABILITAR
NUIP;;2063985783;;Paula Arias;;INHABILITAR
CE;;2078201495;;Gloria Sanchez;;EMBARGAR
RC;;2022764596;;Paula Murillo;;EMBARGAR
CE;;2021267220;;Eduardo Diaz;;INHABILITAR
RC;;2047323451;;Alicia Ramirez;;EMBARGAR
CC;;2002460175;;Silvia Vargas;;INHABILITAR
CE;;2046064722;;Claudia Valencia;;EMBARGAR
CC;;2006518164;;Sandra Jaramillo;;EMBARGAR
RC;;2016260324;;Luis Ortiz;;EMBARGAR
TI;;2030108135;;Roberto Rojas;;INHABILITAR
CC;;2021532947;;Monica Ruiz;;EMBARGAR
RC;;2071155874;;Alfredo Ortiz;;EMBARGAR
RC;;2084182790;;Ana Bonilla;;EMBARGAR
RC;;2012625629;;Luis Bonilla;;INHABILITAR
CE;;2034866527;;Esteban Lara;;EMBARGAR
CE;;2068752490;;Ricardo Beltran;;EMBARGAR
CE;;2034629701;;Lucrecia Herrera;;EMBARGAR
TI;;2089108224;;Ricardo Valencia;;EMBARGAR
TI;;2081902368;;Beatriz Torres;;INHABILITAR
CC;;2013331726;;Paula Paredes;;EMBARGAR
CE;;2071235778;;Ricardo Beltran;;EMBARGAR
TI;;2093970347;;Pedro Mendez;;INHABILITAR
RC;;2000581444;;Ricardo Jimenez;;EMBARGAR
CC;;2063422767;;Angela Rojas;;INHABILITAR
TI;;2031563131;;Miguel Ospina;;EMBARGAR
NUIP;;2092413459;;Sandra Beltran;;EMBARGAR
RC;;2013733572;;Roberto Martinez;;EMBARGAR
CC;;2006465165;;Claudia Ortiz;;EMBARGAR
CC;;2010488116;;Luisa Gutierrez;;EMBARGAR
RC;;2081389948;;Alfredo Vega;;EMBARGAR
CC;;2043831202;;Julia Acosta;;EMBARGAR
NUIP;;2051570192;;Miguel Rodriguez;;INHABILITAR
RC;;2083256423;;Liliana Lopez;;INHABILITAR
RC;;2080711923;;Lorena Vargas;;EMBARGAR
CC;;2020049272;;Catalina Ortiz;;EMBARGAR
RC;;2070430168;;Carlos Mejia;;INHABILITAR
CC;;2043672896;;Cristian Ramirez;;INHABILITAR
NUIP;;2043145382;;Pedro Herrera;;EMBARGAR
RC;;2042812920;;Jorge Cano;;INHABILITAR
TI;;2031383150;;Paula Moreno;;EMBARGAR
TI;;2031244298;;Gustavo Jaramillo;;EMBARGAR
CE;;2095546035;;Liliana Mendez;;INHABILITAR
CE;;2050782834;;Alfredo Ruiz;;INHABILITAR
CC;;2080432974;;Gustavo Ruiz;;EMBARGAR
CE;;2061702042;;Patricia Valencia;;EMBARGAR
CC;;2049488808;;Hector Cano;;EMBARGAR
RC;;2049237944;;Alonso Ramirez;;EMBARGAR
NUIP;;2090141511;;Ricardo Montoya;;EMBARGAR
CC;;2084275359;;Ana Ruiz;;EMBARGAR
NUIP;;2031360145;;Mauricio Mendez;;INHABILITAR
NUIP;;2089242725;;Mauricio Castro;;EMBARGAR
RC;;2004092669;;Claudia Munoz;;EMBARGAR
RC;;2026211014;;Fernando Acosta;;EMBARGAR
CE;;2004493280;;Violeta Murillo;;INHABILITAR
CE;;2022954425;;Sebastian Robledo;;INHABILITAR
CE;;2025112401;;Diego Ruiz;;EMBARGAR
NUIP;;2052682675;;Juan Arango;;INHABILITAR
CE;;2013380853;;Gloria Salazar;;INHABILITAR
RC;;2037619605;;Catalina Vega;;INHABILITAR
RC;;2080526855;;Violeta Vega;;INHABILITAR
CC;;2057738361;;Carlos Duarte;;EMBARGAR
NUIP;;2025786318;;Rafael Ramirez;;INHABILITAR
CC;;2085251880;;Diana Castro;;EMBARGAR
CC;;2006510236;;Juan Ortiz;;INHABILITAR
CC;;2040929921;;Camila Hernandez;;EMBARGAR
NUIP;;2088354022;;Carlos Salazar;;EMBARGAR
CC;;2028621214;;Ricardo Torres;;INHABILITAR
TI;;2039255552;;Samuel Bonilla;;INHABILITAR
CE;;2043628622;;Roberto Montoya;;EMBARGAR
CC;;2094903181;;Julia Acosta;;EMBARGAR
TI;;2097796405;;Javier Torres;;INHABILITAR
CC;;2071681797;;Jorge Cano;;INHABILITAR
TI;;2090055289;;Gloria Murillo;;EMBARGAR
CE;;2038915280;;Manuel Lopez;;EMBARGAR
RC;;2047987332;;Cesar Torres;;EMBARGAR
RC;;2003312731;;Laura Jimenez;;INHABILITAR
RC;;2058276139;;Diana Lopez;;INHABILITAR
TI;;2008880924;;Teresa Duarte;;INHABILITAR
NUIP;;2028756168;;Fernando Salazar;;INHABILITAR
TI;;2065532865;;Felipe Rivera;;EMBARGAR
TI;;2042546649;;Rodrigo Velasquez;;INHABILITAR
NUIP;;2030038576;;Paola Montoya;;INHABILITAR
NUIP;;2082279387;;Paula Lopez;;INHABILITAR
NUIP;;2079539014;;Juan Lopez;;EMBARGAR
RC;;2035386582;;Lucrecia Lara;;INHABILITAR
TI;;2072659556;;Carmen Diaz;;INHABILITAR
