tipo_documento;;documento;;nombre_completo;;caracterizacion
CC;;2047456962;;Camila Diaz;;INHABILITAR
RC;;2033604095;;Diana Castillo;;EMBARGAR
CC;;2055275702;;Miguel Sanchez;;INHABILITAR
NUIP;;2032058380;;Paola Cano;;EMBARGAR
CC;;2037308093;;Luis Mendez;;INHABILITAR
NUIP;;2094869200;;Victor Paredes;;INHABILITAR
TI;;2008319895;;Liliana Giraldo;;INHABILITAR
RC;;2014448578;;Roberto Rivera;;EMBARGAR
CE;;2075584843;;Carlos Castro;;INHABILITAR
NUIP;;2013114531;;Luis Vega;;EMBARGAR
CC;;2015891154;;Veronica Herrera;;INHABILITAR
NUIP;;2031177776;;Gabriela Zapata;;EMBARGAR
NUIP;;2026103123;;Luis Moreno;;INHABILITAR
CC;;2049782907;;Ricardo Montoya;;EMBARGAR
RC;;2033517606;;Hernan Giraldo;;INHABILITAR
TI;;2086642800;;Esteban Arias;;EMBARGAR
NUIP;;2030106343;;Valentina Cano;;INHABILITAR
TI;;2060337019;;Lorena Murillo;;INHABILITAR
NUIP;;2065505307;;Laura Rios;;EMBARGAR
RC;;2071297485;;Luisa Castro;;INHABILITAR
TI;;2067524882;;Javier Molina;;INHABILITAR
CC;;2033759582;;Samuel Giraldo;;EMBARGAR
RC;;2082952094;;Miguel Ortiz;;EMBARGAR
RC;;2008089940;;Alfredo Duarte;;INHABILITAR
RC;;2013224417;;Gustavo Rivera;;EMBARGAR
TI;;2046754872;;Silvia Salazar;;INHABILITAR
CE;;2082853881;;Alonso Rivera;;INHABILITAR
TI;;2070171336;;Raquel Jaramillo;;EMBARGAR
CE;;2061019301;;Claudia Arias;;EMBARGAR
NUIP;;2027700826;;Ricardo Ortiz;;INHABILITAR
NUIP;;2030758648;;Adriana Gutierrez;;EMBARGAR
TI;;2013801837;;Alonso Moreno;;INHABILITAR
CC;;2040461408;;Rafael Moreno;;INHABILITAR
TI;;2068634482;;Sebastian Gomez;;EMBARGAR
CE;;2056369275;;Felipe Murillo;;INHABILITAR
TI;;2018208161;;Alicia Rojas;;INHABILITAR
CC;;2032041425;;Esteban Vargas;;INHABILITAR
CE;;2024026122;;Catalina Zapata;;EMBARGAR
TI;;2086672823;;Carlos Aguilar;;EMBARGAR
CE;;2090257830;;Ana Moreno;;INHABILITAR
CE;;2046304778;;Ricardo Cano;;EMBARGAR
CC;;2091938005;;Valentina Mendez;;INHABILITAR
CC;;2037064154;;Claudia Paredes;;EMBARGAR
NUIP;;2073476207;;Jorge Aguilar;;EMBARGAR
NUIP;;2015709880;;Raquel Rios;;EMBARGAR
CC;;2045022363;;Sebastian Rojas;;INHABILITAR
NUIP;;2083162582;;Diana Mendez;;INHABILITAR
NUIP;;2064214713;;Alicia Torres;;INHABILITAR
CC;;2075337205;;Rosa Montoya;;EMBARGAR
TI;;2075044819;;Raquel Diaz;;EMBARGAR
CC;;2076373626;;Diana Valencia;;INHABILITAR
TI;;2062973003;;Veronica Gallego;;INHABILITAR
TI;;2048151136;;Alonso Gutierrez;;EMBARGAR
TI;;2017438184;;Hector Franco;;EMBARGAR
CC;;2006326459;;Mauricio Paredes;;EMBARGAR
CC;;2091080612;;Lucrecia Lopez;;EMBARGAR
RC;;2077722342;;Gustavo Lopez;;INHABILITAR
NUIP;;2097571507;;Victor Lopez;;EMBARGAR
NUIP;;2074611534;;Rosa Molina;;INHABILITAR
CC;;2087739059;;Sandra Bautista;;EMBARGAR
RC;;2051809062;;Tatiana Zapata;;INHABILITAR
CC;;2082550713;;Adriana Bonilla;;INHABILITAR
CC;;2079020622;;Julia Salazar;;EMBARGAR
CC;;2066409928;;Roberto Ospina;;EMBARGAR
CE;;2038553269;;Jose Ruiz;;EMBARGAR
RC;;2054761888;;Alfredo Moreno;;INHABILITAR
NUIP;;2040035703;;Diego Giraldo;;INHABILITAR
TI;;2076357415;;Fernando Prieto;;INHABILITAR
TI;;2069264073;;Silvia Lopez;;INHABILITAR
TI;;2010993311;;Ivan Gutierrez;;EMBARGAR
CE;;2015743699;;Ana Martinez;;EMBARGAR
NUIP;;2082288607;;Rodrigo Bonilla;;EMBARGAR
TI;;2037842384;;Lorena Giraldo;;INHABILITAR
NUIP;;2006190605;;Nathalia Prieto;;INHABILITAR
NUIP;;2051931642;;Cesar Aguilar;;EMBARGAR
RC;;2072397842;;Ivan Moreno;;INHABILITAR
