tipo_documento;;documento;;nombre_completo;;caracterizacion
CC;;2020483736;;Rodrigo Sanchez;;EMBARGAR
RC;;2086589255;;Samuel Cabrera;;INHABILITAR
TI;;2091995303;;Marcela Molina;;EMBARGAR
CE;;2099818898;;Carmen Lopez;;INHABILITAR
TI;;2036899672;;Monica Gallego;;INHABILITAR
RC;;2040630624;;Laura Moreno;;INHABILITAR
TI;;2042175961;;Mariana Cano;;EMBARGAR
TI;;2073713469;;Javier Ruiz;;EMBARGAR
NUIP;;2049269893;;Carmen Herrera;;EMBARGAR
TI;;2038780892;;Sebastian Garcia;;EMBARGAR
CE;;2045474261;;Luis Fernandez;;EMBARGAR
CE;;2045127686;;Carlos Molina;;INHABILITAR
NUIP;;2066207210;;Javier Franco;;EMBARGAR
RC;;2041456967;;Marcela Ramirez;;INHABILITAR
TI;;2053957117;;Luis Vega;;EMBARGAR
CE;;2036961674;;Carmen Gallego;;EMBARGAR
TI;;2067352709;;Roberto Montoya;;EMBARGAR
TI;;2077618515;;Miguel Molina;;INHABILITAR
RC;;2063515590;;Luis Herrera;;EMBARGAR
TI;;2049043529;;Cesar Moreno;;EMBARGAR
NUIP;;2032146201;;Gustavo Diaz;;INHABILITAR
CC;;2037374611;;Lucrecia Cabrera;;EMBARGAR
CC;;2028257913;;Esteban Castro;;INHABILITAR
CE;;2019576238;;Ana Mejia;;EMBARGAR
CE;;2008311269;;Roberto Vargas;;EMBARGAR
TI;;2006534380;;Claudia Moreno;;EMBARGAR
RC;;2032344439;;Mauricio Duarte;;EMBARGAR
NUIP;;2005242238;;Camila Beltran;;EMBARGAR
CC;;2033596252;;Fernando Vega;;INHABILITAR
CC;;2082735088;;Jorge Arango;;EMBARGAR
TI;;2042712192;;Julia Rios;;EMBARGAR
TI;;2062283662;;Lucrecia Franco;;EMBARGAR
RC;;2011481150;;Paula Franco;;EMBARGAR
CE;;2017583896;;Lucrecia Gallego;;INHABILITAR
CE;;2063445658;;Lorena Gutierrez;;EMBARGAR
CC;;2077175126;;Liliana Ramirez;;EMBARGAR
CE;;2035820838;;Patricia Gallego;;EMBARGAR
CC;;2031592776;;Paola Arias;;EMBARGAR
CE;;2080993515;;Pedro Lopez;;INHABILITAR
CE;;2013856065;;Gloria Torres;;INHABILITAR
RC;;2073418164;;Gustavo Prieto;;EMBARGAR
NUIP;;2038592614;;Tatiana Arango;;INHABILITAR
TI;;2015195637;;Manuel Vega;;INHABILITAR
NUIP;;2071864197;;Claudia Lopez;;EMBARGAR
CE;;2062619093;;Gustavo Salazar;;INHABILITAR
CC;;2075679407;;Valentina Franco;;INHABILITAR
CE;;2091721476;;Claudia Cano;;INHABILITAR
NUIP;;2060803218;;Alfredo Prieto;;EMBARGAR
RC;;2060930123;;Cristian Ramirez;;INHABILITAR
TI;;2067116835;;Alicia Montoya;;INHABILITAR
CE;;2075904434;;Nathalia Ruiz;;EMBARGAR
NUIP;;2062024205;;Monica Ruiz;;EMBARGAR
CE;;2079687900;;Gabriela Duarte;;EMBARGAR
NUIP;;2007311349;;Ricardo Mendez;;INHABILITAR
CC;;2069265878;;Lorena Rivera;;INHABILITAR
RC;;2075216381;;Victor Montoya;;EMBARGAR
TI;;2098612510;;Patricia Gallego;;INHABILITAR
RC;;2074317722;;Manuel Salazar;;EMBARGAR
CC;;2065908241;;Teresa Rios;;EMBARGAR
CE;;2086422102;;Beatriz Robledo;;INHABILITAR
NUIP;;2048656582;;Felipe Molina;;INHABILITAR
TI;;2026947831;;Valentina Lopez;;INHABILITAR
TI;;2081285935;;Valentina Castro;;INHABILITAR
TI;;2092694120;;Andres Ramirez;;EMBARGAR
CC;;2071219883;;Mariana Torres;;INHABILITAR
CE;;2047052936;;Diana Vega;;INHABILITAR
TI;;2011476921;;Pedro Fernandez;;EMBARGAR
CC;;2027440314;;Gloria Salazar;;EMBARGAR
CE;;2024256795;;Lucrecia Molina;;EMBARGAR
CE;;2005688525;;Gloria Valencia;;INHABILITAR
NUIP;;2021094950;;Tatiana Bonilla;;EMBARGAR
TI;;2026060713;;Luis Castaño;;EMBARGAR
NUIP;;2008398479;;Roberto Moreno;;INHABILITAR
CC;;2080378567;;Angela Martinez;;EMBARGAR
RC;;2014931791;;Diego Moreno;;EMBARGAR
NUIP;;2093652069;;Gustavo Mejia;;EMBARGAR
CC;;2025266847;;Miguel Montoya;;EMBARGAR
NUIP;;2074352136;;Paula Salazar;;EMBARGAR
CE;;2053014804;;Jorge Rios;;INHABILITAR
TI;;2070733794;;Gabriel Aguilar;;INHABILITAR
CC;;2052949750;;Ivan Vega;;INHABILITAR
CE;;2043908919;;Angela Fernandez;;EMBARGAR
RC;;2019579250;;Tatiana Salazar;;INHABILITAR
CE;;2041972828;;Victor Moreno;;INHABILITAR
CE;;2093648714;;Diana Franco;;EMBARGAR
CE;;2041950376;;Luis Martinez;;INHABILITAR
CC;;2078721528;;Luis Torres;;EMBARGAR
CC;;2013414859;;Roberto Castillo;;EMBARGAR
CE;;2068181437;;Javier Moreno;;INHABILITAR
CE;;2004328988;;Nathalia Montoya;;EMBARGAR
TI;;2047306766;;Alicia Velasquez;;INHABILITAR
RC;;2071798575;;Esteban Duarte;;EMBARGAR
RC;;2035874175;;Ricardo Ortiz;;INHABILITAR
RC;;2034987552;;Liliana Moreno;;EMBARGAR
CE;;2056335244;;Luisa Rodriguez;;EMBARGAR
RC;;2080051474;;Gloria Torres;;EMBARGAR
CE;;2015535049;;Alonso Arango;;EMBARGAR
TI;;2056761196;;Luis Cabrera;;INHABILITAR
NUIP;;2074798054;;Laura Mejia;;EMBARGAR
RC;;2043879504;;Mariana Fernandez;;INHABILITAR
