tipo_documento;;documento;;nombre_completo;;caracterizacion
TI;;2017299881;;Rafael Rivera;;EMBARGAR
CE;;2049466404;;Luisa Gutierrez;;EMBARGAR
CC;;2080999599;;Jose Vega;;INHABILITAR
CC;;2015182094;;Hernan Franco;;INHABILITAR
TI;;2029314242;;Monica Munoz;;EMBARGAR
TI;;2096737483;;Laura Cano;;EMBARGAR
RC;;2086397838;;Manuel Ruiz;;EMBARGAR
CC;;2074162058;;Cristian Velasquez;;EMBARGAR
CE;;2074549338;;Marta Cardenas;;EMBARGAR
CC;;2028062531;;Ricardo Castaño;;INHABILITAR
NUIP;;2068701112;;Veronica Mejia;;INHABILITAR
NUIP;;2087368151;;Silvia Cano;;INHABILITAR
RC;;2003014803;;Raquel Castillo;;INHABILITAR
CE;;2051905530;;Laura Paredes;;INHABILITAR
CC;;2057003429;;Nathalia Lopez;;EMBARGAR
CE;;2034899186;;Gloria Gutierrez;;EMBARGAR
CE;;2002790818;;Pedro Sanchez;;EMBARGAR
NUIP;;2092955855;;Carmen Sanchez;;INHABILITAR
CC;;2081458729;;Ricardo Franco;;INHABILITAR
RC;;2076676713;;Diana Lopez;;INHABILITAR
CE;;2043936992;;Samuel Rojas;;INHABILITAR
CE;;2082046361;;Sebastian Moreno;;INHABILITAR
TI;;2037744986;;Hector Bautista;;INHABILITAR
TI;;2032090885;;Santiago Cabrera;;INHABILITAR
CE;;2019886758;;Laura Mendez;;INHABILITAR
NUIP;;2095087478;;Rafael Cano;;INHABILITAR
CC;;2053007780;;Gabriela Ramirez;;EMBARGAR
CE;;2071209825;;Luisa Paredes;;EMBARGAR
TI;;2031336811;;Jorge Rivera;;INHABILITAR
TI;;2020584328;;Juan Vega;;EMBARGAR
RC;;2061772509;;Beatriz Vega;;EMBARGAR
NUIP;;2032136993;;Luisa Salazar;;EMBARGAR
RC;;2068586913;;Carmen Giraldo;;INHABILITAR
CC;;2046896078;;Cristian Cano;;EMBARGAR
CE;;2086555607;;Nathalia Mendez;;EMBARGAR
