tipo_documento;;documento;;nombre_completo;;caracterizacion
CC;;2021562577;;Luis Gomez;;INHABILITAR
RC;;2035508321;;Nathalia Sanchez;;INHABILITAR
TI;;2066806569;;Sebastian Cano;;INHABILITAR
NUIP;;2029426764;;Gustavo Torres;;EMBARGAR
RC;;2012878516;;Diego Moreno;;INHABILITAR
CC;;2062685323;;Liliana Herrera;;EMBARGAR
TI;;2016900596;;Veronica Quiroz;;INHABILITAR
CE;;2010607506;;Rodrigo Quiroz;;INHABILITAR
TI;;2071393522;;Alicia Montoya;;INHABILITAR
NUIP;;2087075842;;Oscar Torres;;INHABILITAR
RC;;2081772893;;Adriana Quiroz;;INHABILITAR
RC;;2020057008;;Jorge Ramirez;;EMBARGAR
CC;;2042300839;;Alfredo Torres;;EMBARGAR
NUIP;;2049037280;;Javier Torres;;EMBARGAR
CE;;2021700147;;Felipe Zapata;;EMBARGAR
TI;;2043801198;;Victor Gutierrez;;INHABILITAR
CE;;2096431884;;Samuel Valencia;;INHABILITAR
RC;;2044948208;;Carmen Ospina;;INHABILITAR
NUIP;;2031073619;;Tatiana Diaz;;INHABILITAR
CC;;2061442557;;Gloria Ramirez;;INHABILITAR
NUIP;;2087908965;;Rafael Garcia;;INHABILITAR
CC;;2048684097;;Samuel Mendez;;INHABILITAR
RC;;2013944120;;Juan Cardenas;;EMBARGAR
NUIP;;2077803512;;Victor Velasquez;;INHABILITAR
NUIP;;2038529614;;Paola Herrera;;EMBARGAR
CE;;2032270070;;Paola Lara;;EMBARGAR
TI;;2045315225;;Laura Cano;;EMBARGAR
NUIP;;2072535466;;Gustavo Franco;;EMBARGAR
TI;;2006582978;;Mariana Diaz;;INHABILITAR
NUIP;;2017240303;;Laura Ortiz;;INHABILITAR
NUIP;;2013302289;;Sandra Rojas;;EMBARGAR
CE;;2073837603;;Mauricio Arias;;EMBARGAR
CE;;2022042945;;Alicia Zapata;;EMBARGAR
CC;;2070276123;;Luis Munoz;;EMBARGAR
TI;;2024662278;;Alicia Velasquez;;EMBARGAR
TI;;2030426777;;Gabriela Munoz;;EMBARGAR
CE;;2036937998;;Pedro Torres;;INHABILITAR
CE;;2000628780;;Luisa Velasquez;;EMBARGAR
RC;;2083539709;;Andres Herrera;;INHABILITAR
RC;;2074972528;;Juan Bautista;;EMBARGAR
CE;;2048226494;;Ricardo Jimenez;;INHABILITAR
CE;;2099704892;;Carmen Rodriguez;;EMBARGAR
TI;;2015672630;;Diana Hernandez;;EMBARGAR
NUIP;;2025974963;;Valentina Robledo;;EMBARGAR
CC;;2045431517;;Eduardo Gomez;;EMBARGAR
CE;;2015253212;;Eduardo Ramirez;;EMBARGAR
CC;;2041235526;;Beatriz Duarte;;EMBARGAR
NUIP;;2034926587;;Julia Herrera;;EMBARGAR
CE;;2010321010;;Gabriel Vega;;INHABILITAR
CC;;2084945256;;Monica Torres;;INHABILITAR
NUIP;;2077511159;;Luis Cardenas;;EMBARGAR
TI;;2008223831;;Liliana Velasquez;;EMBARGAR
RC;;2006245845;;Paola Valencia;;INHABILITAR
CE;;2045726119;;Samuel Salazar;;INHABILITAR
NUIP;;2076012706;;Patricia Mendez;;EMBARGAR
TI;;2001161313;;Lorena Rios;;EMBARGAR
RC;;2027689544;;Paola Mejia;;INHABILITAR
CE;;2079398633;;Silvia Ortiz;;EMBARGAR
CC;;2078567790;;Lorena Diaz;;EMBARGAR
RC;;2086417295;;Pedro Castillo;;INHABILITAR
NUIP;;2041088890;;Veronica Mendez;;EMBARGAR
RC;;2039933553;;Fernando Franco;;INHABILITAR
RC;;2042559172;;Ivan Lara;;INHABILITAR
TI;;2020892988;;Manuel Bautista;;EMBARGAR
RC;;2018531003;;Hernan Mejia;;INHABILITAR
TI;;2026015538;;Liliana Valencia;;INHABILITAR
CC;;2049795054;;Angela Gutierrez;;INHABILITAR
TI;;2018485336;;Cesar Ruiz;;INHABILITAR
TI;;2043585444;;Rodrigo Duarte;;EMBARGAR
CE;;2085327598;;Teresa Salazar;;INHABILITAR
NUIP;;2059697922;;Carlos Bonilla;;INHABILITAR
NUIP;;2032551263;;Lorena Mendez;;EMBARGAR
TI;;2040832900;;Sandra Sanchez;;INHABILITAR
NUIP;;2059133520;;Luisa Ramirez;;EMBARGAR
NUIP;;2092866837;;Juan Salazar;;INHABILITAR
RC;;2095935499;;Nathalia Fernandez;;INHABILITAR
