tipo_documento;;documento;;nombre_completo;;caracterizacion
CE;;2073281939;;Monica Rodriguez;;EMBARGAR
CC;;2052255834;;Laura Rodriguez;;EMBARGAR
TI;;2035145396;;Violeta Rivera;;EMBARGAR
RC;;2079390631;;Julia Garcia;;EMBARGAR
CE;;2084378905;;Fernando Ramirez;;INHABILITAR
TI;;2060871624;;Rosa Gutierrez;;EMBARGAR
TI;;2062956651;;Carlos Lopez;;EMBARGAR
CC;;2008293989;;Cesar Ruiz;;EMBARGAR
CE;;2059947383;;Ana Herrera;;EMBARGAR
NUIP;;2083867073;;Manuel Herrera;;EMBARGAR
RC;;2026454707;;Eduardo Gomez;;EMBARGAR
NUIP;;2003894129;;Luisa Cabrera;;INHABILITAR
RC;;2068643080;;Felipe Robledo;;EMBARGAR
RC;;2077547792;;Alfredo Arango;;INHABILITAR
CC;;2050557942;;Samuel Murillo;;INHABILITAR
CC;;2091767696;;Liliana Rivera;;INHABILITAR
CE;;2038856351;;Rafael Salazar;;INHABILITAR
CC;;2030309809;;Alicia Moreno;;INHABILITAR
RC;;2080090185;;Violeta Lopez;;EMBARGAR
NUIP;;2045388556;;Nathalia Vega;;EMBARGAR
CC;;2095516388;;Camila Gomez;;INHABILITAR
CE;;2094760861;;Gabriel Mendez;;INHABILITAR
CC;;2091305191;;Ivan Arias;;EMBARGAR
RC;;2079102025;;Lorena Ruiz;;EMBARGAR
NUIP;;2062494988;;Luis Torres;;EMBARGAR
CE;;2000843892;;Liliana Montoya;;INHABILITAR
TI;;2090589671;;Julia Moreno;;INHABILITAR
RC;;2082199787;;Camila Sanchez;;INHABILITAR
RC;;2090517898;;Fernando Franco;;INHABILITAR
CE;;2002445314;;Felipe Molina;;INHABILITAR
CC;;2045261963;;Liliana Arias;;INHABILITAR
CE;;2092639593;;Hernan Robledo;;INHABILITAR
TI;;2031910818;;Manuel Munoz;;EMBARGAR
CE;;2042053738;;Hector Fernandez;;INHABILITAR
CE;;2028058590;;Laura Diaz;;INHABILITAR
TI;;2068319135;;Liliana Rojas;;INHABILITAR
CC;;2025398869;;Carlos Moreno;;INHABILITAR
RC;;2083087054;;Diego Rivera;;INHABILITAR
TI;;2016069980;;Sandra Murillo;;EMBARGAR
TI;;2068122903;;Monica Ruiz;;EMBARGAR
CE;;2042928405;;Veronica Rivera;;EMBARGAR
CE;;2026277261;;Silvia Prieto;;INHABILITAR
CC;;2039462346;;Luisa Franco;;EMBARGAR
TI;;2044794925;;Luis Mejia;;EMBARGAR
NUIP;;2057325982;;Ana Franco;;EMBARGAR
CE;;2035075532;;Roberto Franco;;EMBARGAR
CC;;2010166299;;Violeta Valencia;;EMBARGAR
RC;;2093022282;;Manuel Moreno;;INHABILITAR
RC;;2051778640;;Mariana Vega;;INHABILITAR
RC;;2017474492;;Javier Giraldo;;INHABILITAR
RC;;2050887696;;Teresa Cabrera;;INHABILITAR
CC;;2052929920;;Paula Rios;;EMBARGAR
CE;;2072653924;;Hernan Ruiz;;EMBARGAR
NUIP;;2005585076;;Ivan Murillo;;EMBARGAR
RC;;2004971533;;Andres Acosta;;EMBARGAR
CE;;2010646066;;Jose Ruiz;;EMBARGAR
RC;;2074476860;;Diana Bautista;;INHABILITAR
RC;;2095255993;;Fernando Sanchez;;INHABILITAR
TI;;2041551621;;Rodrigo Gutierrez;;INHABILITAR
CE;;2066309246;;Ricardo Salazar;;EMBARGAR
CC;;2095062797;;Gabriel Salazar;;INHABILITAR
NUIP;;2023017605;;Rosa Salazar;;EMBARGAR
CE;;2098469263;;Gloria Herrera;;EMBARGAR
