tipo_documento;;documento;;nombre_completo;;caracterizacion
CE;;2018532893;;Gabriela Torres;;INHABILITAR
RC;;2078607648;;Samuel Gomez;;INHABILITAR
RC;;2026780173;;Ricardo Giraldo;;EMBARGAR
NUIP;;2044626938;;Teresa Ramirez;;EMBARGAR
CE;;2036090302;;Eduardo Duarte;;EMBARGAR
RC;;2038954506;;Andres Quiroz;;INHABILITAR
RC;;2081429386;;Laura Munoz;;EMBARGAR
CE;;2018524377;;Carmen Garcia;;INHABILITAR
CC;;2017050772;;Cesar Mejia;;INHABILITAR
TI;;2028364103;;Felipe Giraldo;;INHABILITAR
TI;;2047541913;;Beatriz Vega;;EMBARGAR
RC;;2041817223;;Silvia Arango;;EMBARGAR
NUIP;;2084962972;;Marcela Herrera;;EMBARGAR
NUIP;;2024046757;;Hector Bautista;;INHABILITAR
NUIP;;2033904038;;Teresa Arias;;INHABILITAR
TI;;2029542284;;Ana Hernandez;;EMBARGAR
NUIP;;2006080810;;Adriana Robledo;;EMBARGAR
NUIP;;2038585273;;Marcela Torres;;EMBARGAR
CE;;2018933949;;Claudia Jaramillo;;INHABILITAR
CC;;2051534619;;Paola Sanchez;;EMBARGAR
CC;;2076878409;;Jorge Castillo;;INHABILITAR
CC;;2014451146;;Javier Mejia;;EMBARGAR
NUIP;;2076849297;;Gloria Quiroz;;EMBARGAR
TI;;2059933712;;Carmen Rodriguez;;EMBARGAR
NUIP;;2061920076;;Gloria Aguilar;;INHABILITAR
CC;;2090346926;;Patricia Jaramillo;;INHABILITAR
CC;;2000659090;;Miguel Giraldo;;INHABILITAR
CE;;2070610627;;Rosa Beltran;;EMBARGAR
NUIP;;2042888929;;Violeta Ramirez;;INHABILITAR
RC;;2086441721;;Silvia Mejia;;EMBARGAR
TI;;2094720799;;Juan Valencia;;EMBARGAR
CC;;2055341526;;Hernan Montoya;;EMBARGAR
NUIP;;2044668924;;Alonso Arias;;EMBARGAR
NUIP;;2022783218;;Marcela Castro;;INHABILITAR
CC;;2016867186;;Violeta Salazar;;INHABILITAR
TI;;2037933364;;Ivan Lara;;EMBARGAR
NUIP;;2075464027;;Diego Robledo;;EMBARGAR
CC;;2075809916;;Tatiana Vega;;EMBARGAR
TI;;2045335511;;Mariana Zapata;;EMBARGAR
TI;;2082550183;;Carlos Murillo;;INHABILITAR
CE;;2039267017;;Cristian Arias;;INHABILITAR
NUIP;;2068350428;;Veronica Lara;;INHABILITAR
TI;;2099807824;;Cristian Torres;;INHABILITAR
RC;;2028067743;;Adriana Moreno;;EMBARGAR
NUIP;;2062118696;;Gabriel Montoya;;EMBARGAR
NUIP;;2004306177;;Nathalia Beltran;;EMBARGAR
CC;;2011116074;;Lorena Castaño;;EMBARGAR
TI;;2070406875;;Gabriel Ramirez;;EMBARGAR
RC;;2068972232;;Gabriel Franco;;INHABILITAR
CC;;2025838471;;Gabriel Cardenas;;EMBARGAR
TI;;2025598581;;Diego Rios;;INHABILITAR
RC;;2088082742;;Camila Salazar;;EMBARGAR
RC;;2051451132;;Sandra Molina;;INHABILITAR
TI;;2039745169;;Gabriela Gutierrez;;EMBARGAR
NUIP;;2088696361;;Diana Aguilar;;INHABILITAR
CE;;2058205889;;Eduardo Cano;;EMBARGAR
NUIP;;2055750154;;Luisa Mendez;;INHABILITAR
