tipo_documento;;documento;;nombre_completo;;caracterizacion
CC;;2081594973;;Alonso Gomez;;INHABILITAR
CC;;2057171076;;Violeta Salazar;;INHABILITAR
RC;;2041720018;;Beatriz Vargas;;INHABILITAR
CE;;2070681564;;Roberto Beltran;;INHABILITAR
CE;;2071989326;;Diego Munoz;;INHABILITAR
NUIP;;2067121535;;Samuel Giraldo;;INHABILITAR
NUIP;;2057258952;;Luis Prieto;;INHABILITAR
RC;;2004526597;;Victor Robledo;;EMBARGAR
TI;;2099696930;;Luis Lara;;EMBARGAR
NUIP;;2045911800;;Oscar Sanchez;;INHABILITAR
RC;;2038274387;;Oscar Mendez;;INHABILITAR
CE;;2027324692;;Sandra Castaño;;EMBARGAR
RC;;2020748889;;Mauricio Acosta;;EMBARGAR
CC;;2073780394;;Fernando Murillo;;EMBARGAR
CE;;2022348388;;Marcela Vega;;EMBARGAR
CE;;2083328571;;Diego Castillo;;EMBARGAR
NUIP;;2024549831;;Luis Castaño;;INHABILITAR
CE;;2044527177;;Hernan Arango;;EMBARGAR
RC;;2074261760;;Andres Ruiz;;EMBARGAR
CE;;2029848380;;Diego Giraldo;;EMBARGAR
CE;;2062817830;;Felipe Murillo;;EMBARGAR
TI;;2065051147;;Nathalia Cardenas;;EMBARGAR
NUIP;;2066904437;;Manuel Aguilar;;INHABILITAR
CE;;2001057876;;Cristian Vega;;EMBARGAR
NUIP;;2033040494;;Manuel Montoya;;EMBARGAR
RC;;2053393434;;Ricardo Munoz;;INHABILITAR
NUIP;;2066450151;;Rafael Rios;;INHABILITAR
CE;;2061506973;;Mauricio Cano;;EMBARGAR
RC;;2012617244;;Diego Munoz;;EMBARGAR
CC;;2007617098;;Paola Giraldo;;EMBARGAR
TI;;2026459786;;Tatiana Arango;;EMBARGAR
CE;;2063244057;;Luisa Paredes;;EMBARGAR
CC;;2063778517;;Rosa Mendez;;EMBARGAR
RC;;2095135815;;Rafael Munoz;;EMBARGAR
TI;;2022195352;;Valentina Salazar;;EMBARGAR
CE;;2074978006;;Violeta Arias;;INHABILITAR
NUIP;;2086800070;;Gabriel Aguilar;;INHABILITAR
TI;;2079337703;;Pedro Lara;;INHABILITAR
RC;;2062249095;;Luis Beltran;;INHABILITAR
RC;;2011723929;;Jose Herrera;;EMBARGAR
RC;;2038452304;;Silvia Herrera;;INHABILITAR
CE;;2008517324;;Felipe Herrera;;EMBARGAR
NUIP;;2071899098;;Rafael Arango;;EMBARGAR
CE;;2004818942;;Carmen Paredes;;INHABILITAR
NUIP;;2017678943;;Pedro Moreno;;EMBARGAR
CC;;2002178830;;Claudia Garcia;;INHABILITAR
TI;;2091178373;;Javier Garcia;;EMBARGAR
RC;;2054134494;;Rodrigo Robledo;;INHABILITAR
RC;;2009241346;;Roberto Gutierrez;;EMBARGAR
