tipo_documento;;documento;;nombre_completo;;caracterizacion
RC;;2030362509;;Valentina Gomez;;EMBARGAR
TI;;2071201531;;Marta Torres;;EMBARGAR
TI;;2065422965;;Liliana Lopez;;INHABILITAR
CC;;2007649684;;Jose Arango;;EMBARGAR
TI;;2011001885;;Hernan Aguilar;;INHABILITAR
CE;;2035971355;;Luisa Rivera;;INHABILITAR
CC;;2037082599;;Diego Bonilla;;EMBARGAR
TI;;2021187503;;Lorena Bautista;;INHABILITAR
TI;;2074348985;;Felipe Torres;;EMBARGAR
NUIP;;2074299999;;Camila Hernandez;;INHABILITAR
TI;;2002143151;;Jorge Cano;;INHABILITAR
CE;;2001350764;;Nathalia Beltran;;INHABILITAR
CC;;2037776976;;Teresa Cano;;INHABILITAR
RC;;2062014407;;Andres Arango;;EMBARGAR
CE;;2083916989;;Victor Moreno;;INHABILITAR
RC;;2089812023;;Luis Velasquez;;INHABILITAR
CC;;2040184536;;Paola Giraldo;;EMBARGAR
RC;;2016036489;;Carmen Paredes;;EMBARGAR
NUIP;;2044639957;;Beatriz Martinez;;EMBARGAR
NUIP;;2052501105;;Raquel Bonilla;;INHABILITAR
CC;;2037335915;;Javier Ortiz;;EMBARGAR
RC;;2017770291;;Luis Franco;;INHABILITAR
RC;;2020372983;;Samuel Castaño;;INHABILITAR
CE;;2014731354;;Veronica Ruiz;;INHABILITAR
RC;;2042865993;;Eduardo Lopez;;INHABILITAR
CC;;2086125281;;Sebastian Murillo;;INHABILITAR
CE;;2039152993;;Samuel Bonilla;;EMBARGAR
TI;;2042651541;;Hernan Ramirez;;EMBARGAR
CC;;2051439581;;Oscar Arango;;INHABILITAR
CC;;2088153751;;Javier Prieto;;INHABILITAR
NUIP;;2019097099;;Luisa Diaz;;EMBARGAR
CC;;2068552500;;Alfredo Prieto;;EMBARGAR
CE;;2058611034;;Miguel Bonilla;;EMBARGAR
NUIP;;2022151849;;Paola Molina;;EMBARGAR
NUIP;;2080433399;;Cristian Jaramillo;;EMBARGAR
TI;;2031896947;;Pedro Murillo;;INHABILITAR
RC;;2028985313;;Carmen Rojas;;INHABILITAR
NUIP;;2077632778;;Eduardo Murillo;;INHABILITAR
TI;;2033142493;;Teresa Ramirez;;EMBARGAR
CC;;2051448735;;Luis Ospina;;EMBARGAR
TI;;2062145321;;Luis Vega;;INHABILITAR
RC;;2091826223;;Victor Cabrera;;INHABILITAR
RC;;2042385412;;Camila Arias;;INHABILITAR
RC;;2036305057;;Diana Acosta;;INHABILITAR
TI;;2007826743;;Tatiana Torres;;EMBARGAR
TI;;2032112600;;Alfredo Cardenas;;EMBARGAR
RC;;2002726798;;Violeta Moreno;;INHABILITAR
CE;;2021233381;;Oscar Mendez;;INHABILITAR
RC;;2008778958;;Lorena Diaz;;EMBARGAR
TI;;2086444010;;Liliana Beltran;;INHABILITAR
CE;;2057257149;;Lorena Prieto;;INHABILITAR
NUIP;;2006569595;;Pedro Munoz;;INHABILITAR
CC;;2078728558;;Eduardo Castro;;EMBARGAR
CC;;2011865745;;Jose Castaño;;INHABILITAR
CC;;2054436914;;Cristian Arango;;INHABILITAR
NUIP;;2041769764;;Liliana Rios;;EMBARGAR
RC;;2068463876;;Teresa Duarte;;INHABILITAR
NUIP;;2071934566;;Silvia Acosta;;EMBARGAR
TI;;2047027802;;Sandra Gutierrez;;EMBARGAR
NUIP;;2089312750;;Catalina Arango;;EMBARGAR
NUIP;;2036354860;;Cristian Cardenas;;INHABILITAR
CE;;2053591638;;Javier Castaño;;INHABILITAR
CE;;2046850757;;Laura Garcia;;INHABILITAR
NUIP;;2026083828;;Beatriz Moreno;;INHABILITAR
CC;;2087496479;;Teresa Diaz;;INHABILITAR
RC;;2055722793;;Hernan Garcia;;EMBARGAR
TI;;2001756419;;Santiago Montoya;;EMBARGAR
TI;;2043514637;;Ana Aguilar;;INHABILITAR
NUIP;;2091141185;;Rosa Zapata;;INHABILITAR
NUIP;;2001210190;;Luis Vega;;INHABILITAR
NUIP;;2057342690;;Luis Salazar;;EMBARGAR
RC;;2072865719;;Samuel Cano;;INHABILITAR
CC;;2067052185;;Oscar Rodriguez;;EMBARGAR
RC;;2007767715;;Luis Herrera;;INHABILITAR
NUIP;;2047212307;;Ricardo Ruiz;;EMBARGAR
CE;;2001378853;;Diego Paredes;;EMBARGAR
NUIP;;2059860197;;Rodrigo Lopez;;INHABILITAR
CE;;2006940600;;Paula Moreno;;INHABILITAR
TI;;2041414346;;Paola Molina;;EMBARGAR
CC;;2093735479;;Jorge Ruiz;;INHABILITAR
CE;;2070067588;;Manuel Lopez;;INHABILITAR
RC;;2041575859;;Pedro Ruiz;;EMBARGAR
NUIP;;2091642794;;Alonso Franco;;INHABILITAR
CE;;2037000202;;Rosa Murillo;;INHABILITAR
TI;;2068860460;;Diego Castro;;EMBARGAR
TI;;2055748296;;Mauricio Aguilar;;EMBARGAR
TI;;2023893813;;Cristian Ortiz;;INHABILITAR
RC;;2088732558;;Victor Ortiz;;EMBARGAR
TI;;2009043010;;Gloria Rojas;;INHABILITAR
RC;;2091073070;;Roberto Salazar;;EMBARGAR
RC;;2041344237;;Silvia Garcia;;EMBARGAR
CC;;2088089188;;Lucrecia Ortiz;;INHABILITAR
TI;;2015638046;;Luis Arango;;EMBARGAR
CC;;2034086729;;Patricia Salazar;;EMBARGAR
RC;;2055308462;;Felipe Molina;;EMBARGAR
NUIP;;2039772827;;Gabriela Zapata;;EMBARGAR
NUIP;;2011058480;;Carlos Ortiz;;EMBARGAR
CC;;2064781654;;Liliana Ramirez;;EMBARGAR
RC;;2096618257;;Tatiana Paredes;;INHABILITAR
RC;;2066843614;;Diego Castaño;;INHABILITAR
