tipo_documento;;documento;;nombre_completo;;caracterizacion
RC;;2073714893;;Nathalia Prieto;;INHABILITAR
CE;;2044405367;;Jorge Acosta;;EMBARGAR
RC;;2086961562;;Patricia Velasquez;;INHABILITAR
CE;;2054962242;;Fernando Castillo;;EMBARGAR
TI;;2063103223;;Marta Acosta;;EMBARGAR
CC;;2052674693;;Julia Moreno;;INHABILITAR
TI;;2090680364;;Eduardo Robledo;;INHABILITAR
CE;;2034716564;;Rosa Torres;;EMBARGAR
CC;;2097602548;;Mariana Quiroz;;INHABILITAR
RC;;2003130506;;Cesar Rios;;INHABILITAR
RC;;2037654799;;Patricia Quiroz;;INHABILITAR
CC;;2096667242;;Silvia Salazar;;INHABILITAR
RC;;2020614927;;Paula Arango;;EMBARGAR
TI;;2068709712;;Carmen Cardenas;;INHABILITAR
CC;;2051276815;;Andres Quiroz;;EMBARGAR
CE;;2003982143;;Santiago Jimenez;;EMBARGAR
CE;;2090705226;;Mariana Murillo;;INHABILITAR
NUIP;;2089407515;;Catalina Fernandez;;INHABILITAR
RC;;2049468884;;Sebastian Ruiz;;EMBARGAR
RC;;2048274139;;Patricia Vega;;EMBARGAR
RC;;2026683519;;Roberto Herrera;;INHABILITAR
RC;;2080138080;;Beatriz Ortiz;;EMBARGAR
TI;;2040610627;;Rodrigo Bonilla;;EMBARGAR
RC;;2046818016;;Sandra Murillo;;INHABILITAR
NUIP;;2043804917;;Carmen Mendez;;EMBARGAR
TI;;2055212843;;Raquel Aguilar;;EMBARGAR
TI;;2033195614;;Alonso Garcia;;INHABILITAR
RC;;2032624527;;Eduardo Sanchez;;EMBARGAR
RC;;2002027481;;Beatriz Giraldo;;EMBARGAR
TI;;2014640616;;Sandra Rios;;EMBARGAR
TI;;2086315338;;Ana Jaramillo;;EMBARGAR
RC;;2018852823;;Angela Rojas;;EMBARGAR
TI;;2006878229;;Teresa Castro;;INHABILITAR
NUIP;;2024424376;;Adriana Herrera;;INHABILITAR
CC;;2036717995;;Adriana Castro;;EMBARGAR
CC;;2012210905;;Cesar Castaño;;INHABILITAR
CE;;2088211895;;Diana Vega;;EMBARGAR
CC;;2004619807;;Carmen Ruiz;;INHABILITAR
TI;;2022753844;;Patricia Robledo;;EMBARGAR
CE;;2015781396;;Victor Lopez;;INHABILITAR
RC;;2013862085;;Alonso Martinez;;EMBARGAR
CE;;2052120202;;Raquel Arias;;INHABILITAR
CC;;2082956968;;Angela Fernandez;;INHABILITAR
NUIP;;2060949760;;Jorge Rios;;EMBARGAR
NUIP;;2033787752;;Mariana Salazar;;EMBARGAR
RC;;2035013852;;Rosa Mejia;;INHABILITAR
RC;;2000449484;;Hector Ortiz;;EMBARGAR
RC;;2049316634;;Juan Torres;;EMBARGAR
TI;;2068555407;;Julia Herrera;;INHABILITAR
CE;;2039856445;;Laura Murillo;;INHABILITAR
CE;;2091605034;;Rodrigo Lara;;INHABILITAR
NUIP;;2019600857;;Carmen Salazar;;INHABILITAR
TI;;2015651996;;Paola Castaño;;INHABILITAR
NUIP;;2098186648;;Hernan Beltran;;INHABILITAR
NUIP;;2020104784;;Luisa Duarte;;EMBARGAR
CC;;2090709681;;Lucrecia Diaz;;EMBARGAR
CE;;2085505011;;Luis Garcia;;EMBARGAR
CE;;2005420302;;Cristian Jaramillo;;INHABILITAR
CC;;2091601306;;Liliana Robledo;;EMBARGAR
NUIP;;2000851247;;Gustavo Giraldo;;EMBARGAR
NUIP;;2030283241;;Liliana Mendez;;EMBARGAR
CC;;2051529006;;Carlos Moreno;;INHABILITAR
CE;;2010419734;;Silvia Diaz;;EMBARGAR
RC;;2087205905;;Ricardo Vega;;EMBARGAR
RC;;2042839412;;Sebastian Gomez;;EMBARGAR
RC;;2091103629;;Claudia Rodriguez;;EMBARGAR
RC;;2070262221;;Liliana Castillo;;INHABILITAR
RC;;2078411575;;Camila Jaramillo;;INHABILITAR
RC;;2047530611;;Esteban Castro;;INHABILITAR
CC;;2074595378;;Javier Gallego;;INHABILITAR
CE;;2023448019;;Ricardo Valencia;;INHABILITAR
RC;;2040119073;;Patricia Torres;;INHABILITAR
TI;;2042695547;;Jorge Moreno;;INHABILITAR
RC;;2058178996;;Jose Duarte;;EMBARGAR
TI;;2070435789;;Javier Velasquez;;EMBARGAR
CE;;2033295505;;Fernando Giraldo;;EMBARGAR
TI;;2080274689;;Luisa Cardenas;;EMBARGAR
CE;;2010440357;;Silvia Torres;;INHABILITAR
RC;;2094008258;;Alonso Quiroz;;EMBARGAR
NUIP;;2072286636;;Gustavo Giraldo;;INHABILITAR
TI;;2044059224;;Marta Diaz;;EMBARGAR
CE;;2003915474;;Luis Munoz;;EMBARGAR
CC;;2057219366;;Diego Rivera;;INHABILITAR
TI;;2097789126;;Cristian Jimenez;;INHABILITAR
NUIP;;2025391090;;Veronica Hernandez;;INHABILITAR
CE;;2032554445;;Luisa Salazar;;EMBARGAR
CE;;2045953137;;Tatiana Munoz;;INHABILITAR
NUIP;;2010091685;;Veronica Mejia;;INHABILITAR
CE;;2042793347;;Ricardo Rivera;;EMBARGAR
RC;;2094376633;;Ricardo Robledo;;INHABILITAR
NUIP;;2079037059;;Liliana Jaramillo;;EMBARGAR
TI;;2069876615;;Sandra Aguilar;;INHABILITAR
RC;;2028490584;;Monica Rodriguez;;EMBARGAR
