tipo_documento;;documento;;nombre_completo;;caracterizacion
TI;;2043527044;;Miguel Gomez;;EMBARGAR
TI;;2010231313;;Claudia Mejia;;EMBARGAR
CE;;2024516250;;Beatriz Gutierrez;;EMBARGAR
NUIP;;2085338990;;Angela Ruiz;;EMBARGAR
TI;;2096063168;;Liliana Diaz;;EMBARGAR
CE;;2056869058;;Sebastian Franco;;INHABILITAR
NUIP;;2081111267;;Carlos Castaño;;INHABILITAR
TI;;2017420482;;Cristian Herrera;;EMBARGAR
RC;;2009661772;;Samuel Salazar;;INHABILITAR
CE;;2007807266;;Silvia Moreno;;INHABILITAR
CE;;2016852210;;Manuel Mejia;;EMBARGAR
RC;;2076420640;;Carmen Ortiz;;INHABILITAR
CE;;2004105979;;Roberto Herrera;;EMBARGAR
CC;;2057895867;;Pedro Fernandez;;EMBARGAR
RC;;2038109081;;Sandra Gomez;;EMBARGAR
TI;;2019775117;;Mariana Jimenez;;INHABILITAR
CE;;2094712640;;Carmen Lara;;INHABILITAR
CE;;2018976711;;Diego Rojas;;EMBARGAR
CC;;2061240916;;Adriana Lopez;;INHABILITAR
NUIP;;2050056835;;Valentina Lara;;EMBARGAR
TI;;2089467943;;Lucrecia Salazar;;EMBARGAR
TI;;2016521947;;Javier Diaz;;EMBARGAR
RC;;2064174812;;Gabriel Lara;;EMBARGAR
NUIP;;2017164895;;Marta Molina;;EMBARGAR
NUIP;;2042216910;;Sebastian Ospina;;EMBARGAR
NUIP;;2080160252;;Alicia Rivera;;INHABILITAR
CC;;2072020045;;Raquel Zapata;;EMBARGAR
CE;;2074069192;;Patricia Castro;;INHABILITAR
CE;;2095181461;;Mauricio Gomez;;INHABILITAR
NUIP;;2081127239;;Gloria Mejia;;INHABILITAR
CE;;2096360120;;Liliana Gomez;;EMBARGAR
CE;;2046489798;;Ana Cardenas;;EMBARGAR
RC;;2084029802;;Hernan Giraldo;;EMBARGAR
CE;;2031625951;;Jorge Quiroz;;EMBARGAR
TI;;2068775676;;Patricia Vega;;EMBARGAR
NUIP;;2014141737;;Esteban Mejia;;EMBARGAR
RC;;2088936041;;Roberto Torres;;EMBARGAR
NUIP;;2024513613;;Ricardo Ruiz;;INHABILITAR
CE;;2055442621;;Santiago Lara;;INHABILITAR
NUIP;;2028844484;;Sandra Moreno;;EMBARGAR
TI;;2064677016;;Victor Herrera;;EMBARGAR
TI;;2072376439;;Raquel Arias;;EMBARGAR
RC;;2041617975;;Manuel Gallego;;INHABILITAR
CE;;2069053534;;Juan Acosta;;INHABILITAR
RC;;2040077558;;Valentina Aguilar;;INHABILITAR
CC;;2090503891;;Ana Aguilar;;EMBARGAR
CC;;2032595329;;Cristian Fernandez;;EMBARGAR
CE;;2071521248;;Rosa Robledo;;EMBARGAR
NUIP;;2031105226;;Claudia Vega;;INHABILITAR
CC;;2001955952;;Gustavo Arango;;INHABILITAR
NUIP;;2082523858;;Hernan Beltran;;INHABILITAR
CC;;2085799571;;Teresa Murillo;;EMBARGAR
RC;;2009345752;;Carmen Rivera;;INHABILITAR
CE;;2030157796;;Cristian Paredes;;INHABILITAR
TI;;2087858820;;Patricia Salazar;;EMBARGAR
RC;;2025635932;;Monica Ruiz;;INHABILITAR
CE;;2025342730;;Rosa Zapata;;INHABILITAR
RC;;2039673108;;Santiago Lopez;;INHABILITAR
NUIP;;2006805596;;Luis Cano;;INHABILITAR
NUIP;;2008242144;;Mariana Gallego;;INHABILITAR
RC;;2001729319;;Lucrecia Valencia;;EMBARGAR
CE;;2080092635;;Silvia Torres;;INHABILITAR
RC;;2011169397;;Veronica Acosta;;INHABILITAR
CC;;2023256371;;Diana Moreno;;EMBARGAR
CE;;2069318225;;Luis Bonilla;;INHABILITAR
RC;;2013479015;;Angela Prieto;;INHABILITAR
TI;;2044780449;;Diego Vega;;EMBARGAR
CC;;2001108767;;Eduardo Diaz;;EMBARGAR
RC;;2091244272;;Oscar Montoya;;EMBARGAR
TI;;2065930441;;Marcela Prieto;;INHABILITAR
RC;;2095385318;;Ana Herrera;;INHABILITAR
CE;;2066337538;;Juan Ruiz;;EMBARGAR
RC;;2070208490;;Luisa Mejia;;EMBARGAR
RC;;2093637466;;Liliana Paredes;;INHABILITAR
CE;;2024085584;;Nathalia Ospina;;INHABILITAR
RC;;2069713507;;Liliana Duarte;;INHABILITAR
CE;;2038411080;;Hernan Bonilla;;EMBARGAR
CE;;2031456004;;Samuel Montoya;;INHABILITAR
NUIP;;2038037114;;Hector Giraldo;;EMBARGAR
TI;;2035402450;;Violeta Gallego;;EMBARGAR
CC;;2031259757;;Hector Mejia;;EMBARGAR
CC;;2029872310;;Carmen Hernandez;;EMBARGAR
NUIP;;2048722293;;Roberto Zapata;;EMBARGAR
RC;;2051342533;;Roberto Diaz;;INHABILITAR
CE;;2086497537;;Nathalia Robledo;;EMBARGAR
CC;;2090272781;;Roberto Lopez;;EMBARGAR
CC;;2023846177;;Ricardo Gutierrez;;EMBARGAR
RC;;2072676717;;Sebastian Paredes;;EMBARGAR
NUIP;;2034739042;;Claudia Montoya;;EMBARGAR
TI;;2039550032;;Angela Castro;;EMBARGAR
CC;;2089760013;;Cesar Arias;;INHABILITAR
RC;;2069439142;;Luisa Mendez;;INHABILITAR
RC;;2036849552;;Catalina Gomez;;EMBARGAR
CC;;2057356514;;Marcela Jaramillo;;INHABILITAR
CC;;2012373033;;Hector Ortiz;;EMBARGAR
NUIP;;2090714807;;Gustavo Garcia;;INHABILITAR
CC;;2091735127;;Diego Gomez;;INHABILITAR
CC;;2003980550;;Esteban Sanchez;;INHABILITAR
TI;;2024003030;;Javier Aguilar;;INHABILITAR
RC;;2063636896;;Claudia Diaz;;EMBARGAR
