tipo_documento;;documento;;nombre_completo;;caracterizacion
NUIP;;2002847674;;Felipe Jaramillo;;EMBARGAR
NUIP;;2091487813;;Oscar Ortiz;;EMBARGAR
CE;;2002775845;;Gloria Beltran;;INHABILITAR
CE;;2059925661;;Felipe Rodriguez;;EMBARGAR
TI;;2090080418;;Alicia Zapata;;INHABILITAR
TI;;2087593892;;Laura Lopez;;EMBARGAR
CC;;2021995313;;Ivan Lara;;INHABILITAR
CC;;2096195240;;Liliana Valencia;;EMBARGAR
NUIP;;2064965884;;Teresa Mejia;;INHABILITAR
CC;;2093191176;;Liliana Torres;;EMBARGAR
RC;;2094519987;;Miguel Cabrera;;EMBARGAR
TI;;2071301395;;Miguel Hernandez;;INHABILITAR
TI;;2063029820;;Raquel Torres;;INHABILITAR
CE;;2066431145;;Catalina Diaz;;EMBARGAR
CC;;2023743758;;Luis Hernandez;;EMBARGAR
RC;;2082032769;;Julia Franco;;EMBARGAR
TI;;2093137457;;Cristian Montoya;;INHABILITAR
RC;;2077842837;;Rafael Rivera;;INHABILITAR
CC;;2042831377;;Roberto Mendez;;INHABILITAR
CE;;2018222436;;Gustavo Torres;;INHABILITAR
CE;;2087436118;;Jorge Torres;;EMBARGAR
CE;;2039904946;;Oscar Garcia;;INHABILITAR
CE;;2025350478;;Mariana Ortiz;;EMBARGAR
CC;;2083915106;;Catalina Bonilla;;INHABILITAR
NUIP;;2044865089;;Javier Jimenez;;INHABILITAR
RC;;2061668401;;Paula Torres;;EMBARGAR
NUIP;;2046305047;;Silvia Ramirez;;EMBARGAR
TI;;2033687274;;Mariana Mendez;;INHABILITAR
RC;;2059000151;;Manuel Gallego;;INHABILITAR
TI;;2090985970;;Gabriel Velasquez;;EMBARGAR
TI;;2071288592;;Samuel Montoya;;INHABILITAR
CE;;2022111881;;Juan Torres;;INHABILITAR
CE;;2026161131;;Veronica Ramirez;;INHABILITAR
CE;;2094545949;;Gloria Gomez;;EMBARGAR
CC;;2056573313;;Violeta Montoya;;EMBARGAR
CC;;2099959305;;Andres Arango;;EMBARGAR
TI;;2079133327;;Raquel Montoya;;EMBARGAR
NUIP;;2092716028;;Alicia Jaramillo;;INHABILITAR
NUIP;;2074422015;;Catalina Arango;;EMBARGAR
NUIP;;2051644015;;Paola Zapata;;EMBARGAR
TI;;2023413108;;Veronica Rojas;;INHABILITAR
