tipo_documento;;documento;;nombre_completo;;caracterizacion
TI;;2076172656;;Gabriela Valencia;;INHABILITAR
TI;;2005841198;;Paula Rodriguez;;EMBARGAR
RC;;2067159703;;Gabriela Robledo;;EMBARGAR
RC;;2078733792;;Valentina Giraldo;;INHABILITAR
CC;;2086405248;;Veronica Gutierrez;;EMBARGAR
CC;;2036840980;;Raquel Montoya;;EMBARGAR
TI;;2017118885;;Catalina Lopez;;INHABILITAR
RC;;2074823900;;Gustavo Zapata;;INHABILITAR
RC;;2006264718;;Oscar Giraldo;;INHABILITAR
RC;;2096482579;;Gabriel Cabrera;;EMBARGAR
TI;;2001194781;;Paula Herrera;;EMBARGAR
NUIP;;2013027565;;Pedro Vega;;INHABILITAR
RC;;2026369208;;Jorge Gallego;;EMBARGAR
CC;;2037970606;;Mariana Molina;;EMBARGAR
RC;;2055175592;;Andres Torres;;INHABILITAR
RC;;2050980188;;Monica Moreno;;EMBARGAR
TI;;2088797751;;Gabriela Castaño;;EMBARGAR
CE;;2049571984;;Jose Gallego;;INHABILITAR
CC;;2021227177;;Gustavo Diaz;;EMBARGAR
TI;;2084935978;;Pedro Torres;;EMBARGAR
TI;;2011609845;;Claudia Prieto;;EMBARGAR
RC;;2002843907;;Beatriz Fernandez;;INHABILITAR
CC;;2078672895;;Hernan Mendez;;EMBARGAR
CC;;2069928769;;Marta Ramirez;;INHABILITAR
NUIP;;2048007095;;Marcela Castaño;;EMBARGAR
CC;;2023159735;;Paula Molina;;INHABILITAR
TI;;2056794184;;Luis Moreno;;EMBARGAR
CC;;2034764145;;Claudia Martinez;;INHABILITAR
CC;;2059683095;;Liliana Rios;;EMBARGAR
RC;;2019759654;;Esteban Montoya;;EMBARGAR
CE;;2071442869;;Alicia Aguilar;;EMBARGAR
NUIP;;2066676219;;Lucrecia Ospina;;INHABILITAR
RC;;2080480813;;Nathalia Cabrera;;EMBARGAR
NUIP;;2085703844;;Veronica Herrera;;EMBARGAR
NUIP;;2056986392;;Esteban Lopez;;EMBARGAR
NUIP;;2011526106;;Catalina Lopez;;INHABILITAR
CE;;2025946707;;Cesar Giraldo;;EMBARGAR
RC;;2077440707;;Cesar Paredes;;INHABILITAR
NUIP;;2062864318;;Rosa Cardenas;;EMBARGAR
TI;;2075255663;;Valentina Prieto;;EMBARGAR
RC;;2092049201;;Teresa Mejia;;INHABILITAR
NUIP;;2068702706;;Luisa Moreno;;INHABILITAR
NUIP;;2058261307;;Patricia Rojas;;EMBARGAR
