tipo_documento;;documento;;nombre_completo;;caracterizacion
NUIP;;2078455984;;Silvia Lara;;INHABILITAR
CE;;2051827795;;Mauricio Castaño;;EMBARGAR
CE;;2001038445;;Alonso Ospina;;INHABILITAR
RC;;2051736312;;Hector Diaz;;INHABILITAR
TI;;2054015122;;Gabriela Gallego;;EMBARGAR
NUIP;;2012615515;;Violeta Rojas;;INHABILITAR
CE;;2059831968;;Paula Molina;;EMBARGAR
TI;;2008537459;;Marta Lara;;EMBARGAR
CC;;2076131580;;Luis Rios;;EMBARGAR
TI;;2019028454;;Beatriz Rios;;EMBARGAR
CC;;2002432229;;Angela Garcia;;INHABILITAR
TI;;2090675393;;Gabriel Ortiz;;INHABILITAR
TI;;2086441291;;Raquel Franco;;EMBARGAR
TI;;2091100578;;Liliana Aguilar;;INHABILITAR
CE;;2067885841;;Beatriz Castro;;INHABILITAR
TI;;2067430595;;Miguel Beltran;;EMBARGAR
CC;;2076293544;;Teresa Martinez;;INHABILITAR
NUIP;;2023685507;;Sebastian Ortiz;;INHABILITAR
RC;;2013863344;;Roberto Cano;;INHABILITAR
CC;;2094198959;;Ana Lara;;INHABILITAR
RC;;2071384049;;Gabriel Torres;;INHABILITAR
CC;;2005319126;;Andres Ramirez;;EMBARGAR
CE;;2092942637;;Violeta Cardenas;;INHABILITAR
TI;;2042999849;;Mauricio Velasquez;;EMBARGAR
RC;;2056109637;;Andres Gallego;;INHABILITAR
RC;;2068595331;;Luis Sanchez;;INHABILITAR
TI;;2024741268;;Monica Castro;;EMBARGAR
TI;;2084765367;;Beatriz Murillo;;INHABILITAR
CE;;2091666624;;Javier Rodriguez;;INHABILITAR
TI;;2073312185;;Liliana Giraldo;;INHABILITAR
TI;;2059692491;;Luis Aguilar;;EMBARGAR
TI;;2009068718;;Paula Martinez;;EMBARGAR
NUIP;;2048444822;;Valentina Castro;;EMBARGAR
TI;;2022872260;;Miguel Bonilla;;INHABILITAR
RC;;2035568120;;Cristian Ruiz;;INHABILITAR
TI;;2043143061;;Cristian Castillo;;EMBARGAR
NUIP;;2052865450;;Manuel Diaz;;INHABILITAR
RC;;2053628279;;Ricardo Giraldo;;INHABILITAR
CC;;2076062937;;Felipe Valencia;;EMBARGAR
NUIP;;2084043651;;Ana Salazar;;INHABILITAR
TI;;2094538109;;Gabriel Rodriguez;;INHABILITAR
CE;;2074751950;;Nathalia Ruiz;;INHABILITAR
CE;;2021481004;;Rafael Rios;;INHABILITAR
CC;;2086089432;;Javier Lopez;;EMBARGAR
CC;;2057868314;;Juan Ramirez;;INHABILITAR
NUIP;;2004629025;;Cristian Mejia;;EMBARGAR
CE;;2056083532;;Violeta Cano;;INHABILITAR
TI;;2071677846;;Andres Salazar;;EMBARGAR
CC;;2038800082;;Roberto Murillo;;INHABILITAR
RC;;2069671216;;Fernando Beltran;;INHABILITAR
RC;;2098374086;;Felipe Duarte;;INHABILITAR
CC;;2013655799;;Veronica Rojas;;EMBARGAR
TI;;2072475456;;Oscar Montoya;;INHABILITAR
TI;;2021448418;;Monica Vargas;;EMBARGAR
RC;;2021051666;;Liliana Cano;;EMBARGAR
NUIP;;2061602189;;Javier Gutierrez;;EMBARGAR
CE;;2065967736;;Sebastian Arango;;INHABILITAR
CE;;2061139551;;Veronica Murillo;;INHABILITAR
TI;;2031042363;;Samuel Robledo;;INHABILITAR
TI;;2078548777;;Lucrecia Herrera;;EMBARGAR
RC;;2034814284;;Juan Bautista;;EMBARGAR
NUIP;;2064361309;;Angela Gomez;;INHABILITAR
CE;;2011253108;;Cristian Torres;;EMBARGAR
TI;;2023942609;;Julia Montoya;;EMBARGAR
RC;;2071231131;;Juan Robledo;;INHABILITAR
CE;;2054340728;;Alfredo Ramirez;;INHABILITAR
NUIP;;2098306937;;Cesar Vega;;EMBARGAR
CE;;2024183102;;Fernando Acosta;;INHABILITAR
NUIP;;2083790122;;Monica Robledo;;INHABILITAR
RC;;2077161800;;Adriana Castillo;;EMBARGAR
CC;;2043060835;;Alfredo Jaramillo;;INHABILITAR
TI;;2041860859;;Rosa Ortiz;;INHABILITAR
TI;;2097828752;;Liliana Franco;;EMBARGAR
NUIP;;2017318783;;Paula Jaramillo;;INHABILITAR
CC;;2065193704;;Luis Rivera;;INHABILITAR
NUIP;;2070689699;;Manuel Ruiz;;INHABILITAR
TI;;2049712257;;Santiago Bonilla;;INHABILITAR
NUIP;;2025131812;;Oscar Lara;;EMBARGAR
CE;;2017476150;;Nathalia Duarte;;EMBARGAR
RC;;2008038487;;Victor Mendez;;EMBARGAR
NUIP;;2065252954;;Patricia Lopez;;EMBARGAR
TI;;2065567714;;Esteban Aguilar;;INHABILITAR
CC;;2034987860;;Veronica Beltran;;INHABILITAR
CE;;2081170414;;Javier Vargas;;EMBARGAR
NUIP;;2061769189;;Patricia Ruiz;;INHABILITAR
CE;;2067478172;;Ivan Moreno;;EMBARGAR
CE;;2034724248;;Felipe Rivera;;EMBARGAR
TI;;2091987532;;Victor Castro;;EMBARGAR
NUIP;;2095432360;;Roberto Giraldo;;INHABILITAR
CC;;2038161541;;Pedro Gomez;;INHABILITAR
CC;;2037355731;;Diego Gomez;;EMBARGAR
CC;;2029857526;;Beatriz Ramirez;;EMBARGAR
RC;;2066127089;;Ivan Cano;;INHABILITAR
NUIP;;2069817536;;Alonso Vargas;;INHABILITAR
TI;;2054664933;;Andres Castaño;;INHABILITAR
CE;;2080451341;;Raquel Ramirez;;EMBARGAR
NUIP;;2038693825;;Santiago Torres;;EMBARGAR
TI;;2027822813;;Felipe Jimenez;;INHABILITAR
NUIP;;2039415576;;Paola Giraldo;;EMBARGAR
CC;;2013583444;;Samuel Ruiz;;EMBARGAR
