tipo_documento;;documento;;nombre_completo;;caracterizacion
RC;;2034123745;;Andres Gallego;;INHABILITAR
RC;;2047457723;;Ivan Cano;;INHABILITAR
TI;;2076307947;;Ana Aguilar;;INHABILITAR
NUIP;;2095310988;;Lorena Cabrera;;INHABILITAR
TI;;2002426351;;Luis Arias;;INHABILITAR
CC;;2004491468;;Victor Herrera;;INHABILITAR
CC;;2010983896;;Alonso Jaramillo;;INHABILITAR
CC;;2053216535;;Mauricio Garcia;;INHABILITAR
CC;;2085169136;;Manuel Zapata;;INHABILITAR
TI;;2003889533;;Tatiana Prieto;;INHABILITAR
TI;;2069296640;;Eduardo Diaz;;EMBARGAR
CE;;2021403980;;Ricardo Lara;;INHABILITAR
NUIP;;2097673570;;Roberto Gutierrez;;INHABILITAR
TI;;2021217840;;Ana Lopez;;EMBARGAR
CE;;2043581889;;Santiago Fernandez;;INHABILITAR
TI;;2074927150;;Laura Hernandez;;EMBARGAR
CE;;2040709500;;Santiago Arango;;EMBARGAR
RC;;2041414525;;Sandra Valencia;;EMBARGAR
RC;;2034672987;;Ana Castro;;INHABILITAR
NUIP;;2004086329;;Adriana Torres;;INHABILITAR
TI;;2017263295;;Esteban Lara;;EMBARGAR
CC;;2004408065;;Diana Vega;;EMBARGAR
TI;;2018420978;;Alfredo Torres;;EMBARGAR
NUIP;;2082332387;;Mauricio Cano;;EMBARGAR
RC;;2038043821;;Mariana Castaño;;INHABILITAR
NUIP;;2036110369;;Felipe Moreno;;EMBARGAR
NUIP;;2069754168;;Andres Velasquez;;EMBARGAR
TI;;2024257289;;Silvia Vega;;EMBARGAR
RC;;2077825852;;Alonso Quiroz;;EMBARGAR
NUIP;;2030114562;;Carlos Ospina;;INHABILITAR
CE;;2023511041;;Mariana Cano;;INHABILITAR
RC;;2065656384;;Mariana Bonilla;;INHABILITAR
CC;;2063049371;;Lorena Jimenez;;EMBARGAR
TI;;2024125536;;Julia Diaz;;EMBARGAR
RC;;2054291222;;Lucrecia Rojas;;INHABILITAR
CC;;2084776829;;Angela Castaño;;INHABILITAR
CC;;2026392365;;Silvia Arango;;EMBARGAR
CE;;2040642141;;Jorge Rivera;;INHABILITAR
CC;;2013262638;;Felipe Vega;;EMBARGAR
NUIP;;2047803432;;Teresa Robledo;;EMBARGAR
CE;;2072230897;;Lucrecia Rojas;;INHABILITAR
CC;;2040958435;;Violeta Vargas;;INHABILITAR
NUIP;;2023923988;;Violeta Lara;;EMBARGAR
NUIP;;2053210978;;Gustavo Gutierrez;;INHABILITAR
RC;;2086521159;;Tatiana Mejia;;INHABILITAR
CC;;2085520372;;Julia Arias;;EMBARGAR
RC;;2094944647;;Hernan Castaño;;INHABILITAR
CC;;2052185605;;Fernando Lopez;;INHABILITAR
RC;;2020164389;;Gloria Moreno;;EMBARGAR
CC;;2013942874;;Camila Lopez;;EMBARGAR
TI;;2057184845;;Roberto Ramirez;;EMBARGAR
RC;;2060900766;;Beatriz Prieto;;INHABILITAR
CE;;2098760387;;Ricardo Arango;;INHABILITAR
TI;;2060640088;;Alonso Vega;;EMBARGAR
CE;;2049090139;;Santiago Montoya;;INHABILITAR
NUIP;;2096506939;;Lorena Garcia;;EMBARGAR
TI;;2056340388;;Rafael Giraldo;;EMBARGAR
CC;;2002258023;;Angela Beltran;;INHABILITAR
NUIP;;2070522226;;Ana Rojas;;INHABILITAR
CE;;2003919813;;Oscar Rivera;;INHABILITAR
CE;;2049547136;;Patricia Salazar;;INHABILITAR
CC;;2065764095;;Sandra Hernandez;;INHABILITAR
RC;;2075588190;;Miguel Vega;;EMBARGAR
NUIP;;2016707517;;Nathalia Bautista;;EMBARGAR
CC;;2046620284;;Marta Molina;;EMBARGAR
RC;;2032520694;;Beatriz Vargas;;EMBARGAR
CC;;2094291296;;Samuel Garcia;;EMBARGAR
NUIP;;2036426365;;Roberto Moreno;;EMBARGAR
RC;;2016490779;;Diana Herrera;;INHABILITAR
NUIP;;2066620286;;Camila Ramirez;;INHABILITAR
CC;;2089181474;;Sandra Bonilla;;EMBARGAR
NUIP;;2029787464;;Gabriela Aguilar;;EMBARGAR
NUIP;;2068914868;;Silvia Castaño;;EMBARGAR
RC;;2027280327;;Liliana Prieto;;INHABILITAR
RC;;2004837231;;Luisa Castaño;;EMBARGAR
CE;;2082310690;;Liliana Castaño;;EMBARGAR
RC;;2082987376;;Marta Martinez;;EMBARGAR
CC;;2091482411;;Rafael Velasquez;;EMBARGAR
RC;;2041586369;;Ana Rivera;;INHABILITAR
RC;;2050803203;;Gabriela Paredes;;EMBARGAR
RC;;2087928330;;Patricia Quiroz;;EMBARGAR
CE;;2070704246;;Valentina Cano;;EMBARGAR
CC;;2010064576;;Eduardo Montoya;;EMBARGAR
RC;;2050881963;;Santiago Paredes;;EMBARGAR
TI;;2052186527;;Sebastian Ramirez;;EMBARGAR
CC;;2077887581;;Paula Castro;;INHABILITAR
RC;;2001387102;;Catalina Zapata;;INHABILITAR
RC;;2093049936;;Catalina Ortiz;;EMBARGAR
CC;;2012536565;;Diego Torres;;EMBARGAR
CE;;2075279591;;Camila Vega;;EMBARGAR
RC;;2032924688;;Juan Montoya;;INHABILITAR
NUIP;;2037825751;;Liliana Torres;;INHABILITAR
CC;;2098924349;;Lucrecia Moreno;;EMBARGAR
NUIP;;2025682298;;Pedro Velasquez;;EMBARGAR
CC;;2004886867;;Ivan Salazar;;INHABILITAR
NUIP;;2070071432;;Sebastian Jimenez;;INHABILITAR
CE;;2045379934;;Oscar Hernandez;;INHABILITAR
RC;;2070946003;;Veronica Cano;;EMBARGAR
RC;;2039441887;;Felipe Murillo;;INHABILITAR
CC;;2015841223;;Felipe Rivera;;INHABILITAR
