tipo_documento;;documento;;nombre_completo;;caracterizacion
NUIP;;2029801096;;Sandra Montoya;;INHABILITAR
RC;;2048316672;;Manuel Castaño;;EMBARGAR
RC;;2055905798;;Claudia Vega;;EMBARGAR
CC;;2043443771;;Samuel Ospina;;INHABILITAR
TI;;2040208162;;Liliana Rios;;INHABILITAR
TI;;2097235240;;Andres Arango;;EMBARGAR
RC;;2075835792;;Gustavo Franco;;EMBARGAR
TI;;2041805371;;Ana Arango;;EMBARGAR
CE;;2029113671;;Julia Diaz;;INHABILITAR
CE;;2088455800;;Valentina Gutierrez;;INHABILITAR
NUIP;;2012575566;;Sandra Velasquez;;INHABILITAR
TI;;2081960697;;Gabriel Cano;;EMBARGAR
CC;;2094867896;;Sebastian Vega;;EMBARGAR
TI;;2076927034;;Diego Bautista;;EMBARGAR
NUIP;;2053496255;;Gabriel Ruiz;;EMBARGAR
TI;;2094269330;;Raquel Castro;;INHABILITAR
TI;;2069153879;;Tatiana Moreno;;INHABILITAR
CC;;2035033523;;Eduardo Cano;;INHABILITAR
CE;;2024245767;;Ricardo Cano;;INHABILITAR
CC;;2098476442;;Felipe Beltran;;INHABILITAR
CE;;2037067357;;Sebastian Vargas;;EMBARGAR
TI;;2031719360;;Claudia Giraldo;;INHABILITAR
RC;;2032993699;;Ricardo Lopez;;EMBARGAR
CC;;2063822656;;Ivan Castro;;EMBARGAR
CE;;2068091969;;Hernan Diaz;;EMBARGAR
CC;;2040128567;;Camila Montoya;;INHABILITAR
CE;;2075263858;;Ana Lara;;INHABILITAR
CC;;2065973194;;Carmen Zapata;;EMBARGAR
NUIP;;2093808701;;Angela Ramirez;;EMBARGAR
RC;;2082842601;;Diana Paredes;;INHABILITAR
CE;;2020704187;;Monica Gallego;;INHABILITAR
TI;;2081243620;;Hector Cabrera;;INHABILITAR
CE;;2038995024;;Manuel Gomez;;EMBARGAR
RC;;2090760591;;Javier Jimenez;;EMBARGAR
CE;;2054267658;;Cristian Ramirez;;INHABILITAR
CC;;2048218417;;Teresa Rios;;EMBARGAR
NUIP;;2011245712;;Diana Prieto;;INHABILITAR
CC;;2062849565;;Ricardo Castaño;;EMBARGAR
RC;;2096402221;;Andres Herrera;;EMBARGAR
RC;;2003035074;;Sebastian Moreno;;INHABILITAR
TI;;2072621612;;Roberto Zapata;;EMBARGAR
NUIP;;2084765067;;Monica Salazar;;EMBARGAR
CE;;2049094596;;Mauricio Mejia;;INHABILITAR
RC;;2064818790;;Cristian Vega;;EMBARGAR
TI;;2070352038;;Alicia Bonilla;;EMBARGAR
TI;;2041023845;;Victor Arias;;INHABILITAR
CE;;2015439548;;Luis Mejia;;EMBARGAR
NUIP;;2020676525;;Patricia Franco;;INHABILITAR
RC;;2093457103;;Mauricio Hernandez;;EMBARGAR
RC;;2076526439;;Felipe Cabrera;;EMBARGAR
TI;;2066861313;;Javier Arias;;INHABILITAR
NUIP;;2054236874;;Eduardo Montoya;;INHABILITAR
RC;;2011394404;;Fernando Lopez;;EMBARGAR
CC;;2006864046;;Julia Moreno;;EMBARGAR
NUIP;;2074707612;;Marta Torres;;EMBARGAR
CC;;2060460994;;Pedro Ospina;;INHABILITAR
CC;;2074955064;;Sandra Vargas;;INHABILITAR
NUIP;;2002532382;;Fernando Vega;;EMBARGAR
TI;;2038312902;;Gloria Ortiz;;EMBARGAR
