tipo_documento;;documento;;nombre_completo;;caracterizacion
CE;;2067807517;;Liliana Rodriguez;;INHABILITAR
TI;;2075559100;;Camila Velasquez;;EMBARGAR
NUIP;;2038044140;;Diego Castaño;;EMBARGAR
CE;;2033785658;;Marcela Montoya;;INHABILITAR
CE;;2062101843;;Marcela Torres;;EMBARGAR
RC;;2079033060;;Diego Arango;;EMBARGAR
CC;;2098388418;;Miguel Moreno;;EMBARGAR
CC;;2027760667;;Juan Sanchez;;EMBARGAR
CC;;2073346440;;Julia Arango;;EMBARGAR
CC;;2023104119;;Alonso Vega;;EMBARGAR
RC;;2084680730;;Lorena Paredes;;INHABILITAR
RC;;2081302732;;Andres Molina;;EMBARGAR
CE;;2092842118;;Adriana Jaramillo;;INHABILITAR
CC;;2055784891;;Laura Castro;;EMBARGAR
CC;;2014759748;;Gloria Zapata;;INHABILITAR
CC;;2078905124;;Marta Jimenez;;EMBARGAR
NUIP;;2018427709;;Lorena Fernandez;;EMBARGAR
CE;;2046643476;;Felipe Vargas;;INHABILITAR
CC;;2048839797;;Felipe Gallego;;INHABILITAR
TI;;2002462625;;Julia Diaz;;EMBARGAR
RC;;2046913396;;Carmen Martinez;;INHABILITAR
RC;;2012018975;;Lucrecia Aguilar;;INHABILITAR
TI;;2035781767;;Rodrigo Giraldo;;INHABILITAR
NUIP;;2047348248;;Veronica Torres;;INHABILITAR
CC;;2008148920;;Nathalia Molina;;EMBARGAR
TI;;2011807920;;Alonso Lopez;;EMBARGAR
TI;;2050879648;;Fernando Cabrera;;INHABILITAR
NUIP;;2058220280;;Manuel Duarte;;EMBARGAR
TI;;2006477417;;Oscar Ramirez;;EMBARGAR
RC;;2021157964;;Andres Rodriguez;;INHABILITAR
CC;;2050150460;;Felipe Cardenas;;EMBARGAR
NUIP;;2000338312;;Felipe Franco;;INHABILITAR
CE;;2021980577;;Julia Castaño;;EMBARGAR
TI;;2010373196;;Beatriz Torres;;EMBARGAR
TI;;2051240704;;Marcela Rivera;;EMBARGAR
TI;;2098559320;;Lucrecia Vega;;EMBARGAR
CC;;2093342340;;Victor Rios;;EMBARGAR
TI;;2081279460;;Veronica Jaramillo;;INHABILITAR
NUIP;;2051344123;;Angela Aguilar;;EMBARGAR
NUIP;;2035706285;;Raquel Velasquez;;EMBARGAR
NUIP;;2085508475;;Rodrigo Duarte;;EMBARGAR
RC;;2048907421;;Mauricio Rios;;EMBARGAR
CC;;2014334744;;Alfredo Diaz;;EMBARGAR
RC;;2079358335;;Patricia Franco;;INHABILITAR
CC;;2091275402;;Laura Mendez;;INHABILITAR
