tipo_documento;;documento;;nombre_completo;;caracterizacion
CC;;2006090418;;Eduardo Lopez;;EMBARGAR
CE;;2079890696;;Adriana Montoya;;EMBARGAR
RC;;2067919241;;Marta Garcia;;EMBARGAR
CC;;2009531805;;Victor Duarte;;EMBARGAR
CE;;2064887050;;Beatriz Sanchez;;INHABILITAR
NUIP;;2015802175;;Samuel Bonilla;;INHABILITAR
CC;;2073466063;;Veronica Paredes;;EMBARGAR
NUIP;;2051118130;;Monica Vega;;INHABILITAR
RC;;2038727233;;Javier Cano;;EMBARGAR
CE;;2011575318;;Paola Lara;;INHABILITAR
CC;;2080030780;;Paula Cano;;EMBARGAR
NUIP;;2044036341;;Cristian Cano;;EMBARGAR
TI;;2031496157;;Teresa Robledo;;EMBARGAR
RC;;2052100687;;Alonso Torres;;INHABILITAR
NUIP;;2076705751;;Liliana Ruiz;;INHABILITAR
CC;;2063447248;;Veronica Ortiz;;INHABILITAR
RC;;2052980215;;Rosa Franco;;EMBARGAR
TI;;2053946578;;Felipe Ospina;;INHABILITAR
RC;;2078544830;;Victor Vega;;EMBARGAR
TI;;2086979487;;Violeta Montoya;;EMBARGAR
TI;;2068459658;;Luis Aguilar;;EMBARGAR
RC;;2091529220;;Gabriela Mendez;;EMBARGAR
CC;;2098999682;;Fernando Hernandez;;INHABILITAR
NUIP;;2008923850;;Alicia Hernandez;;INHABILITAR
CC;;2088818350;;Juan Quiroz;;INHABILITAR
CE;;2022311404;;Felipe Cano;;INHABILITAR
NUIP;;2082954943;;Carmen Torres;;INHABILITAR
CC;;2062614103;;Camila Gutierrez;;INHABILITAR
CC;;2091251243;;Cesar Mejia;;INHABILITAR
CE;;2014461364;;Angela Mendez;;INHABILITAR
RC;;2080624605;;Luis Aguilar;;INHABILITAR
RC;;2074292631;;Diego Duarte;;INHABILITAR
RC;;2041625631;;Carmen Gutierrez;;EMBARGAR
TI;;2077658892;;Gustavo Ruiz;;EMBARGAR
CE;;2042471683;;Alicia Ortiz;;INHABILITAR
TI;;2053604989;;Oscar Herrera;;INHABILITAR
RC;;2003634533;;Claudia Salazar;;EMBARGAR
TI;;2033704258;;Julia Castro;;INHABILITAR
RC;;2070091248;;Alicia Arias;;EMBARGAR
CE;;2001202613;;Hector Jaramillo;;INHABILITAR
NUIP;;2064928325;;Sebastian Moreno;;EMBARGAR
CC;;2055831959;;Gabriela Castaño;;EMBARGAR
CE;;2073370772;;Gustavo Mejia;;EMBARGAR
RC;;2060276376;;Laura Torres;;EMBARGAR
RC;;2015910020;;Diego Robledo;;EMBARGAR
NUIP;;2059362949;;Veronica Rodriguez;;EMBARGAR
CE;;2058782016;;Manuel Torres;;EMBARGAR
CC;;2074099150;;Santiago Herrera;;INHABILITAR
CC;;2056383903;;Angela Ruiz;;EMBARGAR
RC;;2017181321;;Roberto Cabrera;;INHABILITAR
NUIP;;2051968875;;Gabriela Velasquez;;EMBARGAR
RC;;2069026252;;Marta Velasquez;;INHABILITAR
RC;;2007522754;;Jose Paredes;;EMBARGAR
TI;;2021758750;;Gabriel Giraldo;;EMBARGAR
RC;;2058523098;;Rodrigo Ortiz;;INHABILITAR
NUIP;;2095995939;;Sebastian Ruiz;;EMBARGAR
NUIP;;2010157869;;Monica Herrera;;INHABILITAR
CC;;2070478499;;Rafael Zapata;;EMBARGAR
CC;;2097258205;;Alonso Robledo;;INHABILITAR
NUIP;;2035767816;;Felipe Mejia;;INHABILITAR
RC;;2005999603;;Luis Beltran;;EMBARGAR
NUIP;;2071505309;;Laura Cardenas;;INHABILITAR
RC;;2041169174;;Esteban Arango;;EMBARGAR
RC;;2015577392;;Patricia Torres;;EMBARGAR
CE;;2027087279;;Catalina Munoz;;INHABILITAR
NUIP;;2086105922;;Alfredo Herrera;;INHABILITAR
RC;;2025044524;;Sebastian Rivera;;INHABILITAR
RC;;2009242002;;Ricardo Vega;;INHABILITAR
RC;;2018911799;;Cristian Cabrera;;INHABILITAR
RC;;2078217145;;Alfredo Franco;;INHABILITAR
CC;;2051987968;;Lucrecia Torres;;INHABILITAR
CE;;2025385944;;Pedro Moreno;;INHABILITAR
NUIP;;2039983543;;Fernando Montoya;;EMBARGAR
NUIP;;2042846727;;Samuel Montoya;;EMBARGAR
CE;;2000196602;;Beatriz Velasquez;;INHABILITAR
RC;;2091709552;;Violeta Montoya;;EMBARGAR
TI;;2016260929;;Esteban Fernandez;;EMBARGAR
RC;;2055291097;;Sandra Giraldo;;EMBARGAR
CC;;2053467017;;Luis Rivera;;EMBARGAR
CE;;2004010932;;Monica Torres;;INHABILITAR
RC;;2090543694;;Ivan Paredes;;EMBARGAR
NUIP;;2085617915;;Monica Rios;;EMBARGAR
RC;;2027224376;;Carmen Diaz;;INHABILITAR
CE;;2091971135;;Sebastian Ospina;;EMBARGAR
RC;;2032457725;;Ana Moreno;;INHABILITAR
TI;;2061087913;;Rodrigo Mejia;;INHABILITAR
TI;;2040729465;;Javier Salazar;;EMBARGAR
CC;;2018814274;;Juan Lopez;;EMBARGAR
RC;;2095049337;;Liliana Duarte;;INHABILITAR
TI;;2020210243;;Nathalia Diaz;;INHABILITAR
NUIP;;2074437712;;Lucrecia Ramirez;;INHABILITAR
CE;;2030352501;;Santiago Salazar;;EMBARGAR
NUIP;;2054846841;;Gustavo Molina;;EMBARGAR
CE;;2004318536;;Rafael Giraldo;;INHABILITAR
RC;;2007867714;;Patricia Torres;;EMBARGAR
RC;;2095594929;;Patricia Ruiz;;EMBARGAR
RC;;2007477062;;Catalina Gutierrez;;EMBARGAR
CC;;2060721240;;Fernando Velasquez;;EMBARGAR
TI;;2009901445;;Teresa Ospina;;EMBARGAR
TI;;2053443452;;Gabriela Paredes;;INHABILITAR
