tipo_documento;;documento;;nombre_completo;;caracterizacion
NUIP;;2054449858;;Liliana Sanchez;;EMBARGAR
NUIP;;2082533342;;Marta Vargas;;INHABILITAR
RC;;2016431354;;Paola Rios;;EMBARGAR
TI;;2098431132;;Hernan Quiroz;;INHABILITAR
CE;;2012325978;;Valentina Salazar;;INHABILITAR
TI;;2074388758;;Hernan Duarte;;INHABILITAR
TI;;2015906129;;Ivan Fernandez;;INHABILITAR
CC;;2036802611;;Juan Garcia;;EMBARGAR
CE;;2095735249;;Catalina Herrera;;INHABILITAR
TI;;2097085907;;Jorge Moreno;;INHABILITAR
CE;;2071285120;;Nathalia Murillo;;INHABILITAR
CC;;2077673270;;Lucrecia Castaño;;EMBARGAR
TI;;2006906860;;Oscar Moreno;;INHABILITAR
NUIP;;2046363863;;Eduardo Fernandez;;EMBARGAR
NUIP;;2065660274;;Veronica Castro;;EMBARGAR
CC;;2018839837;;Rosa Ortiz;;EMBARGAR
TI;;2084829398;;Veronica Duarte;;EMBARGAR
TI;;2034189509;;Cristian Moreno;;EMBARGAR
CE;;2033324333;;Tatiana Acosta;;INHABILITAR
RC;;2029394317;;Claudia Salazar;;INHABILITAR
CE;;2006827606;;Paola Castillo;;INHABILITAR
CC;;2093054849;;Gloria Rodriguez;;INHABILITAR
TI;;2096035920;;Mariana Cabrera;;EMBARGAR
RC;;2098382909;;Esteban Gallego;;EMBARGAR
NUIP;;2087010122;;Diana Mendez;;INHABILITAR
NUIP;;2013744075;;Felipe Sanchez;;EMBARGAR
NUIP;;2023745256;;Jose Arias;;INHABILITAR
TI;;2051065953;;Carmen Moreno;;EMBARGAR
TI;;2045942054;;Gabriela Castillo;;EMBARGAR
CE;;2052668498;;Andres Bonilla;;INHABILITAR
CE;;2057075050;;Diana Valencia;;INHABILITAR
CC;;2012811800;;Diego Moreno;;EMBARGAR
TI;;2015470595;;Victor Prieto;;EMBARGAR
CC;;2054452815;;Camila Lopez;;EMBARGAR
TI;;2018247386;;Luisa Ortiz;;INHABILITAR
CC;;2075767990;;Camila Lopez;;INHABILITAR
RC;;2082216273;;Rodrigo Salazar;;EMBARGAR
TI;;2082653631;;Santiago Molina;;INHABILITAR
CE;;2069378373;;Ricardo Mejia;;INHABILITAR
CC;;2040084570;;Diana Vega;;INHABILITAR
NUIP;;2021536466;;Gabriel Rivera;;INHABILITAR
NUIP;;2008846905;;Marcela Cano;;INHABILITAR
RC;;2004833494;;Monica Ospina;;INHABILITAR
TI;;2072546563;;Oscar Giraldo;;EMBARGAR
NUIP;;2005957857;;Paula Herrera;;EMBARGAR
TI;;2073624867;;Ricardo Cano;;EMBARGAR
CC;;2003381827;;Eduardo Lopez;;EMBARGAR
NUIP;;2062025938;;Cristian Molina;;INHABILITAR
CE;;2085833778;;Diego Cano;;EMBARGAR
RC;;2001533933;;Javier Ruiz;;EMBARGAR
RC;;2023104603;;Victor Hernandez;;INHABILITAR
RC;;2084525656;;Jorge Castro;;EMBARGAR
CC;;2033838331;;Sandra Ruiz;;EMBARGAR
CE;;2075581596;;Hernan Castro;;INHABILITAR
CE;;2001889868;;Gabriela Franco;;INHABILITAR
NUIP;;2073349142;;Alfredo Salazar;;EMBARGAR
CE;;2011728655;;Alonso Ramirez;;EMBARGAR
NUIP;;2014769778;;Felipe Cano;;EMBARGAR
RC;;2031113330;;Valentina Arias;;EMBARGAR
CE;;2056057408;;Ana Franco;;EMBARGAR
CE;;2020566606;;Pedro Lara;;EMBARGAR
CE;;2061432121;;Catalina Mendez;;INHABILITAR
NUIP;;2052028481;;Rafael Garcia;;EMBARGAR
CE;;2079390330;;Felipe Lopez;;INHABILITAR
NUIP;;2047664530;;Juan Giraldo;;INHABILITAR
CC;;2022782452;;Lucrecia Ospina;;EMBARGAR
RC;;2065808537;;Victor Cabrera;;EMBARGAR
CE;;2099900397;;Valentina Diaz;;INHABILITAR
CC;;2065256075;;Juan Cardenas;;EMBARGAR
NUIP;;2034624273;;Silvia Cano;;EMBARGAR
CE;;2073391661;;Hector Lara;;INHABILITAR
CE;;2056926839;;Mariana Cardenas;;EMBARGAR
NUIP;;2090563604;;Manuel Vega;;INHABILITAR
CC;;2057900101;;Sandra Salazar;;EMBARGAR
