tipo_documento;;documento;;nombre_completo;;caracterizacion
RC;;2053723080;;Gabriela Acosta;;INHABILITAR
CE;;2070379658;;Rodrigo Martinez;;INHABILITAR
NUIP;;2072022116;;Gabriela Aguilar;;EMBARGAR
TI;;2061945143;;Camila Fernandez;;INHABILITAR
RC;;2072324320;;Luisa Mendez;;INHABILITAR
TI;;2089609835;;Paola Bonilla;;INHABILITAR
CC;;2060470745;;Felipe Fernandez;;EMBARGAR
CE;;2001223752;;Laura Ramirez;;INHABILITAR
NUIP;;2047671094;;Felipe Gallego;;INHABILITAR
CC;;2022632370;;Teresa Duarte;;INHABILITAR
CE;;2087399286;;Cristian Ospina;;INHABILITAR
RC;;2073423344;;Gustavo Giraldo;;EMBARGAR
CC;;2040817889;;Catalina Jimenez;;EMBARGAR
CE;;2081255884;;Luisa Montoya;;INHABILITAR
RC;;2010124945;;Cesar Mejia;;INHABILITAR
TI;;2065780003;;Julia Hernandez;;INHABILITAR
CC;;2048478311;;Alfredo Castro;;INHABILITAR
CE;;2045280459;;Luis Beltran;;INHABILITAR
NUIP;;2062656256;;Alonso Rivera;;EMBARGAR
CE;;2043571446;;Felipe Beltran;;INHABILITAR
CE;;2069704688;;Ricardo Ramirez;;INHABILITAR
CC;;2004810489;;Valentina Hernandez;;INHABILITAR
CC;;2038585817;;Liliana Garcia;;EMBARGAR
RC;;2096380873;;Carmen Giraldo;;INHABILITAR
TI;;2028563424;;Hector Lopez;;EMBARGAR
CE;;2085530551;;Silvia Rivera;;EMBARGAR
CE;;2065481975;;Samuel Bautista;;INHABILITAR
CC;;2082329162;;Marcela Castaño;;INHABILITAR
TI;;2062339486;;Hernan Mejia;;INHABILITAR
CE;;2077727276;;Marta Herrera;;INHABILITAR
CC;;2013518178;;Cristian Moreno;;EMBARGAR
NUIP;;2016615920;;Victor Torres;;INHABILITAR
TI;;2048904735;;Rosa Castro;;EMBARGAR
RC;;2015834500;;Patricia Zapata;;INHABILITAR
RC;;2022471965;;Juan Bautista;;INHABILITAR
RC;;2077471171;;Diana Diaz;;INHABILITAR
CE;;2087517523;;Hernan Gutierrez;;EMBARGAR
TI;;2058604094;;Beatriz Aguilar;;INHABILITAR
CE;;2054211495;;Gloria Rivera;;EMBARGAR
RC;;2027814469;;Cesar Ospina;;INHABILITAR
NUIP;;2058183585;;Hernan Munoz;;INHABILITAR
CC;;2086369189;;Felipe Gutierrez;;EMBARGAR
RC;;2002146872;;Valentina Arias;;INHABILITAR
CE;;2062175000;;Liliana Ruiz;;EMBARGAR
CC;;2073201313;;Ricardo Valencia;;EMBARGAR
TI;;2027878961;;Juan Zapata;;INHABILITAR
CE;;2037141255;;Victor Rojas;;INHABILITAR
RC;;2065452967;;Ricardo Ramirez;;INHABILITAR
CE;;2011827122;;Oscar Martinez;;EMBARGAR
RC;;2088977895;;Beatriz Salazar;;EMBARGAR
CE;;2064223363;;Rosa Castro;;INHABILITAR
CC;;2080226318;;Camila Lopez;;INHABILITAR
TI;;2012670385;;Victor Martinez;;INHABILITAR
CC;;2025365266;;Jose Arias;;INHABILITAR
CC;;2071199880;;Monica Ramirez;;EMBARGAR
CC;;2005162157;;Mauricio Fernandez;;INHABILITAR
CC;;2016067676;;Catalina Lopez;;INHABILITAR
RC;;2090887750;;Luis Ruiz;;INHABILITAR
TI;;2033333154;;Eduardo Diaz;;INHABILITAR
TI;;2058030488;;Cristian Vargas;;INHABILITAR
TI;;2043003282;;Sebastian Giraldo;;EMBARGAR
TI;;2063085379;;Esteban Cano;;EMBARGAR
RC;;2038992879;;Ivan Castillo;;INHABILITAR
TI;;2041296096;;Silvia Bonilla;;EMBARGAR
NUIP;;2098236989;;Luis Cano;;EMBARGAR
