tipo_documento;;documento;;nombre_completo;;caracterizacion
CE;;2052247503;;Camila Martinez;;EMBARGAR
CE;;2065201637;;Beatriz Fernandez;;INHABILITAR
NUIP;;2006399309;;Ana Acosta;;EMBARGAR
TI;;2076055625;;Paula Arias;;INHABILITAR
RC;;2011208358;;Felipe Rojas;;EMBARGAR
NUIP;;2025656832;;Hector Moreno;;EMBARGAR
CC;;2048415760;;Mariana Beltran;;EMBARGAR
TI;;2033515715;;Oscar Jimenez;;EMBARGAR
NUIP;;2041707964;;Nathalia Hernandez;;EMBARGAR
CE;;2036538576;;Rodrigo Ortiz;;INHABILITAR
CC;;2062992557;;Nathalia Cabrera;;INHABILITAR
CE;;2090429133;;Gustavo Giraldo;;INHABILITAR
TI;;2080596328;;Felipe Ruiz;;INHABILITAR
TI;;2048331902;;Jose Cano;;INHABILITAR
NUIP;;2040786833;;Paula Gomez;;EMBARGAR
CC;;2042511287;;Alicia Gallego;;EMBARGAR
TI;;2038185618;;Gloria Salazar;;EMBARGAR
NUIP;;2050055568;;Teresa Franco;;INHABILITAR
RC;;2008426267;;Claudia Moreno;;INHABILITAR
RC;;2035523260;;Jose Quiroz;;INHABILITAR
RC;;2019724809;;Ivan Murillo;;EMBARGAR
TI;;2081620816;;Jose Quiroz;;INHABILITAR
CE;;2004025322;;Teresa Cano;;EMBARGAR
CE;;2010957630;;Patricia Moreno;;INHABILITAR
CC;;2057362991;;Felipe Giraldo;;INHABILITAR
TI;;2000325271;;Sandra Hernandez;;INHABILITAR
RC;;2083692066;;Liliana Moreno;;EMBARGAR
TI;;2088965826;;Marta Garcia;;EMBARGAR
RC;;2036959378;;Ana Vargas;;INHABILITAR
NUIP;;2071761892;;Lorena Lopez;;EMBARGAR
TI;;2040993324;;Esteban Beltran;;EMBARGAR
CE;;2014621533;;Luis Velasquez;;EMBARGAR
NUIP;;2088743927;;Gustavo Montoya;;INHABILITAR
NUIP;;2039798515;;Monica Martinez;;INHABILITAR
RC;;2084133106;;Ivan Castro;;INHABILITAR
TI;;2062681544;;Alonso Bonilla;;INHABILITAR
NUIP;;2047027878;;Laura Rivera;;INHABILITAR
TI;;2062324927;;Raquel Molina;;INHABILITAR
CE;;2041596922;;Ivan Franco;;EMBARGAR
NUIP;;2014486992;;Alonso Mejia;;INHABILITAR
RC;;2049634408;;Paula Cano;;EMBARGAR
CC;;2052642832;;Alicia Lopez;;INHABILITAR
RC;;2072654570;;Felipe Salazar;;INHABILITAR
NUIP;;2014393141;;Pedro Ramirez;;INHABILITAR
CE;;2018709525;;Roberto Prieto;;INHABILITAR
RC;;2084244897;;Eduardo Cabrera;;EMBARGAR
RC;;2059710632;;Marta Molina;;INHABILITAR
CC;;2055184518;;Cesar Gallego;;EMBARGAR
CE;;2079344278;;Silvia Montoya;;EMBARGAR
CC;;2060928935;;Catalina Franco;;EMBARGAR
RC;;2068802857;;Paula Giraldo;;EMBARGAR
CC;;2000497283;;Catalina Ramirez;;INHABILITAR
TI;;2039038262;;Claudia Fernandez;;EMBARGAR
CE;;2035710918;;Claudia Molina;;EMBARGAR
CC;;2016360495;;Fernando Cano;;INHABILITAR
RC;;2097186003;;Laura Ruiz;;INHABILITAR
RC;;2023161859;;Ricardo Ortiz;;EMBARGAR
NUIP;;2031505514;;Lorena Mendez;;INHABILITAR
CE;;2014004294;;Jorge Fernandez;;INHABILITAR
TI;;2094296433;;Teresa Cardenas;;EMBARGAR
NUIP;;2005065131;;Raquel Velasquez;;INHABILITAR
CE;;2035650030;;Cesar Franco;;INHABILITAR
RC;;2060286180;;Liliana Bautista;;INHABILITAR
RC;;2097807748;;Gabriel Salazar;;EMBARGAR
NUIP;;2019884604;;Gloria Vega;;INHABILITAR
TI;;2036115007;;Rodrigo Bautista;;INHABILITAR
RC;;2053523595;;Gloria Cano;;INHABILITAR
TI;;2098709560;;Eduardo Robledo;;EMBARGAR
CE;;2020954785;;Gustavo Arias;;INHABILITAR
TI;;2019120145;;Mauricio Quiroz;;EMBARGAR
TI;;2030107694;;Carlos Herrera;;EMBARGAR
NUIP;;2058822156;;Juan Herrera;;INHABILITAR
RC;;2031667684;;Cristian Garcia;;INHABILITAR
TI;;2088125045;;Cesar Diaz;;INHABILITAR
NUIP;;2067952842;;Eduardo Gallego;;INHABILITAR
CE;;2019784023;;Luis Munoz;;EMBARGAR
TI;;2030838017;;Luis Molina;;EMBARGAR
CC;;2060176014;;Beatriz Bautista;;EMBARGAR
CC;;2073290062;;Laura Ramirez;;INHABILITAR
CE;;2074325323;;Angela Lopez;;EMBARGAR
NUIP;;2012991235;;Rodrigo Mejia;;INHABILITAR
CE;;2051127686;;Sebastian Montoya;;EMBARGAR
TI;;2017751769;;Luis Giraldo;;INHABILITAR
TI;;2053336027;;Oscar Vega;;EMBARGAR
NUIP;;2053127339;;Luisa Molina;;INHABILITAR
