tipo_documento;;documento;;nombre_completo;;caracterizacion
TI;;2066641529;;Juan Garcia;;EMBARGAR
TI;;2060084758;;Manuel Herrera;;EMBARGAR
NUIP;;2024274910;;Raquel Hernandez;;INHABILITAR
CC;;2055432908;;Camila Martinez;;INHABILITAR
NUIP;;2051946324;;Angela Ramirez;;INHABILITAR
CE;;2084447305;;Adriana Murillo;;INHABILITAR
TI;;2043138778;;Luis Aguilar;;EMBARGAR
CE;;2041455110;;Pedro Quiroz;;INHABILITAR
NUIP;;2064726139;;Alonso Hernandez;;EMBARGAR
RC;;2000958465;;Jorge Franco;;INHABILITAR
CE;;2091423868;;Marta Salazar;;INHABILITAR
RC;;2032210797;;Gloria Moreno;;INHABILITAR
TI;;2004360187;;Felipe Diaz;;EMBARGAR
CC;;2056866840;;Luis Montoya;;EMBARGAR
TI;;2095897271;;Oscar Cabrera;;EMBARGAR
TI;;2035090089;;Juan Molina;;INHABILITAR
TI;;2009976432;;Rafael Herrera;;EMBARGAR
CE;;2009207040;;Mauricio Ospina;;INHABILITAR
CC;;2041514750;;Julia Mejia;;INHABILITAR
TI;;2098609450;;Adriana Diaz;;INHABILITAR
TI;;2065658920;;Carmen Sanchez;;EMBARGAR
NUIP;;2035786085;;Julia Lara;;EMBARGAR
RC;;2082896680;;Oscar Lara;;INHABILITAR
CC;;2022105811;;Veronica Mendez;;EMBARGAR
CE;;2001214570;;Sebastian Fernandez;;EMBARGAR
RC;;2006727829;;Victor Fernandez;;EMBARGAR
CE;;2098934404;;Veronica Cano;;INHABILITAR
RC;;2014343697;;Jose Moreno;;EMBARGAR
TI;;2038032426;;Alfredo Rodriguez;;EMBARGAR
CE;;2048030756;;Violeta Torres;;INHABILITAR
CC;;2056240500;;Liliana Giraldo;;EMBARGAR
CC;;2094805637;;Valentina Giraldo;;INHABILITAR
NUIP;;2004065439;;Camila Jaramillo;;INHABILITAR
NUIP;;2088786295;;Teresa Ruiz;;EMBARGAR
NUIP;;2082281906;;Felipe Garcia;;EMBARGAR
NUIP;;2061432874;;Paula Ruiz;;EMBARGAR
CE;;2083428977;;Patricia Molina;;EMBARGAR
NUIP;;2022665218;;Tatiana Salazar;;INHABILITAR
RC;;2012960283;;Marta Franco;;INHABILITAR
RC;;2078376878;;Esteban Vega;;EMBARGAR
NUIP;;2061454984;;Cristian Ruiz;;EMBARGAR
RC;;2048927734;;Jose Montoya;;EMBARGAR
NUIP;;2014911796;;Alonso Diaz;;INHABILITAR
CE;;2006882970;;Violeta Jimenez;;EMBARGAR
CC;;2056911763;;Alfredo Mejia;;EMBARGAR
TI;;2023277861;;Violeta Sanchez;;EMBARGAR
CE;;2070718376;;Nathalia Moreno;;INHABILITAR
RC;;2059990001;;Lorena Franco;;EMBARGAR
RC;;2097649636;;Esteban Franco;;EMBARGAR
RC;;2052280889;;Paula Fernandez;;INHABILITAR
CC;;2095888383;;Adriana Ospina;;INHABILITAR
CE;;2026553285;;Lorena Paredes;;EMBARGAR
CC;;2041872441;;Oscar Lopez;;EMBARGAR
CE;;2073136662;;Teresa Aguilar;;EMBARGAR
TI;;2062761976;;Rodrigo Ruiz;;INHABILITAR
CC;;2042883851;;Diego Mejia;;INHABILITAR
CC;;2059249949;;Javier Hernandez;;INHABILITAR
CC;;2037735176;;Nathalia Ruiz;;INHABILITAR
RC;;2062142506;;Alonso Ruiz;;INHABILITAR
NUIP;;2048262582;;Liliana Mendez;;INHABILITAR
CE;;2049019571;;Luis Vargas;;EMBARGAR
NUIP;;2024628083;;Santiago Cabrera;;EMBARGAR
CC;;2019260354;;Sebastian Ramirez;;EMBARGAR
RC;;2045498201;;Oscar Aguilar;;EMBARGAR
TI;;2056691280;;Javier Gutierrez;;INHABILITAR
TI;;2049099920;;Valentina Diaz;;INHABILITAR
NUIP;;2034366939;;Lucrecia Ortiz;;INHABILITAR
NUIP;;2048894202;;Silvia Herrera;;EMBARGAR
RC;;2080162607;;Silvia Martinez;;EMBARGAR
CC;;2020942073;;Ricardo Garcia;;INHABILITAR
TI;;2021375018;;Diego Lara;;INHABILITAR
RC;;2095723360;;Victor Bautista;;INHABILITAR
CC;;2020078964;;Eduardo Murillo;;EMBARGAR
CE;;2046668751;;Violeta Ortiz;;EMBARGAR
CC;;2054420012;;Felipe Rios;;EMBARGAR
CC;;2008975517;;Andres Ospina;;INHABILITAR
TI;;2031486268;;Silvia Velasquez;;INHABILITAR
CC;;2074441467;;Santiago Diaz;;INHABILITAR
NUIP;;2093099575;;Fernando Lopez;;INHABILITAR
CC;;2027711677;;Hector Rios;;INHABILITAR
TI;;2000989392;;Felipe Castro;;INHABILITAR
NUIP;;2036556732;;Alonso Ramirez;;INHABILITAR
NUIP;;2008331712;;Lucrecia Rios;;EMBARGAR
CE;;2038252762;;Lucrecia Rivera;;EMBARGAR
RC;;2046016691;;Marcela Castaño;;INHABILITAR
NUIP;;2088172235;;Beatriz Moreno;;INHABILITAR
NUIP;;2087637723;;Andres Paredes;;EMBARGAR
CE;;2057715458;;Ricardo Ruiz;;EMBARGAR
NUIP;;2072881720;;Luisa Cabrera;;EMBARGAR
CE;;2028416242;;Fernando Ortiz;;EMBARGAR
TI;;2060024791;;Gloria Ortiz;;EMBARGAR
CC;;2019135050;;Felipe Torres;;INHABILITAR
RC;;2038788366;;Violeta Rojas;;EMBARGAR
NUIP;;2037141577;;Javier Lopez;;EMBARGAR
RC;;2011376727;;Fernando Murillo;;INHABILITAR
RC;;2070878614;;Tatiana Ramirez;;INHABILITAR
CE;;2038004624;;Diana Mendez;;INHABILITAR
RC;;2088433681;;Luisa Ruiz;;INHABILITAR
RC;;2065593600;;Victor Montoya;;EMBARGAR
NUIP;;2053409923;;Lorena Vargas;;EMBARGAR
