tipo_documento;;documento;;nombre_completo;;caracterizacion
NUIP;;2019478772;;Teresa Mendez;;INHABILITAR
RC;;2030836951;;Felipe Moreno;;INHABILITAR
NUIP;;2017339973;;Veronica Martinez;;INHABILITAR
TI;;2023818047;;Felipe Garcia;;INHABILITAR
TI;;2064783659;;Manuel Ramirez;;INHABILITAR
TI;;2071543605;;Rodrigo Hernandez;;INHABILITAR
NUIP;;2038606385;;Sandra Bonilla;;INHABILITAR
RC;;2029541305;;Mauricio Salazar;;INHABILITAR
CC;;2006977330;;Juan Duarte;;EMBARGAR
NUIP;;2092735134;;Laura Gallego;;INHABILITAR
RC;;2001171560;;Luis Zapata;;EMBARGAR
RC;;2016348531;;Victor Vega;;EMBARGAR
NUIP;;2001762577;;Felipe Paredes;;INHABILITAR
CC;;2098410945;;Jose Prieto;;EMBARGAR
RC;;2041219324;;Jose Castro;;INHABILITAR
RC;;2089266095;;Camila Zapata;;EMBARGAR
CC;;2006266562;;Hector Diaz;;INHABILITAR
NUIP;;2049067401;;Ricardo Bautista;;EMBARGAR
RC;;2037274567;;Gabriela Mejia;;INHABILITAR
RC;;2057949194;;Oscar Beltran;;INHABILITAR
TI;;2029089950;;Pedro Ruiz;;EMBARGAR
NUIP;;2016086673;;Alfredo Martinez;;INHABILITAR
CE;;2075188129;;Rosa Rios;;INHABILITAR
CC;;2085819775;;Violeta Ortiz;;INHABILITAR
CE;;2041572004;;Sebastian Jaramillo;;EMBARGAR
RC;;2091855594;;Lucrecia Torres;;INHABILITAR
TI;;2026505250;;Mauricio Gutierrez;;INHABILITAR
CC;;2003142318;;Liliana Prieto;;INHABILITAR
TI;;2079566657;;Miguel Bonilla;;EMBARGAR
NUIP;;2064131726;;Camila Moreno;;EMBARGAR
CE;;2032875990;;Cesar Moreno;;INHABILITAR
CE;;2016183676;;Paula Vega;;EMBARGAR
NUIP;;2048635078;;Gloria Robledo;;INHABILITAR
CE;;2018845358;;Cesar Salazar;;EMBARGAR
CE;;2097784246;;Sebastian Franco;;EMBARGAR
CC;;2082443076;;Veronica Ortiz;;EMBARGAR
NUIP;;2009626648;;Pedro Rodriguez;;INHABILITAR
CE;;2001663557;;Paula Salazar;;INHABILITAR
NUIP;;2000138034;;Pedro Gutierrez;;INHABILITAR
CE;;2029145675;;Luis Molina;;INHABILITAR
RC;;2013201337;;Roberto Castro;;INHABILITAR
TI;;2089263387;;Felipe Lopez;;INHABILITAR
TI;;2026644916;;Adriana Torres;;EMBARGAR
RC;;2034076522;;Paula Arango;;INHABILITAR
CC;;2057321766;;Paula Lopez;;INHABILITAR
NUIP;;2093566138;;Diana Garcia;;INHABILITAR
NUIP;;2025318083;;Alonso Gallego;;INHABILITAR
TI;;2050286144;;Diego Lopez;;INHABILITAR
TI;;2017780764;;Liliana Salazar;;EMBARGAR
TI;;2052435925;;Angela Rodriguez;;EMBARGAR
RC;;2054202620;;Tatiana Murillo;;EMBARGAR
TI;;2018018631;;Luis Aguilar;;INHABILITAR
CE;;2031573086;;Paola Jaramillo;;EMBARGAR
NUIP;;2040689943;;Andres Velasquez;;EMBARGAR
CE;;2016635965;;Angela Cano;;INHABILITAR
RC;;2017968024;;Santiago Gutierrez;;EMBARGAR
TI;;2063711485;;Javier Ruiz;;EMBARGAR
TI;;2028422584;;Alicia Giraldo;;INHABILITAR
CC;;2046551814;;Pedro Cabrera;;EMBARGAR
RC;;2087485784;;Roberto Ortiz;;INHABILITAR
RC;;2048909022;;Adriana Ruiz;;INHABILITAR
CC;;2074807068;;Jose Acosta;;INHABILITAR
CE;;2098398659;;Paola Paredes;;INHABILITAR
NUIP;;2007670347;;Luis Duarte;;INHABILITAR
CE;;2064258973;;Raquel Sanchez;;EMBARGAR
CE;;2053677365;;Roberto Rojas;;EMBARGAR
CC;;2003159425;;Julia Giraldo;;EMBARGAR
NUIP;;2008315285;;Ricardo Cano;;EMBARGAR
TI;;2006993944;;Victor Castillo;;EMBARGAR
CE;;2089112681;;Hernan Acosta;;EMBARGAR
CE;;2003936501;;Luis Aguilar;;INHABILITAR
RC;;2055596967;;Ana Arias;;EMBARGAR
TI;;2079298329;;Luisa Munoz;;INHABILITAR
RC;;2088727841;;Veronica Moreno;;EMBARGAR
NUIP;;2046096969;;Gabriela Cano;;EMBARGAR
NUIP;;2064529911;;Ivan Duarte;;EMBARGAR
RC;;2032693617;;Alfredo Salazar;;EMBARGAR
RC;;2004129511;;Sandra Lopez;;EMBARGAR
TI;;2004125942;;Rodrigo Giraldo;;EMBARGAR
NUIP;;2006521997;;Rosa Moreno;;INHABILITAR
CC;;2077079006;;Sebastian Montoya;;INHABILITAR
NUIP;;2017636129;;Fernando Ortiz;;INHABILITAR
