tipo_documento;;documento;;nombre_completo;;caracterizacion
TI;;2071338847;;Carmen Castro;;INHABILITAR
TI;;2048427814;;Gustavo Torres;;INHABILITAR
CE;;2050747722;;Ana Ruiz;;EMBARGAR
NUIP;;2029800953;;Eduardo Vega;;INHABILITAR
CE;;2031647978;;Angela Rivera;;EMBARGAR
TI;;2030227370;;Violeta Prieto;;INHABILITAR
TI;;2048784598;;Cristian Martinez;;EMBARGAR
NUIP;;2049238453;;Raquel Torres;;INHABILITAR
NUIP;;2042449429;;Luisa Cardenas;;INHABILITAR
RC;;2003359255;;Ricardo Moreno;;INHABILITAR
NUIP;;2089109734;;Eduardo Montoya;;EMBARGAR
TI;;2083056393;;Claudia Torres;;EMBARGAR
CE;;2067633690;;Eduardo Arias;;INHABILITAR
TI;;2019474174;;Felipe Duarte;;EMBARGAR
CE;;2027423740;;Luis Rodriguez;;EMBARGAR
RC;;2014003747;;Marta Lopez;;INHABILITAR
TI;;2034442261;;Jorge Montoya;;INHABILITAR
TI;;2027952119;;Felipe Moreno;;INHABILITAR
NUIP;;2028484925;;Rodrigo Montoya;;INHABILITAR
RC;;2082234975;;Luis Ortiz;;INHABILITAR
RC;;2081239144;;Santiago Cardenas;;EMBARGAR
CE;;2023365701;;Lucrecia Paredes;;EMBARGAR
CE;;2060088866;;Camila Cabrera;;INHABILITAR
TI;;2074811022;;Fernando Velasquez;;EMBARGAR
CE;;2001325004;;Fernando Moreno;;INHABILITAR
RC;;2043915592;;Laura Giraldo;;EMBARGAR
TI;;2061679651;;Cesar Garcia;;EMBARGAR
RC;;2006334585;;Beatriz Aguilar;;INHABILITAR
CE;;2022268624;;Veronica Garcia;;EMBARGAR
NUIP;;2069152516;;Eduardo Montoya;;EMBARGAR
CC;;2029686646;;Pedro Vargas;;INHABILITAR
RC;;2014447375;;Paula Duarte;;EMBARGAR
CE;;2043302667;;Patricia Jimenez;;INHABILITAR
CC;;2036465123;;Laura Torres;;INHABILITAR
RC;;2089511123;;Lorena Ramirez;;INHABILITAR
CC;;2046509086;;Hernan Castillo;;EMBARGAR
CC;;2074905557;;Rosa Moreno;;EMBARGAR
TI;;2068420201;;Liliana Gallego;;INHABILITAR
NUIP;;2066693696;;Santiago Montoya;;EMBARGAR
CC;;2053634775;;Gabriel Castaño;;EMBARGAR
RC;;2048835820;;Hector Jimenez;;EMBARGAR
CC;;2012406354;;Jorge Rodriguez;;INHABILITAR
NUIP;;2063017808;;Paula Giraldo;;INHABILITAR
