nombre;;identificacion;;edad;;embargado;;salario
Samuel Munoz;;2005567689;;59;;true;;1613560
Felipe Paredes;;2032643607;;42;;false;;4961361
Ivan Paredes;;2077089497;;54;;true;;8367831
Hernan Salazar;;2073658859;;46;;false;;5730923
Marcela Vargas;;2074489474;;36;;true;;8220807
Ricardo Castro;;2026887750;;48;;true;;4135583
Jose Diaz;;2008625619;;36;;false;;6938342
Ivan Hernandez;;2099268098;;43;;false;;7358862
Silvia Ruiz;;2054062229;;55;;true;;1837180
Eduardo Ortiz;;2098329161;;53;;true;;4924568
Alicia Rodriguez;;2041654537;;39;;true;;5805747
Miguel Quiroz;;2026218563;;34;;true;;8832265
Ricardo Garcia;;2096784642;;38;;true;;8114166
Liliana Giraldo;;2065053433;;30;;true;;5737763
Oscar Gomez;;2031346836;;46;;false;;5758698
Oscar Mejia;;2085776405;;38;;true;;6348543
Alicia Duarte;;2033698853;;33;;false;;8023986
Juan Murillo;;2025586278;;52;;false;;5230504
Luis Diaz;;2072207545;;27;;true;;4330835
Silvia Torres;;2068615700;;40;;true;;9572613
Santiago Moreno;;2062983289;;52;;true;;5395386
Lucrecia Velasquez;;2064579421;;41;;false;;4053156
Catalina Munoz;;2048593320;;56;;false;;4434280
Diego Franco;;2049614045;;46;;true;;3725546
Ivan Franco;;2043585861;;26;;false;;9984451
Tatiana Arango;;2001008977;;41;;false;;715446
Jorge Ramirez;;2017188830;;26;;false;;778432
Marcela Moreno;;2011608989;;25;;true;;6490837
Cesar Herrera;;2011033365;;58;;true;;4789427
Ricardo Ospina;;2003210632;;38;;false;;2919218
Paola Castaño;;2094392447;;32;;true;;869743
Julia Acosta;;2001893207;;25;;true;;817113
Jose Moreno;;2047595839;;41;;true;;4083005
Carmen Rodriguez;;2079115607;;56;;false;;5916888
Gustavo Giraldo;;2031297691;;37;;true;;5875387
Lucrecia Arango;;2065025144;;44;;false;;5340791
Beatriz Duarte;;2057546026;;28;;true;;5626262
Alonso Moreno;;2075729597;;28;;true;;2662080
Lorena Giraldo;;2060669939;;57;;true;;3825073
Victor Zapata;;2068546432;;31;;false;;6517379
Monica Hernandez;;2043281183;;50;;false;;7882705
Adriana Castillo;;2050946888;;44;;false;;1297740
Nathalia Cabrera;;2023501716;;47;;false;;4627874
Gloria Castillo;;2026403220;;59;;true;;5055460
Gabriel Velasquez;;2030193235;;26;;true;;1430197
Tatiana Franco;;2061728363;;57;;false;;9137139
Marta Gomez;;2050893948;;52;;false;;7781636
Hernan Cardenas;;2029975638;;49;;false;;8734430
Oscar Giraldo;;2003484230;;25;;false;;1186647
Oscar Jimenez;;2053859283;;56;;false;;6810023
Rafael Gomez;;2095460562;;56;;false;;9289189
Veronica Salazar;;2097306903;;35;;false;;4205006
Hernan Moreno;;2014822012;;60;;false;;1451654
Julia Garcia;;2086483990;;30;;false;;7367214
Carlos Rodriguez;;2051503839;;60;;false;;4175749
Gloria Lopez;;2051048171;;40;;false;;9238205
Cesar Rivera;;2046205733;;40;;false;;7548427
Felipe Arango;;2071375515;;52;;true;;2583874
Felipe Castaño;;2069358436;;55;;false;;6102356
Ivan Fernandez;;2059289739;;36;;true;;5590832
Julia Ramirez;;2052284414;;46;;true;;8763628
Eduardo Vega;;2042286448;;31;;true;;5895831
Esteban Jimenez;;2032077372;;47;;true;;4069248
Gloria Cano;;2003621337;;39;;true;;7413270
Manuel Ruiz;;2099386394;;38;;false;;7609534
Raquel Sanchez;;2052516071;;36;;true;;9929551
Carmen Castillo;;2071479115;;58;;true;;5769318
Paola Hernandez;;2091644806;;33;;false;;1975530
Fernando Gallego;;2032542343;;45;;false;;1722906
Cristian Jaramillo;;2075285698;;27;;true;;3409685
Luis Giraldo;;2017900217;;41;;false;;2062635
Santiago Herrera;;2046432983;;38;;true;;1811928
Alicia Diaz;;2064131017;;46;;false;;5384055
Fernando Mendez;;2038306356;;32;;false;;1217863
Roberto Rios;;2060350343;;50;;true;;7883082
Diana Giraldo;;2035920448;;26;;false;;9185597
Silvia Martinez;;2094475448;;45;;true;;753041
Adriana Rios;;2099721377;;46;;true;;9448295
Esteban Mendez;;2008545976;;36;;true;;3838424
Ivan Rodriguez;;2014003808;;37;;true;;9997612
Hector Salazar;;2092420335;;60;;false;;3610417
Lorena Diaz;;2046358548;;54;;true;;1343091
Julia Robledo;;2019778097;;30;;false;;4676590
Valentina Aguilar;;2054205770;;37;;false;;905486
Pedro Sanchez;;2076506375;;46;;true;;5725617
Alicia Mejia;;2016929911;;53;;true;;7730137
Victor Giraldo;;2027418989;;32;;false;;6557291
Ricardo Valencia;;2038127762;;30;;true;;7895015
Lucrecia Moreno;;2059105198;;54;;false;;4328481
Hernan Cabrera;;2085774463;;55;;true;;3062595
Diego Torres;;2005136753;;45;;false;;4129876
Jorge Rios;;2082031273;;51;;true;;9025859
Samuel Mendez;;2017324430;;30;;false;;1400204
Gabriel Herrera;;2017354503;;30;;true;;5839887
Rosa Ortiz;;2003532116;;34;;true;;3034368
Juan Garcia;;2081331989;;34;;false;;8251045
Monica Jaramillo;;2072987337;;56;;false;;5131758
Ricardo Ortiz;;2013534103;;56;;false;;8882509
Felipe Rodriguez;;2060320992;;34;;true;;721508
Silvia Moreno;;2011757304;;26;;true;;9940333
