nombre;;identificacion;;edad;;embargado;;salario
Pedro Mendez;;2011427965;;49;;true;;6743869
Lucrecia Bautista;;2080958557;;45;;true;;9046063
Luis Mejia;;2000204148;;37;;true;;6113833
Hector Giraldo;;2029902778;;41;;true;;9749531
Sandra Zapata;;2030815129;;52;;true;;8873370
Silvia Lara;;2096179948;;34;;true;;6024572
Fernando Giraldo;;2071041866;;35;;false;;1393797
Liliana Salazar;;2020128892;;45;;true;;4325958
Lorena Rodriguez;;2044864553;;50;;false;;2899565
Esteban Torres;;2076956306;;48;;false;;8894889
Lorena Beltran;;2003773944;;53;;true;;8405382
Liliana Sanchez;;2010088613;;29;;true;;3600439
Claudia Castaño;;2035503012;;46;;false;;7359234
Silvia Ortiz;;2068593732;;55;;true;;4297734
Liliana Montoya;;2055758159;;26;;false;;6823574
Paula Quiroz;;2087903190;;47;;true;;4971252
Cesar Arango;;2039729891;;39;;true;;8651033
Ricardo Ruiz;;2056764375;;31;;false;;1744969
Valentina Bautista;;2063175338;;57;;true;;5391957
Camila Moreno;;2071276617;;28;;false;;8120557
Paula Jimenez;;2059640096;;50;;true;;1174156
Rodrigo Ortiz;;2002912322;;33;;false;;5093556
Lorena Paredes;;2051365692;;31;;true;;4770351
Mariana Diaz;;2032238947;;36;;true;;2502762
Raquel Ramirez;;2006723306;;37;;true;;3766057
Jose Gutierrez;;2066944417;;53;;true;;7382012
Rodrigo Herrera;;2074566963;;34;;true;;894945
Silvia Ramirez;;2073422381;;28;;false;;9439935
Andres Diaz;;2062171977;;59;;false;;4941084
Teresa Giraldo;;2003426290;;30;;false;;3134843
Luisa Quiroz;;2074827862;;47;;false;;5197481
Camila Aguilar;;2014812729;;36;;true;;9416164
Fernando Franco;;2095618930;;25;;true;;6699089
Jose Valencia;;2003387094;;36;;false;;2222526
Beatriz Garcia;;2039811471;;56;;true;;5424914
Cesar Vega;;2013969977;;29;;false;;9320823
Ricardo Lopez;;2029569537;;40;;true;;6431830
Santiago Vega;;2030881154;;46;;true;;8260248
Rodrigo Montoya;;2020184707;;42;;false;;8267561
Samuel Gomez;;2011343915;;54;;true;;9431972
Raquel Ospina;;2031294805;;33;;true;;1824050
Luis Mendez;;2009866055;;45;;true;;6097373
Diego Montoya;;2073963651;;33;;true;;5095348
Manuel Beltran;;2064921278;;44;;true;;3202961
Laura Montoya;;2038499472;;30;;false;;6522552
Carmen Montoya;;2001350108;;39;;false;;4309784
Juan Velasquez;;2060893936;;53;;true;;4036825
Sandra Gallego;;2088338031;;33;;false;;7566648
Gabriel Paredes;;2001717353;;42;;false;;1313637
Liliana Arias;;2027159818;;59;;false;;5996599
Beatriz Herrera;;2076580580;;56;;true;;5549745
Samuel Lopez;;2009783594;;35;;false;;7180793
Veronica Beltran;;2025025696;;37;;false;;8399107
Samuel Rivera;;2064268048;;27;;true;;5251328
Adriana Castro;;2012068100;;26;;false;;7416410
Andres Rojas;;2097403359;;52;;false;;9975207
Tatiana Gallego;;2068446181;;37;;false;;1960333
Alfredo Montoya;;2019234194;;44;;false;;3144003
Marcela Robledo;;2058129350;;51;;true;;7292285
Mauricio Aguilar;;2060592083;;50;;true;;8529728
Teresa Ruiz;;2010691795;;52;;false;;2952594
Andres Rivera;;2085261157;;56;;true;;7043853
Manuel Montoya;;2006796253;;29;;true;;3499208
Alicia Bonilla;;2070727268;;60;;false;;2910883
Luis Castro;;2054441918;;25;;false;;1330223
Carlos Molina;;2047560534;;50;;false;;2797927
Eduardo Ospina;;2056163816;;38;;false;;6877480
Jose Castro;;2022125124;;60;;true;;3644124
Eduardo Ruiz;;2071412417;;26;;false;;2053577
Diego Duarte;;2071811049;;52;;false;;7237527
Sandra Castaño;;2099036840;;36;;true;;2135834
Silvia Ortiz;;2035849527;;28;;false;;8113436
Raquel Arias;;2039857131;;43;;true;;1740734
Alfredo Salazar;;2015153490;;39;;true;;1417185
Santiago Herrera;;2022858309;;36;;false;;6381029
Angela Molina;;2060870965;;59;;true;;8039191
Esteban Rodriguez;;2050417091;;33;;false;;3462038
Javier Ruiz;;2011691015;;44;;true;;5786930
Victor Rios;;2082937141;;29;;true;;4328363
Alonso Cano;;2042708382;;26;;false;;1766006
Fernando Gutierrez;;2040654498;;59;;true;;9424138
Angela Paredes;;2040313948;;43;;false;;7445956
Liliana Torres;;2049618827;;38;;true;;8465909
Felipe Moreno;;2024417080;;42;;true;;6705223
Beatriz Montoya;;2035464117;;29;;true;;9348973
Gustavo Prieto;;2017201680;;26;;false;;3392619
Mauricio Ortiz;;2068751956;;27;;false;;7665684
Liliana Herrera;;2069494424;;37;;true;;6967054
Raquel Rojas;;2017401930;;40;;false;;1547773
Camila Vega;;2041873935;;44;;true;;5990705
Samuel Bonilla;;2006603269;;30;;true;;8224090
Alicia Salazar;;2059018180;;51;;true;;3997374
Rafael Mendez;;2097004132;;37;;true;;8457753
Cesar Vargas;;2099832904;;39;;true;;9838446
Jorge Gutierrez;;2035216197;;59;;false;;9780051
Hector Castro;;2000505151;;52;;true;;3205545
Patricia Moreno;;2052236768;;56;;true;;3054079
Eduardo Paredes;;2075316025;;38;;false;;3180468
Violeta Torres;;2045984411;;28;;true;;6627753
Luis Molina;;2096701446;;51;;false;;3381698
