nombre;;identificacion;;edad;;embargado;;salario
Juan Franco;;2087062604;;28;;false;;2700547
Oscar Ortiz;;2011345887;;39;;true;;4344431
Laura Gallego;;2005022390;;36;;false;;1652390
Laura Giraldo;;2070109236;;56;;false;;9951684
Carmen Ruiz;;2020201441;;48;;true;;8424457
Ricardo Lopez;;2011958977;;35;;true;;6357474
Raquel Rodriguez;;2019365299;;39;;false;;4207472
Esteban Sanchez;;2017831992;;57;;false;;7207237
Liliana Rojas;;2050393806;;55;;false;;4974121
Lucrecia Ortiz;;2077467483;;25;;true;;1964192
Beatriz Vega;;2057003627;;60;;true;;6533867
Laura Cano;;2085176348;;59;;false;;2524371
Cesar Garcia;;2069122839;;53;;true;;7041938
Alonso Herrera;;2090245015;;27;;true;;4573924
Luis Bonilla;;2024701496;;35;;false;;9659151
Laura Zapata;;2060872780;;25;;false;;2088323
Gloria Castaño;;2042425544;;45;;true;;9385681
Marta Ortiz;;2089888911;;29;;true;;5660713
Rodrigo Castaño;;2043620714;;49;;false;;7857827
Mariana Mejia;;2092588639;;45;;true;;4943335
Luis Velasquez;;2031404117;;46;;true;;7051266
Alicia Martinez;;2007653833;;35;;false;;6632151
Cristian Bonilla;;2090051775;;38;;false;;8485133
Gabriela Cabrera;;2005188428;;35;;true;;3004556
Alicia Ortiz;;2022365994;;59;;false;;1926679
Teresa Montoya;;2043481182;;60;;true;;3201216
Cristian Castro;;2010239384;;53;;true;;838011
Silvia Zapata;;2027959033;;41;;true;;1586029
Catalina Gallego;;2078264968;;47;;true;;1786009
Camila Mendez;;2010279232;;40;;false;;4416660
Samuel Jimenez;;2013931486;;31;;true;;2290995
Valentina Ramirez;;2075699572;;30;;false;;4421326
Gloria Moreno;;2055622740;;43;;false;;2630377
Beatriz Quiroz;;2028978650;;40;;false;;7665451
Rosa Moreno;;2035247384;;27;;false;;7212882
Camila Salazar;;2094801639;;42;;false;;1883694
Cesar Rojas;;2065484840;;42;;true;;8586894
Sebastian Robledo;;2095191031;;48;;true;;2872022
Paula Torres;;2053827745;;50;;true;;3414177
Veronica Sanchez;;2036390678;;40;;true;;6854587
Carmen Gomez;;2002624607;;45;;true;;6029870
Felipe Duarte;;2085694243;;26;;true;;8514345
Fernando Salazar;;2097836637;;49;;false;;6132399
Carmen Lara;;2070865957;;51;;true;;5271423
Miguel Vargas;;2077746829;;59;;true;;1392137
Lucrecia Martinez;;2029269502;;31;;false;;4507781
Valentina Diaz;;2049389693;;36;;false;;9965943
Veronica Vega;;2046077866;;35;;true;;1152843
Nathalia Herrera;;2072570772;;46;;true;;5546020
Catalina Ortiz;;2005403427;;43;;false;;7364868
Rosa Robledo;;2082569328;;60;;false;;2421814
Liliana Ramirez;;2070925742;;48;;false;;1014613
Hector Herrera;;2069770775;;27;;false;;6600002
Felipe Castro;;2089881428;;42;;false;;7939648
Patricia Cabrera;;2095316265;;54;;true;;5740752
Lorena Ruiz;;2025270651;;41;;true;;5481712
Marcela Moreno;;2013998719;;38;;true;;3471439
Alonso Castillo;;2063526342;;38;;false;;8656790
Marcela Mejia;;2098177663;;43;;true;;3310551
Diego Rivera;;2076455313;;57;;true;;6206475
Monica Montoya;;2022526804;;58;;true;;7080221
Angela Franco;;2044348266;;37;;false;;9119853
Mauricio Lopez;;2097429773;;55;;false;;6159856
Manuel Lopez;;2054034374;;41;;true;;7605580
Camila Cardenas;;2028551079;;55;;false;;8834416
Rodrigo Jimenez;;2093214374;;41;;false;;1364527
Javier Rojas;;2080950156;;50;;true;;6987976
Mariana Quiroz;;2075352867;;51;;false;;7782727
Luis Gomez;;2095976140;;43;;false;;1567208
Carmen Duarte;;2096172553;;42;;true;;4124739
Roberto Gallego;;2033288221;;28;;true;;8589190
Paula Bonilla;;2041031019;;41;;false;;7222483
Mauricio Murillo;;2088983723;;36;;false;;8856783
Laura Gutierrez;;2075918939;;56;;false;;2901803
Rafael Rios;;2019984436;;39;;true;;9905158
Diego Ospina;;2068446230;;46;;false;;4451561
Alicia Salazar;;2007878476;;41;;true;;5857942
Gabriela Arias;;2097815296;;52;;true;;1867803
Ricardo Ruiz;;2077678811;;41;;true;;2198808
Diego Rivera;;2082369579;;45;;true;;7073779
Jorge Torres;;2059588432;;27;;true;;6538145
Gabriela Giraldo;;2069494188;;56;;false;;3519351
Carmen Castro;;2017438794;;57;;false;;5894497
Catalina Rojas;;2093416920;;30;;true;;8375747
Juan Giraldo;;2061413676;;56;;true;;5881211
Teresa Salazar;;2042292233;;34;;false;;4435301
Miguel Duarte;;2019847130;;50;;false;;8434206
Silvia Mendez;;2039431823;;32;;true;;9650116
Carlos Cano;;2082184408;;31;;false;;8981191
Marta Arias;;2010083385;;29;;true;;3489148
Luis Giraldo;;2007676878;;58;;false;;6821858
Veronica Herrera;;2081763350;;41;;true;;8450428
Alonso Torres;;2061118123;;41;;false;;4896769
Valentina Garcia;;2090652341;;25;;false;;1428458
Gustavo Giraldo;;2062849207;;36;;false;;2839773
Laura Aguilar;;2016739942;;32;;false;;3223421
Esteban Lopez;;2058147516;;60;;false;;1187752
Pedro Hernandez;;2056671682;;40;;true;;4916662
Alonso Diaz;;2019711774;;41;;false;;7686907
Silvia Murillo;;2041751677;;27;;false;;6921622
