nombre;;identificacion;;edad;;embargado;;salario
Carlos Mendez;;2005856776;;36;;false;;8241104
Roberto Ortiz;;2016444868;;41;;false;;7375178
Rafael Castro;;2076349366;;57;;false;;3295034
Paola Vega;;2058938048;;27;;true;;7129206
Mariana Ramirez;;2060757098;;41;;false;;2068291
Violeta Cano;;2079935079;;38;;true;;2732742
Felipe Jimenez;;2071545871;;48;;false;;7864324
Javier Moreno;;2034746441;;34;;true;;5237130
Samuel Vargas;;2076716377;;35;;false;;5381883
Gabriel Cano;;2099125364;;43;;false;;8455013
Violeta Arias;;2094053236;;31;;false;;6497841
Luis Franco;;2088491326;;45;;false;;4278351
Oscar Castillo;;2028742056;;47;;true;;2756854
Claudia Cano;;2065437057;;30;;false;;4429606
Luis Vargas;;2072613607;;44;;false;;7073233
Felipe Ospina;;2009178672;;56;;true;;1931985
Hernan Sanchez;;2077151776;;46;;false;;6059998
Laura Giraldo;;2038258974;;45;;true;;1013074
Felipe Torres;;2060702236;;25;;false;;7192728
Sebastian Salazar;;2014930931;;28;;false;;5554069
Gloria Duarte;;2028178726;;54;;false;;8226851
Valentina Arango;;2015096251;;53;;false;;8547536
Alicia Lopez;;2049821828;;40;;false;;6384612
Ricardo Robledo;;2088120414;;47;;false;;2726179
Mariana Acosta;;2095868966;;40;;false;;8119178
Liliana Murillo;;2029356137;;60;;true;;4656867
Teresa Vega;;2058204982;;39;;true;;8431963
Rodrigo Cabrera;;2089244343;;55;;false;;6990560
Ivan Franco;;2005565375;;25;;true;;4891423
Patricia Prieto;;2032172253;;51;;false;;2280613
Alfredo Rivera;;2010393617;;59;;true;;1910552
Adriana Rios;;2001109497;;34;;false;;7730733
Mauricio Diaz;;2086591758;;25;;false;;978760
Felipe Castillo;;2098623818;;43;;true;;5846998
Raquel Herrera;;2090985033;;34;;true;;4935673
Rafael Giraldo;;2005842934;;56;;false;;9828969
Ivan Ruiz;;2087003702;;57;;true;;9954826
Pedro Mendez;;2043393826;;46;;true;;9019820
Hector Quiroz;;2084023729;;35;;true;;6907704
Paula Ortiz;;2065057778;;50;;true;;4632769
Ana Arias;;2072417412;;52;;true;;1827568
Ana Castro;;2097270750;;57;;false;;1294667
Cesar Martinez;;2022207063;;38;;true;;2741186
Gabriel Castaño;;2088973036;;43;;true;;6200350
Camila Salazar;;2037931182;;25;;false;;4285172
Teresa Moreno;;2090392221;;57;;false;;3958187
Roberto Lara;;2048415879;;43;;false;;4567053
Laura Moreno;;2023883073;;30;;false;;2188148
Juan Montoya;;2076019311;;28;;false;;2898580
Paola Vega;;2004508242;;39;;true;;7734817
Miguel Giraldo;;2002005333;;26;;false;;9268363
Teresa Rojas;;2058122520;;25;;false;;5001345
Angela Giraldo;;2088547299;;48;;false;;1428199
Lorena Lopez;;2025573780;;59;;false;;8191251
Samuel Aguilar;;2037864521;;32;;true;;1976860
Valentina Franco;;2099746470;;36;;true;;3348098
Miguel Rojas;;2093915955;;31;;false;;6335193
Juan Bonilla;;2032845232;;35;;false;;1608312
Julia Martinez;;2028042483;;35;;false;;4479659
Jorge Fernandez;;2038274884;;53;;false;;9158749
Beatriz Murillo;;2089057842;;42;;false;;4977152
Marta Molina;;2064696343;;59;;false;;8625483
Victor Montoya;;2090898387;;38;;true;;7384157
Sebastian Salazar;;2054746018;;54;;false;;6170244
Alonso Torres;;2031436973;;43;;false;;5968417
Beatriz Quiroz;;2073598269;;27;;false;;7789777
Diana Castaño;;2029520932;;55;;true;;7689398
Andres Montoya;;2093172763;;32;;true;;5007124
Camila Montoya;;2018250545;;56;;true;;1752494
Marcela Valencia;;2090468016;;47;;true;;3199335
Paula Salazar;;2010694806;;36;;false;;7618924
Gustavo Murillo;;2017826797;;25;;true;;6484813
Julia Jimenez;;2006538755;;28;;true;;7808209
Sandra Montoya;;2086527005;;43;;false;;3625183
Gloria Jimenez;;2082773403;;34;;true;;4228199
Pedro Ortiz;;2043655721;;59;;false;;938008
Camila Rodriguez;;2094778368;;53;;true;;2061669
Sandra Giraldo;;2038005602;;60;;false;;3348941
Tatiana Munoz;;2097758632;;57;;false;;7904545
Silvia Ramirez;;2051517681;;44;;false;;1521987
Adriana Cano;;2017521785;;30;;true;;3016957
Veronica Rivera;;2032595597;;42;;false;;3335789
Julia Sanchez;;2077867168;;27;;true;;8960403
Adriana Diaz;;2084713439;;41;;false;;5719286
Alonso Jaramillo;;2038723959;;37;;false;;1066534
Gloria Castillo;;2064561677;;41;;true;;5584862
Sebastian Duarte;;2018861805;;31;;false;;4111801
Angela Lara;;2069677342;;45;;true;;871026
Esteban Ortiz;;2037835354;;52;;false;;2459312
Victor Rojas;;2099582581;;53;;false;;3256271
Rafael Diaz;;2070834612;;55;;true;;9439526
Rafael Herrera;;2078155983;;38;;false;;5542044
Silvia Valencia;;2074186134;;31;;true;;3747807
Claudia Salazar;;2059864734;;37;;false;;8830694
Ricardo Lopez;;2075301141;;43;;true;;4626650
Andres Arias;;2036006381;;38;;false;;9505256
Adriana Bonilla;;2094595129;;48;;false;;5008689
Santiago Beltran;;2015668241;;38;;true;;2452599
Diana Munoz;;2070731009;;33;;false;;7512090
Mariana Prieto;;2022835438;;51;;false;;941514
