nombre;;identificacion;;edad;;embargado;;salario
Violeta Molina;;2024507495;;50;;true;;2531625
Veronica Arias;;2089062878;;27;;true;;7032702
Ricardo Moreno;;2030371571;;35;;false;;6125977
Veronica Herrera;;2015820772;;27;;false;;1757402
Sandra Quiroz;;2052907971;;34;;true;;1305051
Ana Garcia;;2087537577;;51;;false;;1353736
Juan Lopez;;2017551766;;46;;true;;8665608
Violeta Castaño;;2022208516;;49;;false;;1572340
Catalina Murillo;;2026623249;;32;;true;;2212279
Andres Herrera;;2039287240;;49;;true;;4804456
Rodrigo Torres;;2029366201;;59;;false;;6371765
Nathalia Aguilar;;2025807898;;31;;true;;5157204
Patricia Arias;;2039468264;;58;;true;;4348701
Jose Zapata;;2099220984;;27;;true;;7873934
Jorge Sanchez;;2084728180;;29;;true;;7970308
Gabriel Salazar;;2093524162;;34;;false;;2667906
Diana Franco;;2004640857;;45;;true;;7505634
Cesar Rios;;2081532131;;58;;true;;8984044
Jorge Ortiz;;2061717556;;53;;true;;4809671
Alicia Herrera;;2093302486;;29;;true;;1099253
Violeta Giraldo;;2039180825;;41;;true;;6749851
Luisa Fernandez;;2021366918;;41;;false;;5627960
Jose Diaz;;2055064965;;42;;false;;4622854
Eduardo Robledo;;2084310448;;48;;false;;5553074
Fernando Murillo;;2063243903;;31;;false;;2824661
Ricardo Hernandez;;2076256920;;59;;true;;1025696
Adriana Beltran;;2039395780;;36;;false;;7695495
Victor Duarte;;2052512286;;57;;false;;2677378
Fernando Bautista;;2032104327;;58;;false;;4947988
Mariana Duarte;;2011913282;;28;;true;;7483911
Paola Gomez;;2002168715;;41;;false;;7754740
Teresa Vega;;2058921514;;52;;true;;6900920
Eduardo Gutierrez;;2062261611;;49;;true;;4463734
Angela Giraldo;;2074511760;;52;;true;;6357279
Carmen Diaz;;2028639832;;26;;false;;6270482
Rodrigo Mendez;;2043817831;;49;;true;;3767690
Diana Murillo;;2022463262;;48;;false;;8147404
Eduardo Salazar;;2095321314;;50;;true;;7871038
Hernan Bautista;;2006320910;;38;;false;;7933177
Valentina Cano;;2014668408;;34;;false;;2724039
Monica Murillo;;2005610284;;30;;false;;8919820
Gabriela Herrera;;2016134540;;39;;false;;9291132
Carmen Cardenas;;2042323109;;43;;false;;842438
Gustavo Jaramillo;;2014373902;;41;;false;;934790
Claudia Zapata;;2057368318;;36;;true;;9954156
Juan Rojas;;2011437201;;34;;true;;6005043
Miguel Castro;;2006394948;;38;;true;;9354296
Lucrecia Paredes;;2099478461;;46;;true;;1246146
Ricardo Munoz;;2097707511;;60;;false;;3299203
Oscar Cano;;2077845343;;29;;true;;1844607
Miguel Ruiz;;2021703349;;41;;false;;9069697
Laura Diaz;;2082424706;;45;;true;;6601622
Sebastian Lopez;;2006101963;;45;;true;;5497517
Fernando Rodriguez;;2079676338;;29;;false;;5053510
Miguel Montoya;;2031718511;;37;;true;;2944765
Luisa Ramirez;;2004640478;;29;;false;;6134100
Hernan Castro;;2036376469;;34;;true;;3128543
Alonso Fernandez;;2049227310;;35;;true;;5045172
Cesar Rios;;2027532476;;34;;true;;5243765
Luis Montoya;;2076541684;;35;;false;;2648353
Felipe Paredes;;2012552402;;28;;true;;5556191
Hernan Salazar;;2043265617;;56;;true;;815263
Santiago Moreno;;2049000060;;59;;true;;4950789
Fernando Bonilla;;2089002978;;41;;false;;7844391
Cesar Aguilar;;2049646156;;60;;true;;2494850
Gabriel Herrera;;2082256512;;35;;true;;6096099
Eduardo Giraldo;;2029407377;;47;;true;;2896157
Rosa Torres;;2078061295;;27;;true;;6193348
Paula Aguilar;;2034547477;;54;;false;;7275483
Juan Velasquez;;2000792998;;46;;true;;9322960
Sandra Ospina;;2073391216;;49;;true;;2019257
Felipe Montoya;;2093500135;;44;;false;;2464910
Diego Montoya;;2082735329;;27;;false;;4039626
Paola Bonilla;;2006532356;;37;;true;;6894122
Oscar Montoya;;2010066263;;45;;false;;3779011
Miguel Valencia;;2064290517;;45;;false;;2737327
Paola Martinez;;2041276721;;46;;false;;8282843
Claudia Beltran;;2047882888;;41;;false;;3759598
Sebastian Montoya;;2060222361;;26;;true;;4870390
Gabriela Gomez;;2077713050;;59;;false;;9628474
Manuel Castillo;;2041279943;;43;;false;;938048
Eduardo Moreno;;2035885160;;58;;false;;2264100
Angela Torres;;2026970480;;59;;false;;6135209
Marta Franco;;2035678260;;55;;true;;9176560
Cesar Gutierrez;;2056143488;;57;;false;;9196709
Felipe Mejia;;2042242147;;37;;false;;2436999
Alonso Ruiz;;2054571643;;30;;true;;4896244
Javier Herrera;;2087998625;;32;;true;;912180
Sebastian Quiroz;;2053924570;;33;;false;;8814475
Ricardo Lopez;;2099751259;;38;;false;;3961579
Santiago Garcia;;2089606022;;33;;false;;1027118
Lucrecia Diaz;;2054402855;;55;;false;;2171357
Nathalia Giraldo;;2049193020;;49;;true;;3696146
Gabriela Quiroz;;2051348986;;33;;false;;4985763
Eduardo Castro;;2014030825;;37;;false;;4948694
Sebastian Ramirez;;2038504663;;26;;false;;9220324
Tatiana Lopez;;2092494652;;45;;true;;8882171
Juan Giraldo;;2056019062;;60;;true;;6435920
Santiago Mejia;;2008004670;;30;;false;;3716940
Sebastian Robledo;;2005344785;;60;;false;;3083072
