nombre;;identificacion;;edad;;embargado;;salario
Rodrigo Castro;;2078127346;;28;;false;;1189868
Felipe Garcia;;2043028111;;31;;true;;4165637
Tatiana Ramirez;;2082448807;;25;;false;;1474527
Ivan Moreno;;2012330636;;54;;true;;3616814
Violeta Prieto;;2068968961;;37;;true;;781562
Lucrecia Fernandez;;2037686251;;45;;true;;6118541
Sebastian Herrera;;2085071523;;35;;false;;1067825
Valentina Vega;;2064271607;;30;;true;;7812458
Cristian Giraldo;;2049227545;;34;;true;;5103229
Claudia Ortiz;;2046425970;;29;;true;;9967124
Samuel Quiroz;;2091256868;;28;;false;;1973891
Eduardo Lara;;2033577190;;35;;true;;9071604
Santiago Ramirez;;2043936331;;25;;true;;3433198
Hector Zapata;;2098910967;;42;;false;;5498241
Carlos Castro;;2060519009;;28;;false;;4005956
Oscar Moreno;;2082715089;;46;;true;;7696923
Alfredo Herrera;;2098546169;;43;;true;;8319309
Andres Rodriguez;;2049007778;;28;;true;;3637452
Jose Vega;;2061342899;;58;;false;;7401900
Luis Vargas;;2005803009;;29;;false;;9211173
Miguel Castillo;;2007716828;;31;;false;;2790964
Gabriela Rios;;2087081866;;50;;false;;8663482
Laura Arango;;2061046497;;45;;false;;1462649
Victor Velasquez;;2099031307;;48;;true;;9003547
Javier Acosta;;2025536582;;46;;false;;2158293
Ricardo Fernandez;;2086927118;;42;;true;;7458779
Ivan Gutierrez;;2058038112;;38;;false;;6271407
Cristian Arias;;2000901441;;49;;false;;1135323
Alonso Lopez;;2017535608;;35;;true;;1839700
Catalina Cano;;2007609452;;25;;true;;5492593
Samuel Arango;;2094561655;;56;;true;;5744780
Julia Garcia;;2019562272;;43;;false;;800532
Felipe Torres;;2025947128;;30;;false;;2884103
Esteban Franco;;2011024414;;54;;true;;5327176
Cristian Murillo;;2025211720;;31;;true;;3275140
Juan Ruiz;;2005049108;;33;;true;;4624059
Paola Acosta;;2081472136;;49;;true;;5867296
Sandra Cano;;2041731950;;55;;true;;7186551
Luis Castro;;2004457083;;44;;false;;3666428
Manuel Rodriguez;;2021474528;;46;;false;;7956229
Victor Rojas;;2002469767;;33;;true;;7732775
Rodrigo Arango;;2039446879;;42;;false;;928556
Angela Jaramillo;;2082968804;;44;;false;;7585738
Mariana Duarte;;2053485132;;45;;false;;9098318
Diego Gutierrez;;2056023319;;56;;false;;8738891
Gabriel Gomez;;2038183772;;50;;true;;5360957
Carmen Vargas;;2049062098;;38;;false;;6274218
Alfredo Prieto;;2076054558;;55;;true;;8865322
Marta Garcia;;2064119764;;45;;true;;2678048
Claudia Salazar;;2095626378;;33;;false;;9907919
Carmen Rodriguez;;2021200530;;33;;false;;3263277
Teresa Ortiz;;2083169861;;53;;true;;5927422
Diego Ortiz;;2032211784;;43;;false;;6179751
Sandra Cano;;2017528551;;35;;false;;7502388
Sebastian Castro;;2061736329;;51;;true;;5758575
Manuel Bautista;;2039412788;;50;;true;;1379548
Alicia Gomez;;2077979756;;29;;true;;890803
Eduardo Cabrera;;2082421942;;54;;true;;4421880
Cesar Rivera;;2064844212;;38;;true;;8061836
Beatriz Jaramillo;;2099078810;;40;;false;;5647819
Lucrecia Ortiz;;2055768053;;31;;true;;2077117
Sandra Lopez;;2053894260;;37;;false;;5707415
Luis Aguilar;;2039753681;;52;;false;;2065615
Felipe Beltran;;2088968522;;45;;false;;2414435
Liliana Rios;;2095653992;;33;;false;;2082415
Liliana Castro;;2016290429;;32;;true;;8694993
Gabriela Robledo;;2053811386;;30;;true;;8246210
Liliana Diaz;;2064720267;;35;;false;;7053669
Tatiana Herrera;;2087652350;;29;;true;;3425970
Gloria Bautista;;2075299146;;32;;true;;8634936
Mariana Vega;;2077002283;;48;;true;;5215414
Beatriz Molina;;2084029980;;36;;false;;6630393
Silvia Velasquez;;2062946336;;56;;false;;6828404
Paula Moreno;;2048009123;;34;;true;;7009087
Rodrigo Ramirez;;2010393766;;32;;false;;7362779
Rodrigo Rodriguez;;2065794964;;57;;true;;2931387
Samuel Jaramillo;;2084899250;;54;;false;;7879546
Marta Bautista;;2007326883;;50;;true;;1229623
Ivan Aguilar;;2067407353;;43;;true;;9537062
Oscar Mendez;;2023730689;;49;;true;;6954992
Carlos Moreno;;2058094783;;37;;true;;3578034
Carmen Quiroz;;2027158422;;38;;true;;6331952
Juan Franco;;2055618189;;49;;true;;3750580
Carmen Rios;;2032161107;;27;;false;;5303296
Alfredo Moreno;;2008587695;;29;;true;;5292255
Cesar Ramirez;;2088366910;;46;;false;;5192297
Marcela Montoya;;2041332832;;51;;false;;5423730
Juan Castaño;;2049172867;;25;;false;;6453080
Oscar Cardenas;;2021715614;;58;;false;;9400616
Adriana Vega;;2077964790;;52;;false;;1223146
Jose Ramirez;;2006669999;;60;;false;;5231385
Teresa Acosta;;2063601212;;35;;true;;4061126
Mauricio Cano;;2056726240;;41;;true;;4029825
Sebastian Bautista;;2042060255;;55;;true;;3171730
Sebastian Salazar;;2069351518;;37;;false;;3735092
Tatiana Rodriguez;;2062344281;;42;;true;;6559455
Carmen Beltran;;2098794534;;39;;true;;7756285
Eduardo Ruiz;;2043509258;;60;;false;;5337267
Ricardo Aguilar;;2030507342;;60;;false;;6494703
Patricia Diaz;;2037467554;;58;;true;;7405916
