nombre;;identificacion;;edad;;embargado;;salario
Samuel Lara;;2085401099;;37;;true;;3186407
Raquel Fernandez;;2053846721;;32;;true;;7433184
Luisa Moreno;;2006437691;;60;;false;;1978905
Lorena Franco;;2001599297;;37;;false;;5989274
Alonso Robledo;;2017744526;;43;;true;;5314163
Ricardo Montoya;;2029911421;;58;;true;;8177447
Felipe Gallego;;2048808760;;56;;true;;7870316
Carmen Rios;;2002882498;;52;;false;;9635972
Juan Torres;;2007712541;;28;;false;;1564958
Jorge Rios;;2063704441;;47;;false;;3068161
Valentina Ruiz;;2041094422;;32;;false;;8552186
Ricardo Cano;;2067403353;;27;;true;;2057565
Carlos Martinez;;2086495975;;34;;true;;7278657
Julia Gutierrez;;2005505383;;37;;true;;5070227
Gabriel Moreno;;2065995067;;46;;true;;9854135
Jose Ruiz;;2051073992;;59;;true;;6584105
Ricardo Montoya;;2060223005;;44;;false;;3623868
Rodrigo Prieto;;2009055613;;59;;true;;9875975
Angela Ruiz;;2097644926;;47;;true;;3551444
Catalina Moreno;;2083051198;;44;;true;;7646658
Beatriz Ospina;;2092735034;;34;;true;;1844619
Teresa Montoya;;2087139759;;42;;false;;1222075
Diana Velasquez;;2011870109;;57;;true;;3560450
Beatriz Gomez;;2018154957;;39;;false;;5707038
Teresa Ospina;;2098310359;;47;;true;;3701393
Juan Sanchez;;2095088863;;60;;true;;9994934
Pedro Vega;;2013629154;;60;;false;;8476058
Hector Jimenez;;2059338336;;60;;false;;8773439
Violeta Ramirez;;2043425001;;35;;false;;1788471
Diana Castillo;;2070207886;;55;;false;;7539610
Adriana Ruiz;;2095088995;;36;;true;;7978718
Santiago Rivera;;2051690002;;45;;true;;9548473
Valentina Montoya;;2002130259;;30;;true;;8833301
Gabriela Herrera;;2098878953;;33;;true;;6734831
Victor Quiroz;;2067490074;;46;;true;;1312508
Rosa Mejia;;2000152513;;51;;true;;8024892
Nathalia Quiroz;;2091835547;;50;;false;;2547930
Ivan Bonilla;;2086142631;;55;;true;;5546586
Mauricio Velasquez;;2084157006;;53;;true;;8351003
Rosa Cano;;2043215999;;44;;true;;2331636
Julia Herrera;;2032211078;;57;;false;;6045863
Liliana Montoya;;2073975692;;46;;false;;8208456
Sebastian Gallego;;2092611592;;52;;false;;9107951
Monica Vega;;2046668179;;33;;false;;1144174
Ricardo Castro;;2070411829;;50;;false;;4416475
Esteban Beltran;;2092695483;;51;;true;;4958007
Miguel Duarte;;2055089025;;34;;false;;846039
Patricia Aguilar;;2076419811;;54;;true;;7035162
Juan Quiroz;;2034658342;;56;;true;;723999
Victor Ruiz;;2071669399;;43;;false;;6446171
Carlos Vargas;;2030313912;;46;;false;;2313609
Carlos Cano;;2062024563;;43;;false;;2369683
Fernando Ramirez;;2082297659;;47;;true;;4841485
Ricardo Prieto;;2004286067;;58;;true;;8013710
Cristian Prieto;;2010002274;;60;;false;;7745377
Carmen Moreno;;2025141057;;55;;false;;8276390
Patricia Aguilar;;2068487675;;51;;false;;9582680
Esteban Moreno;;2072627471;;42;;false;;7958614
Carlos Giraldo;;2067166550;;34;;true;;2035458
Beatriz Murillo;;2097418324;;25;;true;;8721130
Violeta Cano;;2041807149;;26;;true;;8289547
Andres Mejia;;2029298545;;41;;false;;7094475
Teresa Herrera;;2061069685;;36;;false;;6771133
Monica Cano;;2001245617;;28;;true;;6151589
Ivan Arias;;2060963502;;29;;true;;6474515
Lucrecia Rojas;;2046041336;;27;;true;;2661556
Lorena Prieto;;2005916098;;58;;false;;3726667
Liliana Lara;;2095334849;;33;;true;;5210018
Jose Lara;;2072770824;;38;;false;;5152634
Sandra Sanchez;;2081467674;;43;;true;;5963729
Carmen Giraldo;;2084432430;;25;;false;;6937595
Miguel Torres;;2096911685;;52;;false;;9523995
Mauricio Bonilla;;2023137861;;58;;true;;6464613
Patricia Giraldo;;2033878595;;26;;true;;5831451
Veronica Hernandez;;2013331616;;40;;true;;7347876
Ricardo Lopez;;2059011366;;58;;false;;9409953
Julia Rojas;;2004499339;;60;;true;;6136432
Alicia Gallego;;2079920068;;38;;false;;3458447
Pedro Beltran;;2028657103;;27;;false;;2192882
Felipe Hernandez;;2016323582;;38;;true;;6233957
Gustavo Diaz;;2006512095;;37;;true;;3045722
Alicia Gutierrez;;2019950428;;53;;true;;7982249
Gabriela Zapata;;2094318604;;40;;true;;6330553
Valentina Herrera;;2069441664;;36;;false;;2347765
Victor Arias;;2072762566;;39;;true;;7442364
Felipe Aguilar;;2019377670;;50;;false;;8124553
Paola Gomez;;2051224067;;46;;true;;6589364
Silvia Quiroz;;2004935652;;42;;false;;3657166
Sebastian Lopez;;2075704508;;51;;false;;1725199
Carmen Paredes;;2017118861;;44;;false;;8595611
Javier Cano;;2023985360;;33;;true;;1870358
Gustavo Mendez;;2044184179;;28;;false;;1387587
Tatiana Zapata;;2077227076;;31;;true;;6919282
Nathalia Herrera;;2061523360;;51;;true;;4042946
Gustavo Vega;;2009530940;;44;;true;;7629217
Adriana Ruiz;;2052626136;;30;;true;;5050630
Sebastian Paredes;;2090149946;;33;;true;;7102962
Esteban Vargas;;2086650665;;32;;true;;9967449
Alicia Mendez;;2040601416;;52;;true;;5027414
Rosa Herrera;;2061943241;;43;;true;;4174356
