nombre;;identificacion;;edad;;embargado;;salario
Marcela Acosta;;2086940527;;42;;true;;6568484
Nathalia Molina;;2035850698;;48;;true;;5014658
Liliana Rios;;2003198936;;45;;true;;4208553
Paola Vargas;;2059383273;;27;;true;;4922383
Roberto Montoya;;2032821734;;33;;true;;8549553
Valentina Munoz;;2003508685;;25;;true;;3793968
Ana Moreno;;2025932410;;28;;false;;2304543
Felipe Vargas;;2055039461;;47;;false;;8115866
Liliana Herrera;;2080198921;;33;;true;;9097696
Paula Lopez;;2092861816;;41;;true;;1478087
Ricardo Ortiz;;2028747825;;42;;true;;4557890
Lorena Bonilla;;2031246677;;40;;false;;3286749
Ricardo Beltran;;2036443879;;32;;false;;3451089
Valentina Quiroz;;2008025101;;59;;true;;8843253
Gustavo Quiroz;;2091901355;;58;;false;;1422318
Ricardo Herrera;;2085072330;;39;;true;;4194021
Julia Robledo;;2081223555;;40;;true;;2711881
Diego Ruiz;;2076113528;;35;;true;;713408
Rodrigo Rojas;;2021441299;;49;;true;;8653566
Luisa Bautista;;2008663994;;53;;true;;7747844
Adriana Bonilla;;2024439263;;30;;true;;8161247
Mariana Paredes;;2082898253;;57;;false;;5926938
Manuel Ortiz;;2033090376;;58;;true;;6309972
Veronica Paredes;;2067873883;;50;;true;;2101217
Sebastian Cardenas;;2076377759;;45;;false;;8354741
Hernan Mendez;;2037282772;;49;;true;;7924941
Camila Jimenez;;2071627431;;32;;false;;5423864
Tatiana Ortiz;;2057703096;;55;;true;;6977101
Marta Castaño;;2028967334;;42;;false;;9697226
Marcela Sanchez;;2011527957;;26;;true;;8805227
Lucrecia Martinez;;2058900313;;44;;true;;7611433
Hernan Rojas;;2095862935;;57;;true;;7409155
Rodrigo Diaz;;2095522152;;28;;true;;1151470
Alfredo Moreno;;2053450202;;40;;true;;2846971
Lorena Castaño;;2053422823;;25;;true;;5857936
Diana Hernandez;;2033908602;;60;;false;;7204075
Fernando Murillo;;2057349012;;37;;true;;1398725
Luisa Fernandez;;2092725297;;29;;true;;9037397
Monica Valencia;;2034982443;;58;;false;;6157903
Felipe Castro;;2063124981;;55;;true;;6888610
Samuel Arias;;2015718188;;55;;true;;4206986
Fernando Mendez;;2077375392;;46;;false;;9624699
Rodrigo Moreno;;2032271586;;59;;true;;4146515
Marta Bonilla;;2070824450;;40;;false;;718740
Rodrigo Munoz;;2080671800;;40;;true;;3898714
Liliana Munoz;;2024263618;;30;;false;;2114572
Valentina Torres;;2060934664;;49;;false;;6281181
Samuel Beltran;;2065805940;;47;;false;;9488856
Gabriel Montoya;;2034868339;;42;;true;;8466675
Eduardo Ruiz;;2079177149;;33;;false;;6625985
Diana Sanchez;;2077949013;;47;;false;;4610015
Laura Murillo;;2086633182;;58;;false;;6879446
Rosa Ruiz;;2040378905;;45;;true;;802987
Laura Salazar;;2071203049;;30;;true;;3542295
Javier Lara;;2074831244;;42;;true;;9744688
Catalina Aguilar;;2016865949;;50;;true;;5863553
Rafael Vega;;2096319250;;46;;true;;4002237
Jorge Ruiz;;2050833205;;34;;false;;3374846
Luis Giraldo;;2074488778;;30;;true;;7994203
Diego Molina;;2029101719;;29;;false;;3500326
Jorge Jimenez;;2037226723;;56;;false;;9943771
Eduardo Paredes;;2085795377;;51;;true;;9610430
Ricardo Velasquez;;2046349918;;26;;true;;4359108
Veronica Salazar;;2005861892;;40;;true;;4228471
Samuel Torres;;2037739975;;32;;true;;7060518
Eduardo Mejia;;2029740636;;34;;false;;7513956
Violeta Franco;;2089037882;;58;;false;;4462038
Marta Zapata;;2031245018;;54;;false;;3681908
Diana Lopez;;2017280606;;33;;true;;9280720
Hector Herrera;;2071487295;;54;;true;;3656906
Marta Munoz;;2005955555;;31;;false;;5114476
Carmen Bautista;;2085403237;;25;;false;;5068253
Marta Hernandez;;2059364615;;53;;true;;8223534
Hernan Arango;;2081126675;;27;;true;;1678608
Ivan Moreno;;2009132626;;56;;true;;1952982
Tatiana Rios;;2099095698;;55;;true;;7990514
Adriana Bautista;;2066079687;;44;;true;;4331285
Beatriz Valencia;;2079960569;;30;;true;;9127525
Monica Bautista;;2028270508;;33;;true;;8522286
Alfredo Arango;;2001204438;;38;;false;;7129423
Javier Diaz;;2036323302;;51;;true;;5081021
Angela Diaz;;2047219517;;30;;false;;3488388
Esteban Franco;;2084600891;;38;;false;;8289780
Liliana Sanchez;;2029857505;;38;;false;;4524160
Paula Ramirez;;2096334688;;38;;true;;7367837
Cesar Diaz;;2056964549;;60;;true;;8103232
Patricia Ortiz;;2021968712;;55;;false;;6388429
Juan Vega;;2074180380;;57;;true;;3540335
Paola Arango;;2041485765;;34;;false;;1293784
Alfredo Cardenas;;2034681296;;49;;true;;9962752
Hector Sanchez;;2008330062;;59;;false;;3633615
Alonso Molina;;2012901521;;43;;false;;7722632
Mauricio Molina;;2090508003;;39;;true;;8980553
Ivan Mejia;;2089327635;;59;;true;;7901448
Paula Gutierrez;;2037173589;;31;;false;;7836632
Carlos Acosta;;2002296327;;30;;true;;2408554
Rafael Vargas;;2008161462;;41;;false;;6321037
Pedro Arias;;2086379838;;35;;false;;1003705
Angela Quiroz;;2076937369;;56;;true;;5549770
Felipe Cardenas;;2093717115;;57;;false;;6075730
