nombre;;identificacion;;edad;;embargado;;salario
Mariana Gomez;;2026134631;;31;;true;;1778021
Manuel Cano;;2098377955;;40;;true;;5607891
Hector Castro;;2076339810;;59;;false;;9557400
Ricardo Castillo;;2088077332;;28;;false;;6955937
Miguel Aguilar;;2004728701;;31;;true;;9474321
Julia Murillo;;2037697136;;49;;true;;8521256
Liliana Ruiz;;2018101257;;25;;true;;9712199
Carlos Aguilar;;2072183373;;34;;true;;963774
Carmen Castillo;;2060773366;;34;;true;;7347380
Pedro Molina;;2035742149;;34;;false;;2726758
Rodrigo Mejia;;2053960472;;53;;false;;9864607
Valentina Ramirez;;2028076915;;43;;true;;5117789
Mariana Diaz;;2067996329;;34;;false;;3748104
Alfredo Castro;;2046788996;;55;;true;;8782771
Liliana Paredes;;2006765667;;47;;false;;7573160
Violeta Lara;;2013655556;;37;;false;;1195841
Alonso Torres;;2085762884;;28;;false;;3936644
Adriana Giraldo;;2034342345;;60;;false;;3849688
Marta Lopez;;2084013615;;48;;false;;9105367
Veronica Castro;;2055415209;;52;;false;;6124965
Ana Gomez;;2063210582;;38;;true;;7715000
Miguel Zapata;;2074545550;;55;;false;;8290666
Javier Ramirez;;2032822041;;50;;false;;9835227
Jorge Munoz;;2055212822;;42;;false;;5109166
Lorena Cardenas;;2020272847;;58;;false;;8939129
Miguel Jimenez;;2091668977;;33;;false;;7074493
Paula Moreno;;2067192992;;60;;false;;4780597
Lucrecia Herrera;;2068187369;;39;;false;;8382730
Carlos Moreno;;2016531182;;44;;true;;9795826
Rosa Ruiz;;2099430486;;60;;false;;5537422
Felipe Torres;;2099959607;;33;;true;;8269695
Marcela Valencia;;2011895438;;41;;true;;1520899
Raquel Garcia;;2053856020;;53;;false;;7090998
Ivan Cano;;2037394372;;44;;false;;3024161
Gabriela Garcia;;2004652328;;51;;false;;6447907
Luis Gomez;;2078846069;;33;;true;;4533822
Luis Salazar;;2063787609;;57;;false;;9721723
Sandra Valencia;;2047367817;;52;;false;;3896584
Andres Rojas;;2092046582;;30;;false;;8696439
Hector Giraldo;;2072862618;;43;;false;;8109425
Carlos Arango;;2098839853;;38;;true;;6420629
Hector Cardenas;;2066205615;;43;;false;;6849524
Hector Ramirez;;2019162184;;55;;true;;7654126
Patricia Garcia;;2088536149;;60;;false;;5340109
Gabriela Castro;;2034829062;;29;;false;;735850
Lucrecia Ospina;;2023250792;;53;;false;;1350926
Javier Mejia;;2045469154;;51;;false;;6606470
Paola Lopez;;2094050619;;42;;true;;9827257
Juan Montoya;;2010150010;;27;;true;;8491572
Beatriz Mendez;;2039402848;;51;;false;;7942006
Gabriel Montoya;;2073003136;;59;;false;;3130486
Marcela Lopez;;2019313677;;34;;true;;5450991
Carmen Arias;;2099306629;;50;;true;;8046982
Adriana Herrera;;2007026528;;51;;true;;4402056
Eduardo Jaramillo;;2061353530;;55;;false;;8391578
Catalina Salazar;;2018539024;;31;;true;;9963753
Lorena Moreno;;2096099946;;43;;false;;1032792
Samuel Vega;;2094037536;;41;;false;;4804322
Roberto Cabrera;;2069589420;;51;;false;;3169450
Patricia Diaz;;2011085163;;59;;true;;2807638
Luisa Giraldo;;2055123187;;25;;false;;3968128
Rodrigo Gomez;;2055808173;;42;;true;;2680241
Violeta Jimenez;;2020265221;;35;;true;;1603525
Juan Diaz;;2049887791;;25;;true;;1146683
Esteban Salazar;;2002635369;;38;;true;;1537881
Tatiana Giraldo;;2043260319;;52;;true;;1285830
Manuel Vargas;;2074370410;;55;;false;;1979168
Laura Duarte;;2093560256;;48;;true;;6514538
Miguel Gutierrez;;2081542717;;55;;true;;3709006
Eduardo Castillo;;2063607610;;40;;true;;3731840
Marcela Jimenez;;2019356129;;55;;true;;5449198
Paula Salazar;;2035444620;;39;;false;;3619536
Ricardo Ramirez;;2099965946;;28;;true;;7574318
Ricardo Ospina;;2072080074;;37;;false;;3427865
Javier Hernandez;;2029187878;;58;;true;;3757080
Fernando Diaz;;2041651379;;31;;false;;5537317
Liliana Giraldo;;2023179116;;50;;true;;7331059
Juan Cabrera;;2037216431;;29;;true;;2323195
Hector Ramirez;;2073358149;;40;;false;;3378736
Santiago Zapata;;2058559774;;26;;false;;9533783
Gustavo Molina;;2019185095;;25;;true;;7573388
Marta Moreno;;2021085565;;37;;true;;7838404
Lucrecia Arias;;2013152784;;28;;false;;1550245
Jose Lopez;;2099506217;;31;;true;;3582524
Javier Fernandez;;2068874075;;37;;true;;887188
Santiago Fernandez;;2013362843;;34;;true;;7242295
Fernando Salazar;;2080463890;;35;;true;;7659701
Hector Duarte;;2036880597;;54;;true;;4950871
Luis Lopez;;2046372219;;54;;true;;2357182
Alonso Moreno;;2056843878;;33;;false;;9850898
Paola Duarte;;2070392586;;49;;false;;9213404
Carmen Montoya;;2064208460;;48;;false;;9793142
Andres Herrera;;2056583702;;29;;false;;9524084
Teresa Giraldo;;2068253330;;49;;true;;6122184
Cristian Jaramillo;;2006481697;;47;;false;;1617228
Esteban Ramirez;;2067338293;;34;;true;;7486877
Javier Acosta;;2014295356;;46;;true;;6026938
Diana Jimenez;;2099055525;;32;;true;;5518510
Ricardo Gutierrez;;2066910866;;29;;true;;7372906
Claudia Ramirez;;2002505473;;37;;false;;7729992
