nombre;;identificacion;;edad;;embargado;;salario
Eduardo Mendez;;2015648470;;28;;true;;5509174
Marta Castro;;2029260467;;42;;false;;3785031
Samuel Ospina;;2072907174;;50;;false;;9450284
Ivan Arias;;2045212063;;34;;false;;6249461
Lorena Moreno;;2090412554;;44;;false;;6987790
Ivan Ruiz;;2098369657;;43;;false;;9396467
Ana Castillo;;2086192462;;39;;true;;6880987
Ivan Franco;;2048115775;;45;;false;;1821435
Camila Cano;;2058309251;;50;;false;;9539590
Gloria Munoz;;2000365982;;30;;true;;1955755
Ana Rojas;;2072852727;;55;;true;;2692635
Silvia Ramirez;;2028214560;;52;;false;;4194824
Lorena Rodriguez;;2033430817;;45;;false;;8764279
Felipe Bonilla;;2054797065;;50;;false;;5226458
Oscar Mendez;;2097941824;;28;;true;;3886986
Gabriela Franco;;2031420410;;38;;true;;7308381
Ana Velasquez;;2009591656;;47;;false;;2083346
Ana Zapata;;2021581834;;38;;true;;9193951
Santiago Cano;;2008892947;;29;;true;;7335682
Mariana Murillo;;2049062083;;32;;true;;1883727
Felipe Moreno;;2056554566;;31;;true;;2065832
Sebastian Ortiz;;2046918253;;26;;true;;7383816
Veronica Castro;;2052703444;;42;;true;;1507573
Rafael Moreno;;2030588137;;52;;true;;9968623
Mauricio Moreno;;2085056511;;27;;true;;4396013
Ivan Giraldo;;2082606261;;26;;true;;7094228
Marta Gallego;;2035711186;;58;;true;;7254378
Cristian Lopez;;2010685778;;52;;false;;5755437
Marta Acosta;;2080966805;;37;;false;;4443627
Cristian Cano;;2076762360;;27;;false;;1414908
Marta Gomez;;2068713002;;31;;false;;8062790
Mariana Molina;;2041480736;;41;;false;;2480657
Patricia Giraldo;;2099508355;;38;;false;;9601011
Cristian Hernandez;;2029878388;;51;;false;;2144620
Felipe Gallego;;2067368394;;50;;false;;5611569
Ana Bautista;;2025869084;;48;;true;;1648790
Ivan Aguilar;;2091705240;;33;;false;;2763914
Rodrigo Lopez;;2048158718;;52;;true;;9171274
Santiago Bonilla;;2080133854;;25;;false;;5239327
Sebastian Quiroz;;2017658148;;44;;true;;8846039
Liliana Valencia;;2097055905;;28;;false;;1338673
Alicia Ruiz;;2050592233;;47;;true;;2646015
Jorge Torres;;2030297180;;53;;false;;9401394
Andres Quiroz;;2032281087;;42;;true;;7190006
Silvia Castro;;2056591803;;52;;true;;8293431
Rosa Herrera;;2046621942;;48;;true;;7552107
Samuel Bautista;;2046120140;;33;;true;;8234072
Gabriela Rivera;;2028359051;;48;;false;;6290894
Liliana Bonilla;;2017626685;;45;;false;;1902645
Veronica Beltran;;2080986955;;57;;true;;6789367
Nathalia Herrera;;2075715606;;59;;false;;7682477
Luis Valencia;;2080838623;;35;;false;;7626072
Alicia Salazar;;2013877140;;56;;false;;6330765
Pedro Ortiz;;2094378425;;32;;false;;6772545
Roberto Valencia;;2082745393;;25;;true;;9166226
Marcela Rivera;;2020460517;;51;;true;;8505105
Valentina Diaz;;2046702894;;27;;false;;4645052
Rosa Martinez;;2076608669;;38;;true;;9253385
Angela Diaz;;2072346515;;57;;false;;4375360
Javier Vega;;2082130339;;59;;false;;3530155
Samuel Moreno;;2021629973;;49;;false;;9884439
Ricardo Herrera;;2014496162;;44;;true;;852984
Camila Lopez;;2063159870;;59;;true;;4076210
Cristian Gallego;;2065011168;;51;;false;;6622831
Hector Fernandez;;2065862243;;57;;true;;3461516
Hernan Cano;;2037839256;;51;;true;;2104390
Beatriz Lara;;2066595594;;36;;true;;9216705
Juan Gomez;;2014735551;;36;;false;;9655848
Liliana Ruiz;;2011495890;;53;;true;;1874098
Mauricio Mejia;;2085392222;;38;;true;;7827620
Santiago Ortiz;;2055362515;;55;;true;;3495860
Silvia Franco;;2098886523;;37;;false;;897883
Carmen Martinez;;2086621734;;26;;true;;3319948
Santiago Velasquez;;2086976237;;46;;true;;8722960
Rodrigo Gutierrez;;2035263222;;38;;false;;8563057
Ricardo Lara;;2059775163;;57;;true;;3631187
Oscar Gutierrez;;2092938933;;45;;false;;3823154
Patricia Ruiz;;2081061765;;41;;false;;3609355
Ricardo Bautista;;2023563458;;56;;true;;8589663
Cristian Moreno;;2007480718;;39;;false;;3722567
Nathalia Lara;;2000238769;;30;;true;;7518407
Veronica Quiroz;;2069405167;;35;;false;;3538429
Valentina Zapata;;2055831913;;26;;false;;7339720
Oscar Lopez;;2034560941;;35;;true;;1822736
Lorena Ramirez;;2048620871;;41;;true;;1156848
Patricia Mendez;;2011328868;;59;;true;;1078977
Carmen Ramirez;;2056113764;;48;;false;;8261857
Liliana Cano;;2078399174;;54;;true;;2123361
Angela Cardenas;;2021448744;;50;;true;;5678369
Miguel Rojas;;2052218779;;28;;false;;5267515
Cristian Montoya;;2010607660;;45;;true;;7894355
Ricardo Arango;;2074859450;;57;;true;;6147075
Hernan Cardenas;;2082640088;;44;;true;;7714470
Diana Beltran;;2061574453;;49;;false;;2097199
Rafael Ramirez;;2014751066;;32;;true;;2397446
Hector Diaz;;2009334503;;58;;false;;9005135
Paola Duarte;;2013592536;;43;;true;;2912482
Cesar Vega;;2035492942;;47;;true;;3779330
Mauricio Rios;;2029017617;;34;;false;;8136129
Liliana Mejia;;2003407380;;34;;true;;8354191
