nombre;;identificacion;;edad;;embargado;;salario
Santiago Lara;;2037260584;;43;;true;;5894174
Sebastian Ruiz;;2064213242;;46;;false;;4702280
Catalina Acosta;;2042809258;;56;;true;;4493419
Esteban Diaz;;2020501962;;29;;false;;5522978
Felipe Vega;;2011967423;;43;;true;;6861396
Carlos Cardenas;;2005790283;;32;;true;;8209910
Alicia Sanchez;;2063212073;;31;;false;;9184680
Diego Gomez;;2009629043;;40;;false;;6602193
Angela Martinez;;2086577234;;54;;false;;2026723
Beatriz Acosta;;2063713476;;58;;false;;7851491
Patricia Paredes;;2027056850;;37;;true;;5706044
Andres Rojas;;2043750906;;60;;true;;9311653
Raquel Mendez;;2010894816;;26;;true;;8789253
Monica Quiroz;;2028625771;;48;;false;;2821501
Diego Valencia;;2070299631;;56;;false;;8814327
Eduardo Montoya;;2043142016;;27;;true;;3594814
Eduardo Vargas;;2021902625;;48;;true;;8709726
Rosa Bonilla;;2025950792;;47;;true;;4622821
Hector Diaz;;2043485040;;44;;true;;4157406
Juan Sanchez;;2013990367;;53;;true;;2558359
Pedro Arias;;2032834308;;52;;true;;6247182
Rafael Vega;;2049394171;;25;;false;;5501248
Marta Mejia;;2084861500;;47;;false;;5341274
Roberto Valencia;;2000237350;;47;;false;;5456670
Gloria Diaz;;2090786370;;40;;false;;7330980
Ricardo Rojas;;2064350225;;43;;true;;3101479
Claudia Prieto;;2025441290;;42;;false;;6598022
Hector Ortiz;;2068898284;;25;;false;;4030507
Hector Beltran;;2089140028;;57;;false;;7406186
Monica Torres;;2058350512;;47;;true;;9494196
Marta Ramirez;;2022012164;;36;;true;;6258517
Luisa Bautista;;2026734727;;32;;false;;3698671
Diego Gutierrez;;2004070966;;25;;true;;3134737
Claudia Ramirez;;2052574149;;38;;true;;9900173
Carmen Cano;;2039569629;;34;;true;;8898997
Mariana Ruiz;;2065084449;;48;;true;;1878466
Javier Duarte;;2082993731;;31;;false;;2007880
Santiago Ortiz;;2037484211;;38;;false;;2674454
Rafael Cano;;2056851231;;27;;true;;6430782
Javier Valencia;;2053757724;;32;;true;;9519121
Claudia Diaz;;2016718982;;50;;true;;4682024
Hernan Aguilar;;2097665146;;27;;false;;9881108
Gustavo Velasquez;;2038771201;;30;;false;;7192743
Javier Beltran;;2016172366;;40;;true;;1528701
Silvia Mejia;;2066305706;;47;;true;;5697287
Adriana Zapata;;2050925020;;55;;true;;2713444
Ivan Jimenez;;2057365161;;35;;false;;2401622
Valentina Lopez;;2043541894;;29;;false;;7799678
Lorena Sanchez;;2092326205;;59;;true;;2697931
Marcela Castro;;2040788531;;46;;false;;1568792
Alfredo Munoz;;2041454550;;50;;true;;3180844
Oscar Castillo;;2031004763;;28;;false;;3206267
Rafael Mejia;;2012173819;;41;;true;;7541364
Jose Arango;;2075552840;;27;;false;;3182884
Laura Jimenez;;2026426090;;56;;false;;7641666
Carlos Vega;;2098620240;;58;;true;;5819590
Tatiana Munoz;;2070784711;;42;;false;;3724581
Luisa Hernandez;;2014759202;;32;;true;;9940676
Cristian Lopez;;2056864594;;27;;true;;9787118
Marcela Valencia;;2049941406;;57;;false;;5175145
Carmen Velasquez;;2045481665;;36;;false;;3649193
Sebastian Paredes;;2013961616;;37;;false;;6588552
Mariana Cardenas;;2009306864;;53;;true;;5924160
Cesar Torres;;2003084060;;53;;true;;1796730
Mauricio Munoz;;2052488023;;53;;true;;5942631
Alicia Torres;;2043805422;;26;;false;;8972207
Carlos Garcia;;2075615743;;26;;false;;3554255
Pedro Gallego;;2040027699;;27;;false;;5136248
Sandra Sanchez;;2069192348;;32;;true;;6883596
Hector Ruiz;;2026229968;;36;;true;;9044248
Gabriela Rojas;;2062237187;;44;;false;;9873538
Ivan Vega;;2005792015;;41;;true;;2662573
Alonso Bonilla;;2085163224;;26;;true;;9268583
Raquel Acosta;;2006575540;;29;;false;;8503008
Ivan Ramirez;;2055596680;;44;;true;;4383227
Liliana Montoya;;2087086402;;49;;false;;2881179
Lorena Robledo;;2029623219;;54;;true;;2080027
Pedro Valencia;;2072547633;;54;;false;;5557254
Tatiana Herrera;;2014685874;;54;;true;;3881748
Angela Giraldo;;2026823330;;47;;true;;8396330
Raquel Arango;;2062950798;;36;;true;;6218094
Luis Paredes;;2020013173;;34;;true;;5021772
Eduardo Beltran;;2090136444;;57;;true;;9544833
Rosa Castro;;2004432516;;25;;false;;5697530
Gloria Lara;;2070785934;;36;;true;;4059108
Paula Franco;;2096070323;;36;;true;;5125061
Rafael Bonilla;;2029867753;;25;;true;;6789348
Julia Mejia;;2026458882;;51;;false;;9607967
Felipe Sanchez;;2048810918;;38;;true;;7691808
Silvia Ramirez;;2050521026;;55;;true;;6340667
Laura Aguilar;;2064618977;;50;;false;;7950450
Camila Vega;;2081352797;;55;;true;;9351523
Catalina Torres;;2079166954;;43;;true;;8748413
Ricardo Giraldo;;2032842287;;30;;false;;3460791
Jose Rios;;2097003826;;58;;true;;4677159
Jorge Franco;;2058994244;;40;;false;;9703743
Tatiana Castro;;2086785893;;28;;false;;8286341
Sebastian Castro;;2080821548;;60;;false;;3533461
Diana Murillo;;2036276245;;39;;true;;5384247
Samuel Molina;;2029572674;;50;;false;;1435281
