nombre;;identificacion;;edad;;embargado;;salario
Roberto Gallego;;2020616076;;26;;true;;6006058
Ivan Vargas;;2077072367;;43;;true;;8990568
Alicia Salazar;;2089887743;;47;;true;;4785693
Gustavo Salazar;;2008622972;;32;;true;;7838945
Samuel Rios;;2098731160;;38;;false;;5207983
Gustavo Quiroz;;2085177731;;41;;true;;6630901
Ivan Duarte;;2070911300;;59;;false;;1069305
Esteban Arango;;2039520192;;29;;true;;8482228
Tatiana Gomez;;2024933061;;31;;true;;9441249
Tatiana Murillo;;2093023328;;56;;false;;8409858
Jorge Diaz;;2074029356;;55;;false;;3676789
Eduardo Aguilar;;2026049844;;35;;true;;2770832
Teresa Arango;;2075958318;;28;;false;;2392254
Victor Mendez;;2041209621;;45;;true;;5476415
Felipe Montoya;;2008121784;;32;;false;;1175272
Fernando Rodriguez;;2035687733;;40;;true;;4340819
Andres Torres;;2016303973;;36;;false;;1365649
Diana Munoz;;2073639853;;48;;false;;2231304
Sandra Beltran;;2097366612;;54;;true;;9283714
Gloria Castro;;2029544435;;60;;true;;8211280
Rafael Beltran;;2015941112;;49;;true;;7615063
Ricardo Jimenez;;2018799143;;56;;false;;2213879
Valentina Salazar;;2092561873;;53;;true;;4693190
Ricardo Garcia;;2043602149;;34;;false;;5653854
Alfredo Ortiz;;2052188943;;34;;false;;2693669
Luisa Prieto;;2042970444;;57;;true;;9128802
Hernan Cardenas;;2033060019;;26;;true;;9792506
Lorena Vargas;;2009233938;;37;;false;;9324194
Carmen Paredes;;2064110690;;27;;false;;8801556
Silvia Sanchez;;2004523047;;57;;false;;3262023
Cristian Cabrera;;2083467234;;38;;false;;9868333
Lucrecia Munoz;;2076723819;;55;;true;;1125368
Esteban Salazar;;2025441850;;29;;true;;4576583
Victor Giraldo;;2076162452;;25;;false;;1340514
Valentina Garcia;;2097679692;;35;;true;;4535609
Ricardo Torres;;2096528626;;59;;false;;925534
Hernan Montoya;;2018974110;;27;;false;;5220032
Alfredo Salazar;;2075551772;;44;;true;;8450595
Fernando Hernandez;;2085200392;;52;;true;;9356591
Mariana Vega;;2046261819;;53;;true;;1260036
Claudia Castro;;2095306096;;60;;false;;1317659
Claudia Moreno;;2090362154;;54;;true;;1526054
Ricardo Castro;;2014065331;;50;;false;;6017217
Jose Vega;;2098941204;;36;;true;;5586533
Paola Cano;;2054947842;;26;;true;;7267986
Juan Lara;;2088871349;;28;;true;;8835692
Gabriela Aguilar;;2044016053;;25;;false;;9651055
Sandra Rojas;;2079574284;;54;;true;;6589824
Esteban Moreno;;2008392786;;28;;true;;1823058
Santiago Hernandez;;2029167299;;27;;true;;3502687
Veronica Cardenas;;2079971494;;49;;false;;1505982
Raquel Bonilla;;2090191206;;50;;true;;9803789
Eduardo Lara;;2056507188;;57;;true;;6391848
Hector Ramirez;;2013465188;;30;;true;;1055647
Monica Arias;;2082994356;;32;;false;;2031857
Manuel Duarte;;2008443207;;46;;true;;7142743
Lucrecia Torres;;2003844097;;34;;true;;5318255
Lorena Gutierrez;;2049130858;;55;;true;;9101522
Mauricio Velasquez;;2075821494;;53;;false;;6888886
Adriana Ruiz;;2046839469;;56;;true;;9302365
Samuel Mejia;;2077905554;;54;;true;;5403799
Alicia Jimenez;;2054586937;;28;;false;;994314
Valentina Rojas;;2083250204;;45;;false;;4499031
Sebastian Diaz;;2091294048;;39;;false;;6868279
Paola Franco;;2009480477;;53;;true;;6024741
Claudia Quiroz;;2059481911;;36;;false;;6906187
Paola Bautista;;2058361491;;38;;true;;6999724
Rodrigo Aguilar;;2065350219;;51;;false;;8144245
Gabriela Gutierrez;;2015651926;;50;;true;;2319687
Catalina Rojas;;2030774729;;53;;true;;6707822
Esteban Sanchez;;2050349413;;59;;true;;6938918
Felipe Ramirez;;2053684170;;51;;false;;2045340
Violeta Acosta;;2051036380;;60;;false;;2760187
Fernando Gallego;;2087704423;;37;;true;;5632500
Luisa Gomez;;2019480268;;40;;true;;7339185
Manuel Cabrera;;2099630093;;46;;false;;5448614
Rafael Diaz;;2065250538;;53;;true;;2059011
Felipe Ortiz;;2038918510;;36;;false;;8345240
Luis Sanchez;;2082302433;;38;;false;;7325044
Veronica Velasquez;;2028840786;;50;;false;;3864500
Cesar Murillo;;2029693783;;50;;true;;4584034
Gabriel Munoz;;2038271269;;53;;false;;2101960
Mauricio Gomez;;2067889321;;29;;false;;7294691
Juan Molina;;2009187484;;54;;true;;2111551
Gloria Gallego;;2096906014;;40;;true;;3553611
Catalina Fernandez;;2041468729;;45;;true;;7201246
Paola Rivera;;2004017750;;37;;false;;6751966
Mariana Cano;;2049326216;;28;;false;;9745410
Claudia Molina;;2033288919;;32;;false;;781553
Alonso Diaz;;2039254828;;26;;false;;5800653
Violeta Bautista;;2083847152;;53;;true;;9380505
Ivan Salazar;;2040836045;;45;;false;;2815236
Marcela Zapata;;2004320491;;32;;true;;1698547
Paola Sanchez;;2099657033;;25;;true;;1943474
Camila Sanchez;;2090464482;;49;;true;;6110010
Manuel Jimenez;;2027433266;;36;;true;;6204213
Raquel Molina;;2059067599;;28;;true;;2534432
Hector Moreno;;2083644056;;27;;true;;1875852
Hernan Lopez;;2083634419;;46;;true;;5674450
Valentina Vargas;;2069003163;;48;;false;;8250311
