nombre;;identificacion;;edad;;embargado;;salario
Roberto Vega;;2069381911;;37;;false;;7071938
Tatiana Salazar;;2070042217;;33;;true;;5701693
Eduardo Acosta;;2090534078;;37;;false;;1813202
Alicia Herrera;;2037753855;;32;;true;;3630705
Mauricio Fernandez;;2010592299;;59;;false;;3551444
Jorge Acosta;;2009371176;;35;;false;;4515684
Samuel Prieto;;2004868272;;57;;false;;1755311
Sebastian Quiroz;;2024457849;;48;;true;;4787949
Liliana Rios;;2051864118;;51;;false;;8211103
Oscar Valencia;;2065434739;;53;;false;;9348065
Diego Martinez;;2072013599;;56;;false;;6374491
Ana Valencia;;2042621384;;43;;true;;8867469
Fernando Herrera;;2062949816;;45;;false;;2197085
Ricardo Cano;;2081923466;;46;;true;;6461358
Ricardo Mendez;;2075405751;;60;;true;;925617
Cesar Robledo;;2096988601;;52;;false;;3244395
Camila Rojas;;2090425215;;39;;false;;5935810
Carmen Lara;;2015838872;;30;;true;;9958063
Ana Ospina;;2087982038;;38;;false;;8003510
Angela Garcia;;2071157465;;45;;false;;1361889
Sebastian Arias;;2026391851;;40;;false;;2317077
Ana Moreno;;2046879193;;30;;false;;6405311
Rodrigo Moreno;;2059776464;;55;;false;;4975823
Ricardo Bonilla;;2004715629;;27;;true;;8845803
Ana Herrera;;2086460619;;56;;true;;6621922
Manuel Lopez;;2075301976;;59;;true;;5975838
Mauricio Prieto;;2000410638;;30;;true;;2242017
Cristian Gallego;;2071727492;;31;;false;;7102933
Gabriela Munoz;;2073355216;;56;;false;;1384273
Javier Arias;;2077993416;;32;;true;;9063000
Carmen Salazar;;2037657135;;52;;false;;8295784
Laura Arias;;2026896000;;33;;true;;2649382
Gabriel Diaz;;2011055928;;32;;true;;1800728
Ricardo Duarte;;2012046003;;41;;false;;4589642
Julia Ruiz;;2065468474;;42;;false;;7466859
Paola Castro;;2093079631;;49;;false;;3647908
Juan Ruiz;;2072714472;;51;;true;;3964298
Gabriel Robledo;;2086324083;;49;;true;;726895
Teresa Fernandez;;2074687694;;54;;false;;9977192
Carlos Quiroz;;2012039943;;33;;false;;6784888
Angela Salazar;;2084520189;;46;;true;;9198912
Samuel Vega;;2006448194;;28;;true;;2498123
Fernando Velasquez;;2061182350;;25;;true;;5813296
Carmen Castillo;;2050693026;;29;;true;;8094439
Felipe Cano;;2033207527;;41;;false;;4288183
Adriana Zapata;;2026688224;;53;;true;;3173449
Miguel Lopez;;2018497770;;55;;false;;9355824
Santiago Castillo;;2005192169;;29;;true;;3502276
Felipe Cano;;2050874505;;31;;true;;8230840
Javier Martinez;;2093947455;;34;;false;;6044086
Hector Giraldo;;2081996371;;57;;false;;5750853
Carlos Cano;;2028537887;;49;;true;;3753278
Cristian Gallego;;2006236355;;35;;false;;3032949
Rafael Cano;;2064496469;;39;;true;;8445828
Mariana Mejia;;2047124176;;46;;false;;7240245
Mariana Mendez;;2035316814;;34;;false;;6552106
Felipe Gomez;;2057629589;;28;;false;;5010131
Felipe Moreno;;2043623378;;25;;true;;2734490
Ricardo Ramirez;;2051591320;;33;;true;;2292712
Gloria Rojas;;2049948392;;43;;false;;2336619
Samuel Acosta;;2066670974;;44;;true;;9038372
Lucrecia Bonilla;;2002388759;;27;;false;;6133913
Alonso Bautista;;2033842260;;33;;false;;2235759
Juan Diaz;;2049876580;;27;;true;;2160674
Silvia Moreno;;2067987595;;54;;false;;2582160
Liliana Arango;;2044651575;;34;;false;;2543371
Raquel Giraldo;;2057882380;;42;;false;;7798723
Ana Lopez;;2010433404;;57;;false;;6080272
Veronica Castillo;;2009931924;;33;;true;;934617
Eduardo Herrera;;2099177783;;37;;true;;2339044
Mariana Jimenez;;2047345447;;54;;true;;8913636
Paula Rios;;2060718031;;56;;false;;2650239
Hernan Ruiz;;2034986205;;59;;true;;2094007
Paula Moreno;;2043836181;;33;;true;;4469932
Gloria Castaño;;2033134881;;43;;true;;9230132
Sandra Cano;;2042866197;;27;;false;;1745233
Rafael Arango;;2034336149;;50;;false;;1513540
Oscar Giraldo;;2023654484;;32;;false;;7266948
Angela Zapata;;2063655408;;45;;false;;9598144
Juan Gomez;;2016087598;;58;;true;;8892799
Adriana Jaramillo;;2020914059;;49;;true;;6557586
Nathalia Salazar;;2043152437;;32;;false;;6180410
Veronica Molina;;2079211978;;32;;true;;5928470
Paula Quiroz;;2073737869;;41;;false;;1954939
Victor Gallego;;2012874762;;30;;false;;2338768
Ricardo Herrera;;2064421004;;43;;true;;6580034
Liliana Bautista;;2082499374;;27;;true;;2424508
Mariana Vega;;2038234940;;34;;false;;1984456
Valentina Gutierrez;;2042036162;;36;;false;;9728154
Marta Vega;;2059916799;;54;;true;;8625072
Alonso Hernandez;;2017803918;;27;;false;;6640467
Mariana Lara;;2067407107;;34;;true;;4673113
Camila Cano;;2073711891;;47;;true;;6544222
Jorge Rivera;;2002370303;;34;;false;;5559401
Camila Quiroz;;2087696009;;25;;false;;6640178
Gustavo Cardenas;;2090721030;;40;;true;;8252240
Ricardo Castillo;;2072795511;;35;;false;;4398353
Alonso Herrera;;2046144479;;40;;false;;4033348
Rosa Rios;;2095238939;;45;;false;;1129252
Gloria Franco;;2014283261;;44;;true;;6390857
