nombre;;identificacion;;edad;;embargado;;salario
Monica Ospina;;2010483532;;44;;false;;7842469
Sandra Castaño;;2016462026;;41;;false;;5637975
Valentina Jaramillo;;2097385723;;25;;true;;1457922
Rosa Lara;;2080671975;;44;;false;;1226709
Pedro Arias;;2097995885;;55;;false;;5138342
Ivan Beltran;;2060673484;;56;;false;;8592766
Mariana Ospina;;2086567754;;53;;true;;2657103
Diana Munoz;;2081383820;;29;;false;;5666637
Victor Castro;;2080300433;;34;;true;;8260616
Mauricio Diaz;;2068696905;;31;;true;;6889228
Violeta Fernandez;;2098266339;;39;;true;;8218884
Victor Franco;;2035545902;;37;;true;;4141629
Tatiana Lara;;2030278583;;58;;false;;3243104
Gloria Castro;;2083521459;;55;;true;;4178114
Hector Garcia;;2019920432;;57;;false;;6530373
Esteban Salazar;;2088274505;;28;;true;;8188332
Ivan Ramirez;;2080393740;;57;;false;;1914565
Luis Torres;;2040231472;;35;;true;;4100565
Valentina Castillo;;2000107523;;44;;false;;3993936
Eduardo Herrera;;2015711111;;44;;true;;7188911
Roberto Salazar;;2078815732;;41;;true;;3199569
Carlos Arango;;2072378681;;54;;true;;816775
Laura Rivera;;2087286811;;26;;false;;3634483
Lucrecia Vargas;;2033078703;;54;;true;;2325828
Jose Gallego;;2040608526;;31;;true;;3804960
Alicia Giraldo;;2052470343;;56;;false;;9425618
Hector Herrera;;2090039986;;46;;false;;6743791
Gloria Valencia;;2010669211;;56;;true;;8831024
Jorge Vega;;2062626968;;26;;false;;8897864
Diana Velasquez;;2092482427;;36;;false;;5125102
Eduardo Fernandez;;2095601479;;59;;true;;1244637
Liliana Gutierrez;;2076908220;;32;;false;;6313549
Rosa Arias;;2017054301;;41;;false;;7332935
Lucrecia Ospina;;2031026737;;57;;true;;1364105
Santiago Hernandez;;2046553905;;32;;true;;6446814
Roberto Arango;;2024921845;;45;;false;;8651663
Juan Giraldo;;2051416940;;34;;false;;6745525
Carlos Herrera;;2087272551;;48;;true;;3715617
Liliana Gomez;;2061844607;;48;;true;;7288184
Ivan Velasquez;;2049305083;;50;;true;;7752213
Julia Mejia;;2025236599;;46;;true;;6119734
Samuel Mendez;;2016012082;;40;;true;;2988817
Mariana Zapata;;2040077290;;38;;true;;5870088
Luisa Salazar;;2011513929;;26;;false;;6414089
Paula Ramirez;;2021129439;;43;;true;;9006533
Ricardo Moreno;;2063276069;;49;;true;;5160414
Gabriela Robledo;;2001193126;;34;;true;;9459499
Gabriel Lopez;;2016296663;;25;;false;;7940672
Liliana Gomez;;2072718525;;30;;true;;2278546
Felipe Valencia;;2068535956;;59;;true;;2718163
Gabriela Ortiz;;2000592385;;49;;true;;3873037
Jorge Gallego;;2048861974;;56;;false;;6389121
Adriana Lopez;;2002757413;;40;;true;;7851897
Valentina Murillo;;2025211234;;42;;true;;8974517
Marcela Lopez;;2058987682;;48;;true;;6775958
Oscar Salazar;;2026223006;;50;;false;;5618518
Catalina Torres;;2014924218;;48;;false;;7290884
Silvia Zapata;;2015613118;;25;;false;;2501087
Catalina Sanchez;;2028394981;;53;;false;;8257521
Beatriz Hernandez;;2010124289;;40;;true;;7418836
Ricardo Acosta;;2042701670;;46;;false;;3556582
Manuel Zapata;;2089689491;;45;;true;;9791942
Liliana Salazar;;2063102378;;30;;false;;2993050
Teresa Garcia;;2081902567;;37;;true;;9797032
Victor Prieto;;2034373133;;37;;false;;4194645
Veronica Herrera;;2077707218;;41;;true;;9238883
Manuel Franco;;2081876957;;51;;true;;5618360
Felipe Cano;;2056665203;;32;;false;;8490668
Ricardo Aguilar;;2088536307;;60;;false;;1278597
Julia Bautista;;2084434603;;26;;false;;5816236
Andres Ortiz;;2018172205;;38;;false;;4401383
Gabriela Rios;;2024363561;;58;;true;;4906009
Tatiana Fernandez;;2071894719;;54;;false;;9496207
Felipe Aguilar;;2026143042;;34;;false;;8927827
Marta Ortiz;;2032229224;;57;;true;;9688562
Ricardo Montoya;;2054838135;;54;;true;;3594124
Jose Moreno;;2089374426;;48;;true;;3526256
Alicia Lara;;2063136782;;29;;true;;2975296
Violeta Quiroz;;2021930630;;46;;false;;1012571
Marcela Gallego;;2003217348;;34;;true;;8055226
Laura Torres;;2042907767;;48;;false;;3155731
Marta Rojas;;2022848684;;45;;true;;3210100
Gustavo Acosta;;2010583808;;59;;true;;5163536
Sebastian Aguilar;;2010032342;;36;;true;;5042007
Sebastian Lopez;;2072342561;;30;;true;;3217393
Rafael Murillo;;2093443714;;29;;false;;6433850
Beatriz Rios;;2068852201;;38;;true;;4917305
Hernan Rivera;;2057111782;;47;;true;;5496524
Hector Franco;;2048590352;;55;;false;;6224518
Lorena Giraldo;;2078063506;;27;;false;;8412596
Adriana Duarte;;2057218771;;47;;true;;6218474
Lucrecia Herrera;;2009172532;;38;;true;;2329829
Mariana Gutierrez;;2024291778;;45;;false;;2540371
Luis Ospina;;2058230794;;45;;false;;7105756
Paula Cabrera;;2052776459;;49;;false;;1527558
Fernando Bonilla;;2017601498;;37;;false;;8799503
Carmen Paredes;;2041129648;;38;;false;;8441555
Cristian Salazar;;2016781410;;26;;false;;7248871
Cristian Castro;;2087118682;;46;;true;;9670006
Camila Montoya;;2037801205;;30;;false;;5649883
