nombre;;identificacion;;edad;;embargado;;salario
Carmen Torres;;2071956659;;52;;false;;9044852
Silvia Castillo;;2074269804;;32;;true;;1954065
Diego Ramirez;;2014540099;;37;;false;;8767048
Rodrigo Franco;;2060802038;;38;;true;;5645163
Raquel Cardenas;;2097351527;;57;;true;;8951542
Laura Gallego;;2068810567;;37;;true;;9505658
Carlos Ruiz;;2041979575;;52;;false;;6704324
Mauricio Fernandez;;2024830285;;41;;false;;8579730
Sandra Lopez;;2094793166;;33;;true;;7120492
Hector Duarte;;2042400765;;45;;false;;6845652
Tatiana Molina;;2006671087;;46;;false;;9799866
Eduardo Ramirez;;2082609898;;26;;false;;7688623
Claudia Jaramillo;;2060415625;;33;;true;;7590766
Eduardo Vargas;;2031028956;;35;;true;;6580145
Adriana Ruiz;;2020965374;;50;;true;;5138406
Gustavo Martinez;;2095766671;;47;;false;;6261153
Camila Cabrera;;2057969740;;27;;false;;8155149
Luisa Beltran;;2068647227;;48;;true;;1371801
Ricardo Herrera;;2044244034;;42;;false;;2299271
Luis Gallego;;2098079773;;31;;false;;2027661
Valentina Moreno;;2046326359;;32;;false;;7187984
Carmen Herrera;;2061641999;;56;;true;;7200150
Catalina Ortiz;;2033450246;;38;;false;;5417349
Cesar Herrera;;2082450492;;58;;true;;5192563
Raquel Quiroz;;2030144459;;25;;true;;6915836
Alfredo Cano;;2003279361;;25;;true;;5978225
Esteban Arias;;2085335795;;34;;true;;9509701
Hector Robledo;;2093307614;;30;;true;;1908598
Esteban Ruiz;;2009687459;;34;;true;;1228304
Nathalia Mendez;;2002568021;;38;;false;;5904825
Diana Cano;;2002416256;;31;;true;;2929929
Gloria Ruiz;;2069113758;;47;;true;;7491415
Mauricio Diaz;;2024849135;;34;;false;;6349411
Oscar Moreno;;2051870508;;56;;false;;2780649
Catalina Moreno;;2006644999;;50;;true;;8941363
Alicia Molina;;2048344509;;36;;true;;3240516
Pedro Fernandez;;2078231683;;51;;true;;4269715
Ricardo Moreno;;2028335496;;51;;true;;4214498
Alfredo Ruiz;;2015536133;;59;;false;;5339510
Liliana Munoz;;2062633888;;49;;false;;7252351
Hector Arias;;2089935226;;31;;true;;2129051
Paula Rios;;2007054898;;48;;false;;3419255
Liliana Cano;;2067221350;;38;;false;;1054703
Camila Molina;;2072030313;;30;;true;;4213756
Alicia Ortiz;;2006144171;;40;;false;;1386704
Marta Arango;;2081784286;;57;;false;;7017483
Rodrigo Zapata;;2077968153;;38;;false;;7759761
Liliana Giraldo;;2093114869;;37;;false;;6469610
Ricardo Cano;;2071739350;;34;;true;;7796990
Raquel Quiroz;;2045468068;;29;;false;;6953455
Fernando Robledo;;2088766638;;47;;true;;5899695
Silvia Salazar;;2003247312;;53;;false;;1678939
Eduardo Ortiz;;2071639946;;38;;true;;6916669
Mariana Moreno;;2097506294;;46;;true;;8066380
Paola Salazar;;2005075193;;55;;false;;9537039
Felipe Jaramillo;;2015557612;;54;;true;;8120539
Gloria Bautista;;2098840226;;46;;true;;2838575
Valentina Giraldo;;2046335063;;33;;false;;1074396
Manuel Montoya;;2085416219;;25;;true;;7991952
Rafael Beltran;;2064390510;;59;;false;;9571753
Veronica Ospina;;2048951992;;47;;false;;2560660
Carlos Ortiz;;2057803763;;38;;true;;5759677
Valentina Gomez;;2099391810;;41;;false;;2994073
Gustavo Garcia;;2031325491;;57;;false;;3465630
Roberto Zapata;;2044573218;;33;;false;;8161193
Ricardo Ruiz;;2011607955;;55;;true;;9041249
Claudia Valencia;;2016187850;;55;;true;;4271302
Gabriela Arias;;2096725779;;38;;true;;9916520
Samuel Jimenez;;2033730794;;54;;true;;4178867
Alonso Ortiz;;2026945827;;60;;false;;2478495
Jorge Moreno;;2050192674;;29;;true;;7489126
Manuel Bautista;;2006512551;;42;;false;;1926724
Felipe Moreno;;2095780684;;45;;true;;2505609
Paola Bautista;;2011274835;;33;;false;;9647549
Teresa Ortiz;;2094792124;;58;;true;;9965024
Felipe Diaz;;2076572353;;54;;true;;2994321
Rafael Ortiz;;2009900324;;54;;false;;3811021
Roberto Castro;;2035397283;;31;;true;;4763555
Catalina Valencia;;2086054228;;42;;false;;7107094
Hernan Torres;;2071760773;;57;;false;;5169297
Roberto Castro;;2040724793;;35;;false;;5176654
Javier Cabrera;;2064343363;;29;;true;;2013796
Paola Duarte;;2054672887;;58;;true;;7995366
Valentina Vega;;2018988833;;52;;false;;6113677
Laura Arango;;2074599338;;27;;false;;9850013
Felipe Montoya;;2011080576;;50;;false;;8393672
Lorena Hernandez;;2053657033;;47;;false;;6409024
Diego Herrera;;2008941010;;46;;true;;8295916
Miguel Beltran;;2047151515;;34;;true;;7158218
Juan Vega;;2042762017;;58;;true;;3828384
Rodrigo Giraldo;;2026480444;;54;;true;;997714
Ana Castaño;;2072421642;;46;;true;;9534357
Silvia Mendez;;2066593585;;59;;true;;1811942
Marta Moreno;;2086036970;;40;;false;;7988417
Carlos Herrera;;2083775036;;30;;true;;5449916
Manuel Rojas;;2071187251;;36;;false;;2894037
Lucrecia Arango;;2053213637;;48;;true;;8341022
Valentina Torres;;2064357865;;32;;true;;8155215
Gabriel Acosta;;2030399745;;28;;true;;6738316
Santiago Lara;;2079839383;;32;;true;;1943221
