nombre;;identificacion;;edad;;embargado;;salario
Beatriz Lara;;2042298973;;33;;true;;2061456
Luis Torres;;2087630993;;45;;false;;3351520
Violeta Giraldo;;2029393047;;48;;false;;1067787
Mauricio Lopez;;2032227281;;52;;true;;5488206
Gloria Franco;;2020645117;;47;;true;;6809327
Gustavo Robledo;;2035205126;;54;;false;;9959717
Raquel Jimenez;;2059819942;;57;;false;;9742021
Samuel Murillo;;2047300383;;31;;false;;1946131
Fernando Robledo;;2063992036;;29;;false;;950957
Luisa Acosta;;2024596002;;42;;true;;8466150
Violeta Castro;;2076051616;;49;;false;;9181006
Oscar Vargas;;2019914136;;28;;false;;4966736
Silvia Ortiz;;2057060168;;36;;false;;9620434
Tatiana Duarte;;2026209063;;39;;false;;9391739
Gabriel Salazar;;2089353790;;33;;false;;5908156
Manuel Vega;;2022688433;;28;;false;;2792289
Rafael Torres;;2046946061;;47;;true;;9178717
Jose Rios;;2052318656;;32;;false;;9548563
Carmen Prieto;;2094059193;;42;;false;;6024737
Miguel Gutierrez;;2058695034;;59;;false;;7726372
Cesar Moreno;;2016760924;;48;;true;;2085819
Ricardo Rios;;2034861204;;43;;false;;1507208
Felipe Vega;;2073848058;;36;;false;;6639761
Juan Torres;;2050697801;;57;;false;;8691805
Sandra Montoya;;2020641095;;27;;false;;7876176
Sandra Cabrera;;2060562068;;42;;true;;8149786
Juan Fernandez;;2034105087;;38;;false;;5550104
Teresa Duarte;;2097757892;;33;;false;;1948808
Angela Giraldo;;2089374855;;38;;true;;8947231
Alicia Lopez;;2094144265;;57;;true;;5600776
Rodrigo Rodriguez;;2007976662;;40;;false;;940708
Violeta Cardenas;;2006482308;;52;;false;;8585741
Andres Salazar;;2017216744;;36;;false;;4539598
Rafael Gallego;;2083463301;;45;;true;;5739584
Tatiana Martinez;;2076065591;;56;;true;;932414
Lucrecia Lara;;2064042330;;59;;false;;8205671
Beatriz Torres;;2017197310;;55;;false;;5694727
Lorena Franco;;2073674119;;56;;false;;2133089
Veronica Montoya;;2067948301;;46;;false;;6392825
Javier Castillo;;2021131554;;33;;true;;4417345
Jorge Rivera;;2084835713;;59;;false;;7969046
Silvia Ortiz;;2005943099;;50;;false;;3415731
Lorena Lopez;;2079667311;;40;;true;;6772371
Gabriel Ramirez;;2012333749;;59;;true;;9593487
Tatiana Cardenas;;2024823659;;54;;true;;4622846
Cesar Robledo;;2031084184;;47;;false;;3074535
Esteban Rodriguez;;2010319003;;37;;false;;2785220
Alfredo Cano;;2094283182;;54;;true;;2274264
Tatiana Torres;;2019661064;;45;;true;;2222363
Adriana Franco;;2026466971;;31;;false;;4809970
Liliana Prieto;;2097733751;;56;;true;;3874374
Sebastian Salazar;;2040242028;;37;;true;;3744035
Felipe Cano;;2076405825;;28;;true;;8651037
Valentina Rivera;;2003713416;;37;;false;;3019680
Carlos Molina;;2035886420;;55;;false;;3447952
Oscar Arango;;2043887049;;29;;true;;8651156
Alfredo Lopez;;2094918916;;25;;false;;1872897
Hernan Diaz;;2029183792;;38;;true;;5901051
Luis Moreno;;2068523058;;60;;true;;6325333
Mariana Castro;;2068667193;;50;;true;;2067384
Gustavo Jimenez;;2089789422;;38;;true;;9270624
Mauricio Ramirez;;2037553062;;60;;false;;9757627
Gabriela Herrera;;2063508117;;55;;false;;6381461
Julia Giraldo;;2004185843;;54;;true;;7671859
Monica Duarte;;2011277950;;38;;true;;9811202
Victor Gomez;;2087735884;;30;;false;;9123001
Laura Beltran;;2094486680;;34;;true;;7880352
Gabriel Rios;;2006627062;;34;;false;;5580915
Cesar Moreno;;2087866073;;28;;false;;3644166
Alicia Montoya;;2066698148;;39;;false;;4871835
Carlos Montoya;;2070340048;;34;;true;;6550737
Monica Mejia;;2041834671;;52;;false;;3290487
Oscar Jimenez;;2039867088;;45;;false;;8955295
Ricardo Moreno;;2087195669;;38;;true;;1697492
Andres Torres;;2098966408;;30;;false;;7981459
Andres Salazar;;2069946998;;25;;true;;1923367
Gloria Cano;;2020487196;;37;;false;;8890946
Cesar Herrera;;2010884678;;48;;true;;7373817
Felipe Prieto;;2028110321;;27;;false;;4168039
Julia Ruiz;;2025038449;;29;;false;;7171009
Hernan Castro;;2043897895;;53;;true;;2637486
Teresa Cardenas;;2082858511;;27;;false;;7598986
Claudia Cano;;2021505261;;48;;true;;2916822
Ana Giraldo;;2092751221;;47;;false;;5290355
Cesar Quiroz;;2068578397;;53;;true;;1652923
Nathalia Hernandez;;2084362806;;58;;true;;1189168
Gustavo Montoya;;2097645127;;55;;true;;9511335
Raquel Vega;;2018430186;;49;;false;;7955964
Angela Cano;;2085141447;;26;;false;;4748003
Ivan Arango;;2050089717;;52;;true;;4275755
Rodrigo Cano;;2047760362;;47;;false;;1728560
Esteban Acosta;;2066333216;;31;;true;;1218970
Liliana Jaramillo;;2095821950;;25;;false;;4780572
Cesar Murillo;;2006611296;;60;;false;;2334803
Cristian Ortiz;;2022589411;;43;;true;;9277932
Catalina Beltran;;2078178926;;47;;true;;3362280
Nathalia Diaz;;2070131992;;30;;true;;1114858
Luisa Ortiz;;2062590877;;28;;false;;4339634
Paula Prieto;;2074387222;;59;;true;;4684544
Andres Molina;;2098310049;;25;;true;;7018021
