nombre;;identificacion;;edad;;embargado;;salario
Hector Gomez;;2065356938;;57;;true;;5172836
Catalina Aguilar;;2030516324;;51;;false;;2557884
Sandra Martinez;;2030239688;;57;;false;;3509235
Rodrigo Cardenas;;2072314730;;44;;false;;5890466
Ricardo Bonilla;;2043153924;;32;;false;;7772149
Luis Ospina;;2043167180;;40;;true;;7133024
Monica Moreno;;2003942523;;41;;true;;9620757
Tatiana Molina;;2082948216;;35;;false;;1688717
Patricia Paredes;;2065633881;;46;;true;;9951261
Angela Lopez;;2019566908;;43;;false;;7990335
Gabriel Sanchez;;2093368483;;25;;true;;6833060
Luisa Hernandez;;2032732046;;60;;true;;7967494
Mariana Herrera;;2024415048;;30;;false;;1008386
Catalina Martinez;;2036965954;;58;;false;;9495096
Rosa Gomez;;2045261208;;30;;true;;4614222
Gabriel Arango;;2083037038;;59;;false;;7860899
Ana Moreno;;2037146057;;30;;true;;5338225
Alfredo Duarte;;2050718360;;45;;false;;5256446
Diego Jaramillo;;2071140436;;39;;true;;5474651
Catalina Ospina;;2021557055;;30;;false;;1539459
Monica Torres;;2078150045;;36;;false;;8297968
Valentina Ramirez;;2040261726;;48;;true;;1739702
Carmen Aguilar;;2076989250;;25;;true;;5111324
Claudia Lopez;;2071568511;;49;;false;;9947478
Mariana Ortiz;;2082217005;;27;;false;;2703342
Lorena Murillo;;2099284104;;58;;false;;1973153
Liliana Franco;;2048463045;;52;;true;;3868402
Ricardo Cano;;2050157116;;58;;true;;1883522
Carmen Aguilar;;2078344229;;32;;false;;6072876
Victor Rodriguez;;2085297347;;57;;false;;7972012
Ivan Arango;;2049305177;;32;;false;;2271031
Carlos Castaño;;2047960425;;26;;true;;8923310
Silvia Jimenez;;2033471318;;46;;true;;8086881
Manuel Moreno;;2075847522;;35;;false;;9805235
Veronica Arango;;2003064599;;34;;false;;9673519
Luis Vargas;;2032566685;;59;;true;;4035881
Eduardo Murillo;;2087519961;;40;;false;;762009
Diego Salazar;;2065042446;;56;;true;;5621384
Paola Murillo;;2002901671;;48;;false;;5433809
Hector Robledo;;2014881858;;57;;false;;9022581
Sebastian Moreno;;2008003158;;52;;false;;4856871
Gloria Giraldo;;2062952832;;25;;true;;1656998
Diana Ramirez;;2001035592;;39;;true;;6758198
Eduardo Herrera;;2013411224;;58;;true;;3877817
Raquel Moreno;;2022886211;;25;;false;;5630849
Silvia Gomez;;2071291002;;46;;true;;1927705
Diego Arias;;2003944173;;53;;true;;1621866
Hernan Lopez;;2026821264;;59;;false;;3295132
Roberto Vega;;2072224221;;35;;false;;1926958
Pedro Herrera;;2020253473;;52;;true;;9082161
Roberto Cabrera;;2046641314;;48;;true;;3579762
Carlos Bonilla;;2038979080;;27;;false;;7685706
Samuel Vega;;2096296667;;53;;false;;3564905
Ricardo Giraldo;;2074080499;;25;;false;;8788159
Fernando Bautista;;2023494890;;28;;true;;9055782
Ricardo Hernandez;;2097622076;;59;;true;;9986100
Veronica Arango;;2035586542;;42;;true;;9333902
Santiago Ortiz;;2057369487;;33;;true;;3900719
Pedro Ramirez;;2026359451;;28;;false;;8568750
Jose Moreno;;2037153653;;45;;false;;4189042
Paula Bonilla;;2093074556;;28;;true;;8035702
Paola Lara;;2005926206;;47;;false;;978518
Ana Duarte;;2007136510;;25;;true;;1067503
Violeta Ramirez;;2028058949;;45;;false;;9438860
Alonso Sanchez;;2087446556;;33;;true;;1218783
Eduardo Molina;;2053928381;;32;;false;;2934485
Liliana Diaz;;2024440566;;34;;false;;7810604
Teresa Torres;;2040431586;;34;;true;;6895604
Raquel Giraldo;;2084162548;;35;;false;;6668540
Liliana Salazar;;2094909465;;28;;true;;9534061
Gustavo Jaramillo;;2043090116;;43;;true;;8484958
Marta Aguilar;;2055570467;;56;;true;;8967416
Roberto Cano;;2036429097;;28;;true;;1205360
Silvia Gomez;;2071637051;;37;;true;;5857251
Pedro Beltran;;2091225464;;47;;true;;1502468
Gabriela Acosta;;2034762074;;41;;false;;6787677
Rosa Murillo;;2002890802;;51;;false;;3132544
Gustavo Paredes;;2096205203;;31;;false;;5821176
Claudia Molina;;2053663605;;31;;false;;4736466
Ana Arias;;2035701038;;54;;false;;1522236
Adriana Gallego;;2046816320;;55;;true;;7675577
Felipe Cano;;2093187275;;50;;true;;887901
Mariana Moreno;;2091884070;;59;;true;;5600170
Veronica Paredes;;2075113547;;30;;false;;4591312
Mauricio Lara;;2016202187;;35;;true;;5018911
Alicia Jimenez;;2019219491;;52;;true;;8612850
Jose Gallego;;2005056950;;39;;false;;6499018
Raquel Ruiz;;2014357838;;36;;false;;1718746
Ricardo Montoya;;2033800599;;43;;true;;759346
Felipe Duarte;;2001213942;;42;;true;;7099804
Camila Cano;;2026699543;;35;;false;;5199996
Ricardo Cabrera;;2045691733;;25;;true;;7698050
Juan Sanchez;;2013808448;;34;;true;;9896881
Miguel Robledo;;2077677105;;43;;false;;6583650
Rafael Rios;;2002957082;;48;;false;;2354001
Mariana Ortiz;;2033343954;;57;;true;;1879941
Rafael Beltran;;2045440288;;58;;false;;6903048
Marta Castaño;;2025863238;;32;;false;;6613298
Rafael Herrera;;2091915590;;42;;true;;9981880
Jose Giraldo;;2005123850;;46;;false;;7835231
