nombre;;identificacion;;edad;;embargado;;salario
Gabriela Mejia;;2006859415;;49;;false;;1922043
Gustavo Diaz;;2029730152;;27;;false;;1183313
Diego Cano;;2046772100;;59;;true;;2462744
Roberto Molina;;2044153510;;58;;true;;4491004
Teresa Castillo;;2020561458;;30;;true;;7178014
Ricardo Gutierrez;;2050501240;;51;;true;;6829417
Sebastian Castillo;;2088494346;;50;;false;;9840896
Marcela Castaño;;2068375817;;59;;false;;4296653
Teresa Vargas;;2040729317;;48;;true;;8709192
Gabriela Quiroz;;2035651517;;59;;true;;8431081
Esteban Giraldo;;2054735462;;49;;true;;9375291
Rodrigo Zapata;;2014895588;;26;;true;;6272636
Silvia Fernandez;;2072355098;;54;;false;;8721184
Felipe Castro;;2049686236;;51;;false;;2590883
Carmen Castro;;2053399525;;44;;true;;8621021
Paola Duarte;;2081512417;;44;;true;;5612639
Gabriel Arias;;2036442869;;27;;true;;4470934
Angela Cano;;2054905965;;45;;false;;5698572
Marcela Ospina;;2091751069;;60;;false;;7897485
Pedro Mejia;;2091761441;;29;;false;;2522965
Luis Rodriguez;;2092356847;;46;;true;;8387802
Diego Ortiz;;2080246096;;49;;true;;9742243
Marta Torres;;2076864110;;35;;true;;6166524
Paula Castaño;;2097376575;;53;;true;;7190539
Monica Duarte;;2061450529;;36;;true;;9499749
Mauricio Paredes;;2096799498;;26;;true;;3688640
Ivan Salazar;;2057692666;;44;;false;;5512820
Diego Murillo;;2083340889;;57;;true;;9771808
Carmen Castro;;2000119800;;39;;false;;8962949
Patricia Rodriguez;;2034559769;;43;;true;;5664214
Rodrigo Cardenas;;2079778387;;40;;false;;3235955
Javier Gutierrez;;2050991057;;29;;false;;3468744
Claudia Ortiz;;2078858754;;49;;true;;4238769
Gloria Jaramillo;;2023802565;;33;;true;;1681894
Santiago Herrera;;2081411961;;49;;false;;4813352
Juan Arias;;2065573956;;50;;false;;9496921
Luisa Bonilla;;2083430152;;51;;false;;1824085
Teresa Paredes;;2047025553;;42;;false;;8025845
Felipe Velasquez;;2099079350;;48;;true;;1908696
Felipe Zapata;;2062682054;;37;;false;;7996018
Ana Jimenez;;2057638819;;40;;false;;7947149
Liliana Robledo;;2089834961;;60;;false;;8070594
Santiago Quiroz;;2071196748;;53;;true;;5135859
Santiago Cano;;2044107178;;46;;true;;6289041
Valentina Lara;;2040114116;;29;;false;;4382659
Valentina Cardenas;;2036200215;;49;;true;;1943806
Mauricio Ruiz;;2081469834;;29;;true;;2597330
Catalina Bautista;;2000762293;;51;;true;;7729725
Sebastian Herrera;;2074256934;;40;;false;;9506836
Veronica Cabrera;;2085189535;;33;;false;;8039354
Eduardo Ortiz;;2054501930;;37;;true;;957212
Sandra Molina;;2044325145;;44;;false;;8801202
Paola Giraldo;;2014590514;;37;;false;;5085240
Liliana Diaz;;2094290108;;57;;false;;3239789
Esteban Fernandez;;2012146666;;60;;false;;1119157
Nathalia Ramirez;;2083563111;;27;;true;;1372742
Marcela Cano;;2093967352;;31;;false;;2252305
Silvia Hernandez;;2094672392;;60;;true;;4415741
Felipe Ruiz;;2078066411;;43;;false;;5997971
Violeta Bautista;;2091003993;;51;;true;;7403696
Lorena Bonilla;;2091662620;;44;;true;;3700534
Gabriela Giraldo;;2042329082;;44;;false;;3615351
Pedro Cano;;2056067865;;38;;true;;9033986
Ricardo Rios;;2053854123;;41;;false;;3717150
Esteban Vargas;;2083819559;;60;;true;;1905674
Eduardo Torres;;2017994025;;27;;true;;7440206
Ricardo Munoz;;2084839269;;52;;false;;2799649
Rafael Ortiz;;2003209582;;56;;true;;1495200
Claudia Castro;;2055492523;;51;;true;;7611599
Mauricio Cano;;2060987456;;27;;false;;7137148
Felipe Arias;;2070203016;;32;;false;;8074077
Paula Vargas;;2015374855;;47;;false;;3793009
Alfredo Robledo;;2070489034;;36;;false;;5804457
Samuel Gallego;;2035928999;;29;;false;;4194882
Luis Moreno;;2002244817;;25;;true;;1029496
Carlos Prieto;;2042931485;;45;;false;;2939717
Cristian Herrera;;2090230698;;52;;false;;9491537
Diana Prieto;;2021917888;;40;;false;;8957857
Laura Castillo;;2024792937;;25;;true;;5102049
Alonso Giraldo;;2009918417;;30;;false;;4118372
Ricardo Sanchez;;2064509877;;34;;false;;8816692
Manuel Velasquez;;2021424603;;60;;false;;6249334
Luis Robledo;;2023753650;;53;;true;;5260691
Rosa Rivera;;2062982989;;27;;true;;9991641
Ricardo Aguilar;;2029774292;;55;;true;;4107697
Pedro Ruiz;;2000641445;;28;;true;;7805236
Rosa Vega;;2031076413;;48;;false;;5324145
Camila Aguilar;;2014077122;;33;;true;;793028
Hernan Diaz;;2029613123;;36;;true;;761069
Ana Lopez;;2080434580;;39;;false;;998433
Alicia Giraldo;;2041140915;;33;;true;;6494561
Ricardo Castaño;;2004719365;;25;;true;;5776200
Alicia Giraldo;;2042870429;;58;;false;;2825127
Luis Duarte;;2038155957;;29;;false;;8820646
Beatriz Ramirez;;2096521752;;55;;true;;1445146
Mariana Garcia;;2026078369;;55;;false;;7290805
Nathalia Ortiz;;2060639652;;27;;false;;3458395
Miguel Ruiz;;2039043653;;50;;true;;5662834
Ricardo Salazar;;2076356355;;48;;false;;5991258
Ricardo Ruiz;;2050396906;;41;;true;;1270661
