tipo_documento;;documento;;nombre_completo;;caracterizacion
RC;;2053772485;;Miguel Cabrera;;INHABILITAR
CC;;2050372406;;Raquel Bautista;;EMBARGAR
TI;;2001038258;;Miguel Fernandez;;EMBARGAR
CC;;2092276391;;Roberto Gutierrez;;EMBARGAR
CC;;2006859821;;Alicia Herrera;;EMBARGAR
TI;;2016948891;;Alonso Cano;;INHABILITAR
CE;;2037817632;;Victor Zapata;;EMBARGAR
RC;;2051838327;;Luis Sanchez;;INHABILITAR
RC;;2070359982;;Luis Velasquez;;INHABILITAR
CC;;2000509015;;Claudia Ruiz;;INHABILITAR
RC;;2081713317;;Lorena Gutierrez;;INHABILITAR
RC;;2070365295;;Laura Valencia;;EMBARGAR
CE;;2019951538;;Roberto Giraldo;;INHABILITAR
RC;;2021596640;;Cesar Vega;;EMBARGAR
RC;;2082365079;;Rodrigo Quiroz;;INHABILITAR
RC;;2054911356;;Roberto Duarte;;EMBARGAR
RC;;2053967365;;Gustavo Montoya;;EMBARGAR
CE;;2039514572;;Luis Valencia;;INHABILITAR
RC;;2052919163;;Fernando Rojas;;EMBARGAR
RC;;2090186220;;Alicia Gutierrez;;EMBARGAR
RC;;2023312347;;Hector Castro;;INHABILITAR
CE;;2029899318;;Gustavo Fernandez;;EMBARGAR
RC;;2090265671;;Pedro Mendez;;INHABILITAR
CC;;2086678073;;Fernando Mejia;;EMBARGAR
RC;;2092812524;;Luisa Murillo;;INHABILITAR
CE;;2004114514;;Rafael Prieto;;INHABILITAR
NUIP;;2048463130;;Claudia Salazar;;INHABILITAR
RC;;2010819005;;Marcela Lara;;EMBARGAR
CC;;2090050978;;Santiago Herrera;;INHABILITAR
NUIP;;2070650332;;Paula Ramirez;;EMBARGAR
NUIP;;2048747190;;Violeta Montoya;;EMBARGAR
TI;;2021534792;;Teresa Ortiz;;INHABILITAR
CC;;2059443275;;Liliana Arias;;INHABILITAR
CC;;2049466344;;Juan Fernandez;;INHABILITAR
RC;;2074263630;;Valentina Bautista;;INHABILITAR
CC;;2038997666;;Gabriel Castillo;;EMBARGAR
NUIP;;2040909319;;Rafael Gutierrez;;EMBARGAR
RC;;2004473424;;Alonso Aguilar;;INHABILITAR
CE;;2057829895;;Victor Hernandez;;INHABILITAR
RC;;2015781639;;Felipe Munoz;;INHABILITAR
CE;;2056467975;;Claudia Ortiz;;INHABILITAR
RC;;2083465174;;Felipe Giraldo;;EMBARGAR
NUIP;;2008478737;;Cristian Ruiz;;INHABILITAR
NUIP;;2054422352;;Felipe Paredes;;INHABILITAR
CE;;2076919519;;Claudia Rios;;EMBARGAR
NUIP;;2008936932;;Catalina Paredes;;EMBARGAR
TI;;2034400083;;Felipe Paredes;;EMBARGAR
CC;;2077863639;;Alfredo Castro;;INHABILITAR
CE;;2080211550;;Pedro Jimenez;;EMBARGAR
NUIP;;2019840461;;Andres Ortiz;;INHABILITAR
RC;;2024492896;;Sebastian Jaramillo;;INHABILITAR
CC;;2047255693;;Ricardo Moreno;;EMBARGAR
NUIP;;2059432977;;Roberto Gallego;;INHABILITAR
NUIP;;2048110353;;Gabriela Cano;;EMBARGAR
NUIP;;2021494772;;Luisa Lara;;INHABILITAR
NUIP;;2005918751;;Mauricio Prieto;;INHABILITAR
CE;;2091591469;;Luis Salazar;;EMBARGAR
NUIP;;2049094664;;Santiago Montoya;;INHABILITAR
NUIP;;2023800163;;Ana Beltran;;EMBARGAR
CC;;2081073053;;Catalina Diaz;;EMBARGAR
CC;;2074512886;;Luisa Vega;;INHABILITAR
TI;;2070462962;;Alicia Prieto;;INHABILITAR
CC;;2086827269;;Adriana Ortiz;;INHABILITAR
CE;;2084234445;;Esteban Torres;;INHABILITAR
CE;;2058660626;;Alfredo Paredes;;INHABILITAR
RC;;2082799011;;Ivan Arango;;INHABILITAR
NUIP;;2018197742;;Patricia Moreno;;INHABILITAR
TI;;2032381861;;Ricardo Garcia;;INHABILITAR
RC;;2061903476;;Oscar Mendez;;INHABILITAR
CC;;2006012479;;Ricardo Beltran;;INHABILITAR
CE;;2053658531;;Valentina Ruiz;;INHABILITAR
CC;;2090483250;;Luis Torres;;INHABILITAR
NUIP;;2028500916;;Veronica Rios;;INHABILITAR
NUIP;;2052029386;;Javier Hernandez;;EMBARGAR
TI;;2047475437;;Mauricio Mejia;;EMBARGAR
RC;;2040144552;;Ricardo Lopez;;EMBARGAR
RC;;2019738450;;Carlos Moreno;;INHABILITAR
CE;;2027360097;;Javier Mendez;;INHABILITAR
RC;;2080530085;;Claudia Herrera;;INHABILITAR
RC;;2083650132;;Pedro Cabrera;;INHABILITAR
NUIP;;2087306038;;Carlos Ramirez;;INHABILITAR
CC;;2062826877;;Luisa Aguilar;;EMBARGAR
NUIP;;2057603437;;Catalina Giraldo;;EMBARGAR
TI;;2099450082;;Cesar Cabrera;;EMBARGAR
NUIP;;2017640127;;Diana Arias;;INHABILITAR
RC;;2039919615;;Victor Torres;;EMBARGAR
CE;;2037041028;;Valentina Castillo;;INHABILITAR
NUIP;;2043144486;;Javier Torres;;INHABILITAR
NUIP;;2098923809;;Andres Molina;;EMBARGAR
NUIP;;2079531134;;Javier Bonilla;;EMBARGAR
NUIP;;2075422857;;Javier Murillo;;INHABILITAR
CC;;2014971178;;Lucrecia Cano;;EMBARGAR
CE;;2021567200;;Alicia Vargas;;INHABILITAR
TI;;2091619482;;Andres Rodriguez;;INHABILITAR
CC;;2029794833;;Silvia Valencia;;EMBARGAR
NUIP;;2065574526;;Julia Montoya;;INHABILITAR
CC;;2001666135;;Miguel Salazar;;EMBARGAR
RC;;2052398660;;Juan Ramirez;;EMBARGAR
RC;;2028775119;;Veronica Cano;;INHABILITAR
CC;;2063953113;;Sebastian Ramirez;;EMBARGAR
