tipo_documento;;documento;;nombre_completo;;caracterizacion
CC;;2078235933;;Marcela Cardenas;;INHABILITAR
NUIP;;2030379175;;Paola Hernandez;;EMBARGAR
CC;;2008413441;;Oscar Diaz;;INHABILITAR
CC;;2018707906;;Violeta Jaramillo;;INHABILITAR
CE;;2010318222;;Manuel Garcia;;EMBARGAR
NUIP;;2030142514;;Tatiana Lopez;;EMBARGAR
NUIP;;2089901031;;Luis Lara;;INHABILITAR
CC;;2051653019;;Marcela Montoya;;INHABILITAR
RC;;2019573298;;Marcela Rodriguez;;INHABILITAR
NUIP;;2030509008;;Liliana Diaz;;INHABILITAR
TI;;2017653346;;Marcela Diaz;;INHABILITAR
TI;;2013663060;;Manuel Moreno;;EMBARGAR
CC;;2074143894;;Liliana Rodriguez;;EMBARGAR
RC;;2015142108;;Liliana Herrera;;INHABILITAR
NUIP;;2061974897;;Felipe Fernandez;;EMBARGAR
CC;;2071583054;;Eduardo Mejia;;EMBARGAR
TI;;2083195435;;Ana Fernandez;;EMBARGAR
CC;;2055582721;;Santiago Rivera;;INHABILITAR
CC;;2067854291;;Felipe Cano;;EMBARGAR
CC;;2022031226;;Luisa Quiroz;;INHABILITAR
NUIP;;2098743700;;Pedro Molina;;INHABILITAR
RC;;2000913652;;Alicia Ramirez;;INHABILITAR
NUIP;;2051214744;;Paola Velasquez;;EMBARGAR
NUIP;;2013370943;;Laura Cano;;EMBARGAR
NUIP;;2067264525;;Beatriz Ramirez;;INHABILITAR
NUIP;;2033114455;;Pedro Herrera;;EMBARGAR
NUIP;;2042303468;;Gloria Quiroz;;EMBARGAR
NUIP;;2018282607;;Valentina Diaz;;EMBARGAR
RC;;2049668285;;Gabriel Moreno;;EMBARGAR
TI;;2011332574;;Violeta Torres;;EMBARGAR
NUIP;;2022494134;;Oscar Montoya;;EMBARGAR
CE;;2059990043;;Beatriz Gomez;;INHABILITAR
RC;;2055183176;;Carmen Mejia;;INHABILITAR
TI;;2007346297;;Tatiana Giraldo;;INHABILITAR
CE;;2003743153;;Patricia Hernandez;;EMBARGAR
TI;;2080179949;;Adriana Sanchez;;INHABILITAR
CE;;2045579993;;Carmen Torres;;INHABILITAR
CC;;2088794685;;Raquel Castillo;;EMBARGAR
NUIP;;2044999523;;Cesar Mejia;;EMBARGAR
RC;;2036941732;;Esteban Arias;;EMBARGAR
TI;;2031465328;;Juan Gutierrez;;EMBARGAR
TI;;2086321556;;Manuel Moreno;;INHABILITAR
RC;;2050586268;;Gustavo Fernandez;;INHABILITAR
NUIP;;2067539296;;Manuel Cano;;INHABILITAR
RC;;2070602250;;Andres Prieto;;EMBARGAR
RC;;2080198749;;Sebastian Giraldo;;EMBARGAR
RC;;2013135480;;Veronica Fernandez;;EMBARGAR
CC;;2054820687;;Miguel Cano;;EMBARGAR
RC;;2092021424;;Paula Montoya;;INHABILITAR
CC;;2056739722;;Ana Garcia;;INHABILITAR
NUIP;;2083917155;;Victor Rodriguez;;EMBARGAR
CC;;2055444859;;Angela Herrera;;INHABILITAR
TI;;2011999673;;Alonso Bonilla;;EMBARGAR
CC;;2055182087;;Veronica Salazar;;EMBARGAR
CE;;2008162921;;Patricia Rodriguez;;INHABILITAR
NUIP;;2099048457;;Oscar Quiroz;;EMBARGAR
TI;;2051989331;;Camila Rojas;;INHABILITAR
NUIP;;2000253479;;Esteban Moreno;;EMBARGAR
CE;;2050441188;;Patricia Lara;;EMBARGAR
RC;;2067218524;;Luisa Mendez;;INHABILITAR
CC;;2042671238;;Felipe Gallego;;EMBARGAR
CC;;2052816581;;Carlos Vega;;INHABILITAR
CC;;2068136464;;Fernando Martinez;;INHABILITAR
TI;;2042821827;;Jose Fernandez;;EMBARGAR
CC;;2074796171;;Marta Cabrera;;EMBARGAR
TI;;2082945839;;Alonso Ramirez;;EMBARGAR
CE;;2035408051;;Valentina Beltran;;INHABILITAR
TI;;2079449579;;Esteban Rios;;EMBARGAR
CE;;2037229893;;Alonso Arango;;EMBARGAR
TI;;2099680619;;Ricardo Rios;;INHABILITAR
RC;;2078820586;;Alfredo Gutierrez;;INHABILITAR
CE;;2034113958;;Gabriel Ospina;;INHABILITAR
CE;;2059167835;;Paula Mendez;;EMBARGAR
NUIP;;2042139210;;Angela Murillo;;INHABILITAR
NUIP;;2033199384;;Liliana Ortiz;;EMBARGAR
NUIP;;2092065568;;Tatiana Montoya;;EMBARGAR
CC;;2046036872;;Diego Aguilar;;INHABILITAR
CE;;2029921728;;Beatriz Acosta;;INHABILITAR
CC;;2088638540;;Gustavo Murillo;;INHABILITAR
CE;;2065996036;;Adriana Cardenas;;INHABILITAR
NUIP;;2000877769;;Carmen Rivera;;INHABILITAR
CE;;2086194533;;Veronica Paredes;;INHABILITAR
CC;;2013419254;;Gabriela Prieto;;INHABILITAR
RC;;2040683160;;Ricardo Moreno;;INHABILITAR
RC;;2092693210;;Esteban Ortiz;;INHABILITAR
CE;;2024733985;;Claudia Ruiz;;INHABILITAR
NUIP;;2029479457;;Mariana Jimenez;;INHABILITAR
RC;;2098176639;;Rodrigo Castillo;;EMBARGAR
CE;;2010284007;;Diana Diaz;;EMBARGAR
RC;;2077575035;;Ivan Hernandez;;EMBARGAR
CE;;2035740904;;Gabriel Torres;;EMBARGAR
CC;;2074210273;;Jorge Mejia;;INHABILITAR
CC;;2081303588;;Lorena Murillo;;INHABILITAR
CC;;2093019648;;Adriana Montoya;;INHABILITAR
TI;;2094635314;;Alicia Salazar;;EMBARGAR
NUIP;;2003219090;;Victor Fernandez;;EMBARGAR
RC;;2067356560;;Eduardo Jaramillo;;EMBARGAR
TI;;2019769820;;Jorge Sanchez;;EMBARGAR
RC;;2031864081;;Ana Beltran;;INHABILITAR
RC;;2098715106;;Claudia Torres;;EMBARGAR
