tipo_documento;;documento;;nombre_completo;;caracterizacion
TI;;2088106250;;Nathalia Salazar;;INHABILITAR
TI;;2037230547;;Mauricio Murillo;;INHABILITAR
TI;;2072208025;;Camila Ruiz;;EMBARGAR
CC;;2028282435;;Patricia Torres;;EMBARGAR
CC;;2086478782;;Monica Sanchez;;INHABILITAR
CE;;2065600873;;Mauricio Montoya;;EMBARGAR
TI;;2017278323;;Hernan Ospina;;INHABILITAR
NUIP;;2027345710;;Luisa Moreno;;INHABILITAR
CE;;2060083187;;Lucrecia Castro;;EMBARGAR
RC;;2033168019;;Liliana Valencia;;INHABILITAR
CE;;2038705848;;Victor Vega;;INHABILITAR
NUIP;;2033938443;;Paula Rojas;;EMBARGAR
RC;;2003948192;;Camila Salazar;;INHABILITAR
CC;;2022063365;;Ricardo Gomez;;INHABILITAR
TI;;2077110400;;Marcela Molina;;EMBARGAR
CC;;2076098249;;Julia Arias;;INHABILITAR
CE;;2001021891;;Oscar Gutierrez;;INHABILITAR
CC;;2092723792;;Luis Rios;;EMBARGAR
NUIP;;2091440170;;Gustavo Murillo;;EMBARGAR
CC;;2059344407;;Luisa Lopez;;EMBARGAR
CC;;2095210538;;Diana Castillo;;EMBARGAR
CC;;2018457952;;Alfredo Moreno;;INHABILITAR
CE;;2004743197;;Liliana Jaramillo;;EMBARGAR
RC;;2024144643;;Miguel Robledo;;EMBARGAR
CE;;2079754921;;Rafael Herrera;;INHABILITAR
NUIP;;2073946744;;Javier Franco;;INHABILITAR
CC;;2065345193;;Raquel Hernandez;;INHABILITAR
NUIP;;2096424111;;Teresa Moreno;;INHABILITAR
CE;;2006738813;;Marcela Vega;;EMBARGAR
RC;;2081276697;;Mariana Rodriguez;;INHABILITAR
NUIP;;2079712279;;Manuel Ospina;;EMBARGAR
CC;;2035931900;;Paula Jaramillo;;EMBARGAR
CE;;2084762383;;Nathalia Montoya;;EMBARGAR
NUIP;;2053702237;;Veronica Bonilla;;EMBARGAR
NUIP;;2064639622;;Eduardo Gomez;;EMBARGAR
RC;;2082965944;;Esteban Lara;;INHABILITAR
CE;;2063202020;;Marcela Castaño;;EMBARGAR
RC;;2047282400;;Alicia Ruiz;;INHABILITAR
RC;;2065010078;;Julia Acosta;;EMBARGAR
TI;;2002919504;;Oscar Giraldo;;EMBARGAR
CE;;2077513001;;Alfredo Velasquez;;EMBARGAR
TI;;2083669788;;Manuel Ortiz;;EMBARGAR
CC;;2018609536;;Beatriz Gutierrez;;INHABILITAR
RC;;2052377996;;Hernan Montoya;;INHABILITAR
CE;;2056438280;;Lorena Lopez;;EMBARGAR
CC;;2079819759;;Felipe Rodriguez;;INHABILITAR
CE;;2062345014;;Juan Jaramillo;;INHABILITAR
NUIP;;2029005128;;Felipe Montoya;;INHABILITAR
TI;;2030319092;;Esteban Lopez;;EMBARGAR
NUIP;;2039397713;;Ivan Rivera;;EMBARGAR
RC;;2036940440;;Hector Lara;;INHABILITAR
TI;;2050409652;;Diego Gallego;;INHABILITAR
RC;;2091914796;;Fernando Giraldo;;EMBARGAR
RC;;2084410712;;Pedro Ruiz;;EMBARGAR
CE;;2093045809;;Hector Castaño;;INHABILITAR
CC;;2069948654;;Luis Arias;;INHABILITAR
CE;;2034490580;;Valentina Torres;;EMBARGAR
NUIP;;2049979032;;Gustavo Quiroz;;INHABILITAR
RC;;2087519653;;Esteban Bonilla;;EMBARGAR
NUIP;;2078440677;;Andres Velasquez;;EMBARGAR
CE;;2034363438;;Rafael Torres;;EMBARGAR
CE;;2053185711;;Miguel Torres;;INHABILITAR
CE;;2083280127;;Oscar Herrera;;INHABILITAR
TI;;2012175654;;Jorge Diaz;;INHABILITAR
NUIP;;2040455495;;Manuel Mejia;;EMBARGAR
TI;;2054013350;;Violeta Castillo;;INHABILITAR
NUIP;;2031655292;;Esteban Lopez;;EMBARGAR
CE;;2022099432;;Gustavo Murillo;;EMBARGAR
CE;;2097553696;;Liliana Munoz;;INHABILITAR
CE;;2040920956;;Victor Ruiz;;EMBARGAR
TI;;2072428389;;Javier Ramirez;;EMBARGAR
CE;;2049226628;;Victor Torres;;EMBARGAR
NUIP;;2063790372;;Esteban Franco;;EMBARGAR
CC;;2073981829;;Silvia Giraldo;;INHABILITAR
NUIP;;2063375429;;Gabriela Martinez;;INHABILITAR
CE;;2097813464;;Diana Montoya;;INHABILITAR
RC;;2054963553;;Sandra Martinez;;EMBARGAR
CC;;2041939503;;Luis Herrera;;EMBARGAR
CC;;2084778657;;Jorge Quiroz;;EMBARGAR
NUIP;;2060937585;;Samuel Ruiz;;INHABILITAR
CC;;2043447383;;Lorena Mejia;;EMBARGAR
TI;;2036294989;;Sandra Garcia;;INHABILITAR
RC;;2053091473;;Oscar Mendez;;INHABILITAR
NUIP;;2014737072;;Roberto Molina;;INHABILITAR
TI;;2046644622;;Gabriela Rivera;;EMBARGAR
CC;;2004985322;;Roberto Ortiz;;EMBARGAR
RC;;2086362706;;Victor Cabrera;;EMBARGAR
CE;;2003177530;;Luis Cano;;EMBARGAR
NUIP;;2041328691;;Felipe Gallego;;EMBARGAR
CC;;2050469088;;Jorge Diaz;;EMBARGAR
RC;;2096925718;;Marcela Hernandez;;EMBARGAR
TI;;2024992014;;Lorena Ortiz;;EMBARGAR
CC;;2052414352;;Sandra Castaño;;EMBARGAR
RC;;2051613918;;Rafael Moreno;;INHABILITAR
RC;;2055301710;;Sebastian Jimenez;;EMBARGAR
NUIP;;2009201806;;Nathalia Salazar;;EMBARGAR
CC;;2002129893;;Rosa Gomez;;EMBARGAR
CC;;2071507851;;Diego Salazar;;EMBARGAR
CC;;2001502092;;Tatiana Prieto;;EMBARGAR
CC;;2043120969;;Sebastian Ospina;;INHABILITAR
