tipo_documento;;documento;;nombre_completo;;caracterizacion
RC;;2012517844;;Santiago Diaz;;INHABILITAR
RC;;2096525025;;Gabriel Vega;;INHABILITAR
RC;;2097599441;;Alicia Diaz;;EMBARGAR
CC;;2003023546;;Ricardo Valencia;;EMBARGAR
RC;;2023838741;;Marta Moreno;;INHABILITAR
RC;;2089692259;;Paola Cano;;EMBARGAR
CC;;2083782914;;Monica Quiroz;;INHABILITAR
TI;;2078913932;;Gabriel Sanchez;;INHABILITAR
TI;;2039292257;;Ana Montoya;;EMBARGAR
RC;;2042124311;;Tatiana Garcia;;INHABILITAR
RC;;2074029212;;Gabriela Castillo;;INHABILITAR
CC;;2084868776;;Andres Cardenas;;INHABILITAR
CC;;2047568089;;Liliana Diaz;;EMBARGAR
CC;;2072242440;;Liliana Vega;;INHABILITAR
RC;;2061296699;;Marcela Prieto;;INHABILITAR
CE;;2008561367;;Cristian Vega;;EMBARGAR
TI;;2072401075;;Alfredo Bautista;;EMBARGAR
RC;;2025799729;;Teresa Garcia;;INHABILITAR
CE;;2089010162;;Liliana Mendez;;INHABILITAR
RC;;2016264855;;Miguel Bautista;;EMBARGAR
NUIP;;2063573526;;Hernan Lopez;;INHABILITAR
CE;;2020761638;;Marcela Molina;;EMBARGAR
CC;;2053934421;;Luis Valencia;;EMBARGAR
CC;;2085819453;;Alfredo Castaño;;EMBARGAR
RC;;2071704882;;Jorge Rojas;;INHABILITAR
CC;;2068565978;;Hernan Castro;;EMBARGAR
CC;;2058829615;;Camila Salazar;;EMBARGAR
TI;;2099196170;;Paula Rojas;;EMBARGAR
NUIP;;2068185598;;Samuel Duarte;;INHABILITAR
CC;;2028512757;;Patricia Gutierrez;;EMBARGAR
CC;;2075372113;;Rodrigo Paredes;;INHABILITAR
NUIP;;2048021023;;Gustavo Prieto;;INHABILITAR
NUIP;;2023160744;;Roberto Vega;;INHABILITAR
NUIP;;2092079824;;Sandra Torres;;INHABILITAR
NUIP;;2083625762;;Juan Castillo;;EMBARGAR
CC;;2001562395;;Fernando Salazar;;EMBARGAR
CE;;2068630430;;Gabriela Herrera;;EMBARGAR
NUIP;;2001704028;;Cesar Jaramillo;;EMBARGAR
CC;;2012272137;;Felipe Ortiz;;EMBARGAR
CE;;2093172277;;Victor Prieto;;EMBARGAR
RC;;2029496326;;Santiago Cano;;INHABILITAR
NUIP;;2085386217;;Nathalia Torres;;INHABILITAR
TI;;2082199606;;Teresa Beltran;;INHABILITAR
RC;;2078777792;;Liliana Montoya;;EMBARGAR
NUIP;;2050282017;;Carlos Aguilar;;INHABILITAR
CC;;2007248075;;Gustavo Rios;;INHABILITAR
RC;;2076617496;;Carmen Rios;;INHABILITAR
CC;;2078190027;;Mariana Arias;;EMBARGAR
CC;;2023511548;;Gabriela Montoya;;INHABILITAR
RC;;2075948866;;Beatriz Salazar;;EMBARGAR
TI;;2097592793;;Cristian Herrera;;INHABILITAR
TI;;2030845260;;Mariana Acosta;;EMBARGAR
RC;;2017915481;;Silvia Velasquez;;INHABILITAR
RC;;2036193603;;Camila Duarte;;INHABILITAR
RC;;2037747755;;Oscar Velasquez;;EMBARGAR
RC;;2064101884;;Adriana Castillo;;INHABILITAR
TI;;2052045020;;Lorena Montoya;;INHABILITAR
NUIP;;2047409493;;Alonso Paredes;;INHABILITAR
CC;;2047887266;;Diana Giraldo;;INHABILITAR
TI;;2069564339;;Paola Rivera;;EMBARGAR
RC;;2044889305;;Fernando Gutierrez;;EMBARGAR
TI;;2005539704;;Teresa Giraldo;;INHABILITAR
CE;;2071383910;;Esteban Mendez;;EMBARGAR
CC;;2019448707;;Claudia Aguilar;;EMBARGAR
RC;;2090534702;;Diego Castro;;EMBARGAR
CC;;2042244023;;Sebastian Castro;;INHABILITAR
CC;;2097910673;;Fernando Mendez;;INHABILITAR
TI;;2033924136;;Alfredo Duarte;;EMBARGAR
CC;;2006811297;;Manuel Aguilar;;INHABILITAR
NUIP;;2070070383;;Camila Giraldo;;INHABILITAR
NUIP;;2060553721;;Ricardo Moreno;;INHABILITAR
TI;;2008068262;;Ana Aguilar;;EMBARGAR
CC;;2006464907;;Ricardo Lara;;INHABILITAR
NUIP;;2001137197;;Rosa Giraldo;;EMBARGAR
CE;;2064368743;;Gabriela Sanchez;;INHABILITAR
NUIP;;2028350780;;Paola Bonilla;;INHABILITAR
TI;;2082119448;;Lorena Moreno;;EMBARGAR
NUIP;;2051867613;;Victor Ramirez;;EMBARGAR
RC;;2054015472;;Gabriel Bautista;;EMBARGAR
CC;;2049712979;;Santiago Rivera;;EMBARGAR
CE;;2030902602;;Gabriela Torres;;EMBARGAR
RC;;2079958518;;Angela Valencia;;INHABILITAR
CC;;2062863454;;Felipe Giraldo;;INHABILITAR
TI;;2046362068;;Victor Jimenez;;INHABILITAR
TI;;2052925606;;Angela Diaz;;INHABILITAR
TI;;2081439674;;Luis Castaño;;INHABILITAR
TI;;2049802131;;Paula Garcia;;EMBARGAR
CE;;2065580613;;Jorge Cabrera;;EMBARGAR
RC;;2002311110;;Adriana Montoya;;EMBARGAR
CE;;2068846382;;Raquel Munoz;;EMBARGAR
TI;;2058206288;;Lorena Hernandez;;EMBARGAR
CE;;2006191484;;Carlos Franco;;INHABILITAR
CC;;2014545996;;Paola Moreno;;EMBARGAR
TI;;2019055445;;Teresa Cardenas;;EMBARGAR
TI;;2004022319;;Teresa Franco;;INHABILITAR
NUIP;;2042359303;;Luis Arias;;INHABILITAR
RC;;2003559839;;Santiago Ramirez;;INHABILITAR
NUIP;;2054052381;;Laura Castro;;EMBARGAR
CC;;2022255759;;Marta Arango;;EMBARGAR
CE;;2017728998;;Alfredo Montoya;;EMBARGAR
