tipo_documento;;documento;;nombre_completo;;caracterizacion
NUIP;;2004549402;;Liliana Rivera;;EMBARGAR
TI;;2050465539;;Luis Paredes;;INHABILITAR
NUIP;;2057581747;;Felipe Ortiz;;INHABILITAR
TI;;2056546792;;Jorge Gomez;;INHABILITAR
RC;;2096058451;;Ricardo Ruiz;;INHABILITAR
NUIP;;2015769178;;Andres Fernandez;;EMBARGAR
NUIP;;2022263930;;Catalina Zapata;;INHABILITAR
NUIP;;2093681432;;Felipe Jaramillo;;INHABILITAR
CC;;2058481519;;Raquel Prieto;;EMBARGAR
NUIP;;2050968579;;Ivan Rivera;;INHABILITAR
TI;;2064779556;;Rafael Torres;;EMBARGAR
CE;;2087486141;;Luis Mendez;;EMBARGAR
TI;;2003078776;;Felipe Jaramillo;;INHABILITAR
RC;;2072306320;;Paula Rojas;;INHABILITAR
TI;;2044525160;;Miguel Cano;;INHABILITAR
RC;;2067857641;;Felipe Vargas;;INHABILITAR
CE;;2013127561;;Alicia Montoya;;INHABILITAR
CC;;2092266210;;Mauricio Paredes;;EMBARGAR
RC;;2041567894;;Santiago Rios;;INHABILITAR
NUIP;;2096687166;;Gustavo Cardenas;;INHABILITAR
CC;;2059791505;;Valentina Gutierrez;;EMBARGAR
NUIP;;2062111327;;Esteban Montoya;;INHABILITAR
CE;;2003607540;;Liliana Salazar;;INHABILITAR
RC;;2050933302;;Paula Duarte;;INHABILITAR
RC;;2066954292;;Gabriel Rios;;EMBARGAR
RC;;2096636921;;Rosa Murillo;;INHABILITAR
CC;;2060270055;;Patricia Rios;;INHABILITAR
NUIP;;2077384542;;Ricardo Gallego;;INHABILITAR
CE;;2004093502;;Claudia Cano;;INHABILITAR
CE;;2073140658;;Ricardo Mendez;;EMBARGAR
CC;;2006260495;;Mariana Ospina;;INHABILITAR
CE;;2065308666;;Veronica Murillo;;EMBARGAR
RC;;2022683813;;Liliana Herrera;;INHABILITAR
CC;;2012082474;;Sebastian Rodriguez;;INHABILITAR
CC;;2011788611;;Luis Cano;;EMBARGAR
RC;;2043293102;;Santiago Gallego;;EMBARGAR
TI;;2057336767;;Carlos Herrera;;INHABILITAR
NUIP;;2060806958;;Ivan Jimenez;;EMBARGAR
RC;;2031100109;;Rosa Castro;;EMBARGAR
TI;;2024677277;;Teresa Munoz;;INHABILITAR
TI;;2004613240;;Marta Vargas;;INHABILITAR
TI;;2005049108;;Marta Martinez;;EMBARGAR
CE;;2019763398;;Liliana Aguilar;;EMBARGAR
NUIP;;2069463178;;Alfredo Munoz;;EMBARGAR
TI;;2059051494;;Valentina Vega;;INHABILITAR
CC;;2046119227;;Santiago Castillo;;EMBARGAR
CC;;2047568587;;Miguel Lopez;;INHABILITAR
TI;;2085254052;;Veronica Zapata;;EMBARGAR
CE;;2006320796;;Carmen Jaramillo;;EMBARGAR
CE;;2064638264;;Fernando Moreno;;EMBARGAR
CC;;2044825771;;Alonso Ruiz;;EMBARGAR
CC;;2064025529;;Alonso Ruiz;;INHABILITAR
RC;;2067894812;;Mauricio Giraldo;;EMBARGAR
CC;;2090937470;;Rodrigo Quiroz;;EMBARGAR
CC;;2089433297;;Felipe Cardenas;;EMBARGAR
TI;;2045174202;;Gabriel Gomez;;EMBARGAR
RC;;2069919432;;Miguel Ruiz;;INHABILITAR
TI;;2061379021;;Sebastian Fernandez;;INHABILITAR
NUIP;;2034609549;;Eduardo Fernandez;;EMBARGAR
CE;;2089891868;;Felipe Rivera;;INHABILITAR
RC;;2046413802;;Paula Velasquez;;EMBARGAR
RC;;2053548396;;Luis Fernandez;;INHABILITAR
TI;;2040178338;;Mariana Castillo;;INHABILITAR
RC;;2041794083;;Fernando Lopez;;INHABILITAR
CE;;2076447742;;Sebastian Jimenez;;INHABILITAR
CE;;2082789052;;Laura Rodriguez;;EMBARGAR
RC;;2057483995;;Cesar Cabrera;;EMBARGAR
TI;;2053929819;;Miguel Ospina;;EMBARGAR
CC;;2085542546;;Hernan Ortiz;;EMBARGAR
RC;;2066893512;;Nathalia Fernandez;;INHABILITAR
TI;;2041927831;;Esteban Robledo;;INHABILITAR
RC;;2059029119;;Mariana Duarte;;EMBARGAR
TI;;2014522238;;Gustavo Bonilla;;INHABILITAR
CE;;2071664313;;Hector Torres;;EMBARGAR
NUIP;;2043026282;;Tatiana Hernandez;;INHABILITAR
CE;;2066125594;;Alfredo Torres;;INHABILITAR
CC;;2002461487;;Juan Moreno;;INHABILITAR
